estimator,workload,rate,seed,cond,cycle,timestamp,replay_match,n_valid,global_best_peak_kvpr,best_separated_peak_kvpr,best_colocated_peak_kvpr,optimum_is_colocated,separated_penalty,colocated_penalty,plan_colocated,residency_colocated,plan_shape,residency_shape,rank1_model,wrate_model_3,wrate_model_4,wrate_model_5,wrate_model_6
OLD,bursty,2,1,bursty_r2_s1,40,1787589372.0174782,True,14,0.011892143457943477,0.011892143457943477,0.018394744869688222,False,0.0,0.5467980969739535,False,False,3+1,3+1,model_6,2.404244808784392e-07,0.356002234679473,0.14505899535156774,0.772594468440574
OLD,bursty,2,1,bursty_r2_s1,41,1787589377.0307314,True,14,0.013425476354040792,0.013425476354040792,0.01876009202977189,False,0.0,0.3973501971217198,False,False,3+1,3+1,model_6,2.9059956536445644e-07,0.5419603332155654,0.06366923957026305,0.8722101952430837
OLD,bursty,2,1,bursty_r2_s1,42,1787589382.0447774,True,14,0.014501050218739882,0.014501050218739882,0.02016079369952915,False,0.0,0.39029886769684535,False,False,3+1,3+1,model_6,1.9094905187700754e-07,0.3342819564897855,0.0636690610301344,0.9420867840350482
OLD,bursty,2,1,bursty_r2_s1,46,1787589402.1243243,True,14,0.021076355067310634,0.021076355067310634,0.03447730514106956,False,0.0,0.6358286350254062,False,False,2+2,2+2,model_5,0.5259549014595446,0.11491788918816137,1.1145498779902892,0.6054097468401772
OLD,bursty,2,1,bursty_r2_s1,47,1787589407.139539,False,14,0.02696128996247599,0.02696128996247599,0.030979211749777382,False,0.0,0.1490255767766835,True,False,2+2,2+2,model_3,0.8847128212299707,0.07767751910315368,0.6836233095364792,0.8618279141213606
OLD,bursty,2,1,bursty_r2_s1,48,1787589412.1492822,True,14,0.019071998943102096,0.019071998943102096,0.02579503800575349,False,0.0,0.3525083596485288,False,True,2+2,3+1,model_5,0.5017640891647703,0.03510386580967188,0.6639792076252394,0.6228505985133457
OLD,bursty,2,1,bursty_r2_s1,49,1787589417.1647387,True,14,0.020803577192841986,0.020803577192841986,0.030457133823657462,False,0.0,0.46403349488072826,False,True,2+2,3+1,model_6,0.5130460220202663,0.01836872206404991,0.6970964380078837,0.8223100309840282
OLD,bursty,2,1,bursty_r2_s1,50,1787589422.179511,True,14,0.028430876123848963,0.03138490239178324,0.028430876123848963,True,0.10390204843023877,0.0,True,True,2+2,3+1,model_3,1.226622626221465,9.195804268815054e-07,0.7942785829500245,0.6240445380565188
OLD,bursty,2,1,bursty_r2_s1,51,1787589427.194181,True,14,0.033927555510348574,0.033927555510348574,0.036477233768399286,False,0.0,0.07515066204144917,True,True,2+2,3+1,model_3,1.3449608773638917,1.1798352623702967e-06,1.1640911049020182,0.6556383968801195
OLD,bursty,2,1,bursty_r2_s1,52,1787589432.2084768,True,14,0.02929625581399763,0.03232262126432228,0.02929625581399763,True,0.10330212398263765,0.0,True,True,2+2,3+1,model_3,1.2552112937012463,9.47570638296954e-07,0.6249930600395948,0.8365010141813575
OLD,bursty,2,1,bursty_r2_s1,53,1787589437.222912,False,14,0.020645948271119107,0.020645948271119107,0.023823928321223254,False,0.0,0.15392754105413078,False,True,2+2,3+1,model_3,0.9672464629060677,0.23372673506022218,0.23372673506022212,0.9547708766208021
OLD,bursty,2,1,bursty_r2_s1,54,1787589442.2626488,True,14,0.023548041960024222,0.028964716113515105,0.023548041960024222,True,0.23002652036574303,0.0,True,False,2+2,2+2,model_3,1.1431082919084634,-7.8975049555563e-07,0.6098863066737059,0.5648482396992212
OLD,bursty,2,1,bursty_r2_s1,56,1787589452.2923434,True,14,0.022311903742929635,0.027374167157356872,0.022311903742929635,True,0.22688621610925536,0.0,True,False,2+2,2+2,model_3,1.1794592985105665,0.08963576902948489,0.4128938664260736,0.7001738003745294
OLD,bursty,2,1,bursty_r2_s1,57,1787589457.3098085,True,14,0.017746898327289505,0.018724912653972397,0.017746898327289505,True,0.05510902855509087,0.0,False,False,2+2,2+2,model_3,0.8708420575502561,0.23639640931178343,0.21838464864751714,0.6669498768908199
OLD,bursty,2,1,bursty_r2_s1,58,1787589462.323148,True,14,0.014948083275525532,0.01597800742399983,0.014948083275525532,True,0.06890008099972197,0.0,False,False,2+2,2+2,model_3,0.8084680736526303,0.19924294653885274,0.1209713699196099,0.4514257421629321
OLD,bursty,2,1,bursty_r2_s1,59,1787589467.379674,True,14,0.00917745715478266,0.00917745715478266,0.013821413159366545,False,0.0,0.5060177265075843,False,False,1+3,2+2,model_6,0.15035244800226832,0.14493752425223538,0.09327495620508713,0.5962299948037806
OLD,bursty,2,1,bursty_r2_s1,60,1787589472.4256158,True,14,0.025570466374547917,0.025570466374547917,0.03467206702226031,False,0.0,0.3559419102645644,False,False,1+3,1+3,model_6,0.23606017825148742,0.14394404183991483,0.06844436106637776,1.6612312949542722
OLD,bursty,2,1,bursty_r2_s1,61,1787589477.4732516,True,14,0.011047361170578755,0.011047361170578755,0.014386835205197455,False,0.0,0.3022870333516715,False,False,1+3,1+3,model_6,0.18474761933398318,0.13379196220651984,3.3241053173926893e-07,0.7177116691737522
OLD,bursty,2,1,bursty_r2_s1,62,1787589482.4905658,True,14,0.013789167301594876,0.013789167301594876,0.01795745423391827,False,0.0,0.30228706644536,False,False,1+3,1+3,model_6,0.25421003533584474,0.1652018555500636,4.376753714174786e-07,0.8958380311581061
OLD,bursty,2,1,bursty_r2_s1,63,1787589487.5305614,True,14,0.015097918072853978,0.015097918072853978,0.019661824854895215,False,0.0,0.3022871603898243,False,False,1+3,1+3,model_6,0.2767293024590288,0.25029462360654997,5.499734212488505e-07,0.9808633766744959
OLD,bursty,2,1,bursty_r2_s1,64,1787589492.5541453,True,14,0.011613557307304215,0.011613557307304215,0.015124188435514899,False,0.0,0.3022873212157581,False,False,1+3,1+3,model_6,0.2342677444457339,0.2604157676785346,5.162247293521993e-07,0.7544956185798048
OLD,bursty,2,1,bursty_r2_s1,65,1787589497.582582,True,14,0.015109748315036154,0.015109748315036154,0.01967723055254485,False,0.0,0.3022871157267034,False,False,1+3,1+3,model_6,0.23426774459142172,0.2609079888578442,5.167383846094165e-07,0.9816319496153274
OLD,bursty,2,1,bursty_r2_s1,68,1787589512.772292,False,14,0.020200122407750792,0.020200122407750792,0.030584332375283227,False,0.0,0.5140666852369177,True,True,2+2,2+2,model_6,0.5104835283191681,0.1951966664852308,0.6645560140051324,0.8611959733571413
OLD,bursty,2,1,bursty_r2_s1,69,1787589517.803699,False,14,0.017114859322487155,0.017114859322487155,0.030981949068030555,False,0.0,0.8102368523312067,True,True,2+2,2+2,model_6,0.24868356109580564,0.08226256069340784,0.7468864685948876,0.7987013108887773
OLD,bursty,2,1,bursty_r2_s1,70,1787589522.821973,False,14,0.0211429865488287,0.0211429865488287,0.03166132432334276,False,0.0,0.49748590390588715,True,True,2+2,2+2,model_5,0.4719410279598232,0.047930187691771785,0.8046864165753181,0.7747931651958161
OLD,bursty,2,1,bursty_r2_s1,71,1787589527.8506465,False,14,0.019064405396207164,0.019064405396207164,0.04028206372546858,False,0.0,1.1129462413489508,True,True,2+2,2+2,model_5,0.11270837177076239,0.047437862716623445,1.2233614048679422,0.7861785788740864
OLD,bursty,2,1,bursty_r2_s1,72,1787589532.8644416,False,14,0.026086586100010342,0.026086586100010342,0.04380281574604172,False,0.0,0.6791317797626405,True,True,2+2,2+2,model_5,0.23310802287964882,0.009782966093472886,1.6739741920231246,0.5112045575577301
OLD,bursty,2,1,bursty_r2_s1,73,1787589537.8817632,False,14,0.019345905177813205,0.019345905177813205,0.03409030115214617,False,0.0,0.7621455723479162,True,True,2+2,2+2,model_5,0.5045146201474224,1.4556866015691342e-07,1.1773034639115216,0.5233498017683952
OLD,bursty,2,1,bursty_r2_s1,74,1787589542.9011424,False,14,0.01780472569808789,0.01780472569808789,0.030019625201952525,False,0.0,0.6860481711985282,True,True,2+2,2+2,model_5,0.5450483890435157,1.5726395341893923e-07,1.1425278570521047,0.3550527423781129
OLD,bursty,2,1,bursty_r2_s1,75,1787589547.9193707,False,14,0.019652254588495902,0.019652254588495902,0.0323776709940188,False,0.0,0.6475295925065078,True,True,2+2,2+2,model_5,0.42474124684822145,1.2255148173214203e-07,1.2610836416113924,0.3541321250472566
OLD,bursty,2,1,bursty_r2_s1,76,1787589552.9375448,False,14,0.029965076278308817,0.029965076278308817,0.04113469169197852,False,0.0,0.3727544462069394,True,True,2+2,2+2,model_5,0.8907254192452002,2.570028712064632e-07,1.175855648303977,0.8762191470017169
OLD,bursty,2,1,bursty_r2_s1,77,1787589557.957111,False,14,0.02983308715556563,0.02983308715556563,0.046916987591955735,False,0.0,0.572649432735725,True,True,2+2,2+2,model_5,0.7458009283634248,2.1518750416700595e-07,1.3271739025041502,1.0133606620929854
OLD,bursty,2,1,bursty_r2_s1,81,1787589578.04962,False,14,0.024477135291145247,0.024477135291145247,0.04413906825064452,False,0.0,0.8032775374090488,True,True,2+2,2+2,model_5,0.1783616949690097,0.287174209906278,1.3669979555255578,0.8349553281814002
OLD,bursty,2,1,bursty_r2_s1,82,1787589583.0699334,False,14,0.017962289055787936,0.017962289055787936,0.03287970547257035,False,0.0,0.8304852666857413,True,True,2+2,2+2,model_5,0.11024367713369271,0.232990466806259,0.934621273937659,0.7056393455552938
OLD,bursty,2,1,bursty_r2_s1,83,1787589588.0890133,False,14,0.017570935599590366,0.017570935599590366,0.033550379978023424,False,0.0,0.909424787761762,True,True,2+2,2+2,model_5,0.06038755542855916,0.17077187810722871,0.9713188950260568,0.7023994748932291
OLD,bursty,2,1,bursty_r2_s1,84,1787589593.1081398,False,14,0.017700619246788934,0.017700619246788934,0.03515279624979191,False,0.0,0.9859642060923361,True,True,2+2,2+2,model_5,0.035291456167269745,0.19328783346303724,1.1358473542055672,0.6178103055838563
OLD,bursty,2,1,bursty_r2_s1,85,1787589598.1334436,False,14,0.019993793902010618,0.019993793902010618,0.03800971184112211,False,0.0,0.9010755050995987,True,True,2+2,2+2,model_5,4.0838133099271405e-08,0.13797574932524836,1.2830001926768728,0.6131796117097307
OLD,bursty,2,1,bursty_r2_s1,86,1787589603.1572602,False,14,0.013498353400514118,0.013498353400514118,0.02619220706450686,False,0.0,0.94040015751175,True,True,2+2,2+2,model_5,2.794475595969083e-08,0.09441417495634051,0.8661882831521315,0.4404549841166854
OLD,bursty,2,2,bursty_r2_s2,1,1787590331.6003556,True,14,0.0005798731708875061,0.0005798731708875061,0.0006798100245524701,False,0.0,0.17234260642203675,False,False,2+2,2+2,model_3,0.023500927564891173,0.006458632678001982,0.023221155582185106,0.010692335916094564
OLD,bursty,2,2,bursty_r2_s2,2,1787590336.6071973,True,14,0.02378807587578559,0.029550154612477387,0.02378807587578559,True,0.24222550687914807,0.0,True,False,3+1,2+2,model_3,1.7424765579012944,1.3526280413159797e-07,0.35536858765744606,1.4067575040467772e-06
OLD,bursty,2,2,bursty_r2_s2,3,1787590341.6197438,True,14,0.01661690795633469,0.020641938008922053,0.01661690795633469,True,0.24222497128612572,0.0,True,True,3+1,3+1,model_3,1.2171885078015159,1.284266440790595e-07,0.3374083175429123,4.5787693286891695e-07
OLD,bursty,2,2,bursty_r2_s2,4,1787590346.632579,True,14,0.022207577239967996,0.02758680651553155,0.022207577239967996,True,0.24222494950427587,0.0,True,True,3+1,3+1,model_3,1.6267050328276558,1.63634731376526e-07,0.4299086055270943,5.834036195806469e-07
OLD,bursty,2,2,bursty_r2_s2,5,1787590351.639723,True,14,0.015895490017036152,0.019745781773344386,0.015895490017036152,True,0.2422254206810639,0.0,True,True,3+1,3+1,model_3,1.1643446437478981,2.4099621942188863e-07,0.6331562234526086,8.592189774669912e-07
OLD,bursty,2,2,bursty_r2_s2,6,1787590356.6475825,True,14,0.015590000771657031,0.019366292305906183,0.015590000771657031,True,0.24222523074626998,0.0,True,True,3+1,3+1,model_3,1.1419675565238776,1.8739072003088402e-07,0.49232141832326887,6.681003677233566e-07
OLD,bursty,2,2,bursty_r2_s2,7,1787590361.6526084,True,14,0.02470410334501405,0.030688056426463592,0.02470410334501405,True,0.2422250667380431,0.0,True,True,3+1,3+1,model_3,1.809575570022279,2.2993020478875056e-07,0.6040830866974962,8.197655378960889e-07
OLD,bursty,2,2,bursty_r2_s2,8,1787590366.6718454,True,14,0.028869198882139718,0.03586204193326551,0.028869198882139718,True,0.24222504682843835,0.0,True,True,3+1,3+1,model_3,2.1146688181167344,2.591899909590092e-07,0.6809557270643672,9.240848653502276e-07
OLD,bursty,2,2,bursty_r2_s2,9,1787590371.6785293,True,14,0.019075935750993003,0.023696606201671373,0.019075935750993003,True,0.242225100304075,0.0,True,True,3+1,3+1,model_3,1.3973122937602374,1.8813686499679657e-07,0.49428172462875863,6.707605836875352e-07
OLD,bursty,2,2,bursty_r2_s2,10,1787590376.6864824,False,14,0.025758728780694417,0.025758728780694417,0.026875775586960405,False,0.0,0.04336575829406571,False,True,2+2,3+1,model_3,1.5189079083269164,5.103224883486013e-07,1.340742438452302,1.8194425078776888e-06
OLD,bursty,2,2,bursty_r2_s2,11,1787590381.6926267,False,14,0.020335578612204818,0.020335578612204818,0.020431813031761347,False,0.0,0.004732317746728482,False,False,2+2,2+2,model_3,1.199122965270845,3.8796342398930835e-07,1.0192751421774324,9.680906307411693e-07
OLD,bursty,2,2,bursty_r2_s2,49,1787590572.7848706,True,14,0.027415870383969816,0.028681618119279786,0.027415870383969816,True,0.04616843155379297,0.0,True,False,1+3,2+2,model_3,1.6627706756441225,0.1854445239127177,1.0674694071198014,0.028492474041768336
OLD,bursty,2,2,bursty_r2_s2,50,1787590577.8130884,True,14,0.03650947747399711,0.045836183181759096,0.03650947747399711,True,0.2554598518810542,0.0,True,True,1+3,1+3,model_3,2.6743192249702883,0.15483471255062473,0.6692216187685337,0.02849367823379148
OLD,bursty,2,2,bursty_r2_s2,51,1787590582.829293,True,14,0.03145788969359311,0.03524915939532652,0.03145788969359311,True,0.120518882183809,0.0,True,True,1+3,1+3,model_3,2.078528141569673,0.15397353886698034,1.2317691981030756,1.880509043761247e-06
OLD,bursty,2,2,bursty_r2_s2,52,1787590587.8393624,True,14,0.03437147092980128,0.04269710665383999,0.03437147092980128,True,0.24222517974405597,0.0,True,True,1+3,1+3,model_3,2.517710245607944,0.11822581529263372,0.8910286833885523,1.3695992494011655e-06
OLD,bursty,2,2,bursty_r2_s2,53,1787590592.8545125,True,14,0.04244757981786574,0.05272944433664836,0.04244757981786574,True,0.24222498815951563,0.0,True,True,1+3,1+3,model_3,3.1092852216586655,0.06481974751264162,0.8282059803007378,1.2118720975617947e-06
OLD,bursty,2,2,bursty_r2_s2,54,1787590597.869888,True,14,0.04257112963774211,0.05288291323329188,0.04257112963774211,True,0.24222480547962014,0.0,True,True,1+3,1+3,model_3,3.1183352459646096,2.1227538463304508e-07,0.5576995403485562,7.568211621011844e-07
OLD,bursty,2,2,bursty_r2_s2,55,1787590602.8991163,True,14,0.035315790848699374,0.04387016709305313,0.035315790848699374,True,0.2422252493509939,0.0,True,True,1+3,1+3,model_3,2.586881679667229,4.353602488658974e-07,1.1437982363854904,1.5521811439489497e-06
OLD,bursty,2,2,bursty_r2_s2,60,1787590627.9736362,True,14,0.020906373701363265,0.020906373701363265,0.03351729602941013,False,0.0,0.6032094569908376,False,False,2+2,2+2,model_5,0.6834205445344443,0.0680442145795982,1.1515078622536374,0.5205600580260374
OLD,bursty,2,2,bursty_r2_s2,61,1787590632.9913101,True,14,0.021446465193429996,0.021446465193429996,0.03448169965029064,False,0.0,0.6078033997347924,False,False,3+1,2+2,model_5,0.45587511405092634,0.15648109171875912,1.3762179959573095,0.343960856518713
OLD,bursty,2,2,bursty_r2_s2,62,1787590638.0092514,True,14,0.020262657368736794,0.020262657368736794,0.03437165226781147,False,0.0,0.6963052595876891,False,False,3+1,2+2,model_5,0.311124811647773,0.11095474209476347,1.3002531403317332,0.4144358093253772
OLD,bursty,2,2,bursty_r2_s2,63,1787590643.0223427,True,14,0.012872458297430577,0.012872458297430577,0.023518103706789938,False,0.0,0.8270095084700565,False,False,2+2,2+2,model_5,0.11999102034457863,0.10498231837022026,0.6459194628199342,0.5273215623340277
OLD,bursty,2,2,bursty_r2_s2,64,1787590648.0539749,True,14,0.013437833369042928,0.013437833369042928,0.026482020981434484,False,0.0,0.9707061588099296,False,False,3+1,2+2,model_5,2.2232436324069804e-07,0.10749835108380357,0.8623047174607528,0.4587964151716684
OLD,bursty,2,2,bursty_r2_s2,65,1787590653.0955887,True,14,0.020882616982066574,0.020882616982066574,0.03453551755380906,False,0.0,0.6537926057575653,False,False,3+1,3+1,model_5,2.2103373844910303e-07,0.09122459803021005,1.3400359002847604,0.3828277508078004
OLD,bursty,2,2,bursty_r2_s2,66,1787590658.112867,True,14,0.014681345342193394,0.014681345342193394,0.029375950445558366,False,0.0,1.0009031707151164,False,False,3+1,3+1,model_5,2.7221455757836277e-07,0.06045115625686026,0.9421007836284452,0.5233689942630622
OLD,bursty,2,2,bursty_r2_s2,67,1787590663.1251636,False,14,0.014237475762376868,0.014237475762376868,0.02884480532528454,False,0.0,1.0259774841203353,False,False,2+2,3+1,model_6,0.07164371358581266,0.07164371358581256,0.6687422270867072,0.770230463574265
OLD,bursty,2,2,bursty_r2_s2,68,1787590668.1423922,True,14,0.01211280974450602,0.01211280974450602,0.023752227373110665,False,0.0,0.9609180589898978,False,False,3+1,3+1,model_5,3.077535591236637e-07,0.17972105636496644,0.7046008887710948,0.4803197978773281
OLD,bursty,2,2,bursty_r2_s2,75,1787590703.288154,True,14,0.025971585490120234,0.025971585490120234,0.04482485819482329,False,0.0,0.7259192055053769,False,False,2+2,1+3,model_5,0.266276028212691,0.2662760282126908,1.2487500339619597,0.9874150598118228
OLD,bursty,2,2,bursty_r2_s2,76,1787590708.3366287,True,14,0.02329992488173637,0.02329992488173637,0.046861203974884344,False,0.0,1.0112169551077164,False,False,2+2,1+3,model_5,0.1543563927988966,0.15435639279889646,1.2048210611909866,1.1329306417904506
OLD,bursty,2,2,bursty_r2_s2,77,1787590713.353839,True,14,0.025321768611540982,0.025321768611540982,0.04156095705628675,False,0.0,0.6413133574463034,False,False,2+2,2+2,model_5,0.755003010901933,0.00439979112870692,1.4727198634042904,0.6006199122435145
OLD,bursty,2,2,bursty_r2_s2,78,1787590718.3781846,True,14,0.030592750421620497,0.030592750421620497,0.031946411785279606,False,0.0,0.044247782399533774,True,False,2+2,2+2,model_3,1.1661456373808041,0.0005231834486570941,0.9558907972254665,0.6378108625784624
OLD,bursty,2,2,bursty_r2_s2,79,1787590723.4066467,True,14,0.027520669197501603,0.027520669197501603,0.027966716264923815,False,0.0,0.016207711528421154,True,False,2+2,2+2,model_3,1.038360506628108,-1.0553449407701976e-06,0.5625146705382792,0.8326530381310258
OLD,bursty,2,2,bursty_r2_s2,80,1787590728.4263062,True,14,0.025781399360650967,0.025781399360650967,0.031903817536216426,False,0.0,0.23747423830336536,False,False,2+2,2+2,model_6,0.8805369883362725,-4.974583738270866e-07,0.6191649983009693,0.9724117741795777
OLD,bursty,2,2,bursty_r2_s2,81,1787590733.4453044,True,14,0.026507085352807592,0.026507085352807592,0.03326164920736832,False,0.0,0.25482107008967303,False,False,2+2,2+2,model_6,0.8524014934518811,-4.799065285165938e-07,0.6895135906548933,0.9698009485142505
OLD,bursty,2,2,bursty_r2_s2,82,1787590738.4658687,True,14,0.022474284417158964,0.022804548008840728,0.022474284417158964,True,0.014695177187915687,0.0,True,False,2+2,2+2,model_3,1.1287402462490013,-8.730155021119401e-07,0.19779852981995077,0.9233697760063662
OLD,bursty,2,2,bursty_r2_s2,83,1787590743.4820113,True,14,0.015391510697460297,0.01676669562928058,0.015391510697460297,True,0.08934697567063372,0.0,True,True,2+2,1+3,model_3,0.6961283918305378,4.978296103123183e-07,0.27918898302661765,0.48864298227520053
OLD,bursty,4,1,bursty_r4_s1,1,1787591489.0000257,True,14,0.0005798424513239534,0.0005798424513239534,0.0006817588805475646,False,0.0,0.17576572565686702,False,False,2+2,2+2,model_3,0.023499360591267414,0.006452821979097035,0.023318622073736982,0.010692091455454217
OLD,bursty,4,1,bursty_r4_s1,2,1787591494.0071294,True,14,0.007069172787320228,0.007069172787320228,0.009093166796227065,False,0.0,0.28631270868597475,False,False,1+3,2+2,model_5,1.0972996754435417e-08,0.3668580798422691,0.45362826548321505,-1.0972996872249396e-08
OLD,bursty,4,1,bursty_r4_s1,3,1787591499.827983,True,14,0.014861429240776608,0.014861429240776608,0.019116460070338,False,0.0,0.2863137024456902,False,False,1+3,1+3,model_5,2.1697223162503637e-07,0.7330625579725515,0.9536567533314755,7.13693081494382e-07
OLD,bursty,4,1,bursty_r4_s1,4,1787591504.850283,True,14,0.027867171872590038,0.03459859347453506,0.027867171872590038,True,0.24155381223187575,0.0,True,False,3+1,1+3,model_4,3.295521595788585e-07,2.045842297552567,0.8397712974657885,2.267762958307884e-06
OLD,bursty,4,1,bursty_r4_s1,5,1787591509.8811138,False,14,0.01647701697299789,0.01647701697299789,0.019052167044405596,False,0.0,0.15628739568744718,False,False,1+3,1+3,model_4,2.8837358401794e-07,0.9742992249941966,0.9504491503666509,9.485556298205466e-07
