tau_id,tau,role,runs,A_regret_tw_mean,B_migration_gb_per_min,B_migrations_per_min,migrations_total,goodput_mean,attainment_mean,large_large_pct_mean,A_norm,B_norm,TRADEOFF_SCORE,selectable
T0,0.0,maximum sensitivity / actuation control,8,0.0063484989023571544,9.375998885210919,1.0839314765322483,62,4.42841459879018,0.5054800351962238,41.93057455540356,0.1426362081957965,1.0,1.010121323351049,True
T1,0.00035,historical reference only,8,0.005779065336429952,8.616948633226444,1.0129040118011785,58,4.6316382935861355,0.5292546915941034,42.9343365253078,0.06513120190764526,0.7919178858002756,0.7945917261791194,True
T2,0.012859417696566448,selective migration threshold,8,0.005300542795350372,6.955384426622367,0.7522896538839077,43,5.133227710917415,0.5839855162595007,37.48836039492771,0.0,0.33642525921217975,0.33642525921217975,True
T3,0.02595037368602512,selective migration threshold,8,0.007444024845398072,6.670914034060863,0.7354963721196822,42,4.7739037281306755,0.5400134571210096,38.63030095759234,0.29174709695410717,0.25844201560391067,0.3897545945983975,True
T4,0.03916286292302117,selective migration threshold,8,0.012647598078594125,5.7281589211479265,0.6134684135131739,35,4.5195040380711875,0.5157159929603791,37.47265987389342,1.0,0.0,1.0,True
T5,1000000000.0,migration-disabled static control (diagnostic only),8,0.013937127616914114,0.0,0.0,0,5.417923109567666,0.6169784896996081,0.0,1.175516514930953,-1.5702878902526904,,False
