tau_id,tau,cond,goodput_req_s,attainment,throughput_req_s,tpot_p99_ms,ttft_p99_s,completed,aborted
T0,0.0,steady_r8_s3,5.341988271450744,0.6714621256605989,7.955755160717637,79.09202529861614,12.697010791301665,3406,0
T0,0.0,steady_r8_s4,4.953921480095688,0.6382660687593423,7.761530375138208,58.79063145319619,5.259650325775123,3345,0
T0,0.0,steady_r10_s3,4.0477280621325535,0.4080056179775281,9.920765508565845,77.21752747511252,4.901882135868072,4272,0
T0,0.0,steady_r10_s4,5.178024123067547,0.5168825161887142,10.017797005881016,77.06790298223505,7.346357336044359,4324,0
T0,0.0,bursty_r8_s3,4.415675480785295,0.5566647093364651,7.932379054617466,124.74638969818145,11.78509353399276,3406,0
T0,0.0,bursty_r8_s4,3.6184734796707883,0.4630792227204783,7.811604464828351,259.10869279328506,8.751637516021727,3344,0
T0,0.0,bursty_r10_s3,4.530088084633408,0.4559925093632959,9.93224138063105,189.48784472311232,12.177768247127528,4271,0
T0,0.0,bursty_r10_s4,3.341417808485415,0.33348751156336726,10.017301793399756,1300.6700332807402,14.843336982727054,4323,0
T1,0.00035,steady_r8_s3,5.879158830211672,0.7384028185554903,7.961994026123641,61.85171874240039,1.7320609807967506,3406,0
T1,0.00035,steady_r8_s4,4.872982388797862,0.6278026905829597,7.761964805013736,65.41030146280922,0.584397325515746,3345,0
T1,0.00035,steady_r10_s3,5.046448176634512,0.5084269662921348,9.925610778352963,79.42715823650359,4.308399858474726,4272,0
T1,0.00035,steady_r10_s4,5.6211980620973465,0.5605920444033302,10.02493367262658,88.66116984089754,5.762544336319042,4323,0
T1,0.00035,bursty_r8_s3,4.5302604590755555,0.5692894891368174,7.955408387391577,110.63995512890509,10.850113201141241,3405,0
T1,0.00035,bursty_r8_s4,4.165177353230885,0.5336322869955157,7.8053323510125,231.35209509304565,8.211624355316145,3345,0
T1,0.00035,bursty_r10_s3,4.0168220521315385,0.4044943820224719,9.93047673999186,197.22501504947158,13.181840040683745,4272,0
T1,0.00035,bursty_r10_s4,2.9210590265097154,0.2913968547641073,10.022014421905952,1208.1095679104371,14.166350877285023,4323,0
T2,0.012859417696566448,steady_r8_s3,6.61427760666371,0.830886670581327,7.960505133673708,51.54933780431744,0.29254391193389845,3406,0
T2,0.012859417696566448,steady_r8_s4,5.037900591017882,0.6484304932735426,7.769376430131313,67.16344299926061,5.123152770996091,3345,0
T2,0.012859417696566448,steady_r10_s3,5.885948105770331,0.5919943820224719,9.94257426170457,57.57814125882255,0.3570643877983093,4272,0
T2,0.012859417696566448,steady_r10_s4,5.766603129678616,0.5749306197964847,10.030085250494906,87.54368901990439,6.801045482158697,4324,0
T2,0.012859417696566448,bursty_r8_s3,4.908354105014331,0.6183206106870229,7.93820231798614,107.8193009045778,10.927892625331863,3406,0
T2,0.012859417696566448,bursty_r8_s4,4.413012389306971,0.5647234678624813,7.814466089058665,183.56968845295856,6.4260358715057375,3345,0
T2,0.012859417696566448,bursty_r10_s3,4.664499399858229,0.4691011235955056,9.943483750595986,191.37142617164588,12.29846307754516,4272,0
T2,0.012859417696566448,bursty_r10_s4,3.775226360029253,0.37349676225716927,10.10778871874086,1489.3788051605256,8.385790438652055,4324,0
T3,0.02595037368602512,steady_r8_s3,6.290806371177512,0.7897827363476219,7.965236617186099,56.49368390440938,3.3885296583175606,3406,0
T3,0.02595037368602512,steady_r8_s4,4.793528150080492,0.6164424514200298,7.776116227943379,72.77985653669936,5.465058221816997,3345,0
T3,0.02595037368602512,steady_r10_s3,5.872558535008788,0.5908239700374532,9.939607789840549,59.19877495903234,0.33715204715728747,4272,0
T3,0.02595037368602512,steady_r10_s4,5.726999286356974,0.5709990749306197,10.02978732855713,86.25356596419775,9.265617151260416,4324,0
T3,0.02595037368602512,bursty_r8_s3,4.784550330771707,0.6004110393423371,7.9664517732409115,108.66703599983549,9.867300510406462,3405,0
T3,0.02595037368602512,bursty_r8_s4,2.793609540127185,0.35874439461883406,7.784858585154423,252.87428782099764,13.503246364593439,3344,0
T3,0.02595037368602512,bursty_r10_s3,4.4868034014849485,0.45224719101123595,9.921130502662372,227.51203251026902,10.672627155780791,4272,0
T3,0.02595037368602512,bursty_r10_s4,3.4423742100377996,0.3406567992599445,10.105109357911369,1012.5229697757314,6.01843388557437,4324,0
T4,0.03916286292302117,steady_r8_s3,6.473308035041099,0.8126834997064005,7.965349410169792,52.98951000527091,0.29339960813522276,3406,0
T4,0.03916286292302117,steady_r8_s4,4.526788053941308,0.5886397608370703,7.690251925055193,78.30167293548581,1.177950229644765,3345,0
