tau_id,tau,workload,rate,seed,cond,cycles,span_s,regret_time_weighted_mean,regret_p50,regret_p90,regret_p95,regret_p99,regret_max,frac_cycles_regret_gt0,migrations,migrations_per_min,migration_bytes,migration_gb_per_min,large_large_residency_pct,goodput_req_s,attainment,throughput_req_s,tpot_p99_ms,ttft_p99_s,completed,aborted
T0,0.0,steady,8,3,steady_r8_s3,85,427.4,0.004821641693758525,0.0,0.0089912988759107,0.054513897388983386,0.05836476012628459,0.05933261235019513,0.2,6,0.842268931737314,59257817088,7.7472096768199945,7.0588235294117645,5.341988271450744,0.6714621256605989,7.955755160717637,79.09202529861614,12.697010791301665,3406,0
T0,0.0,steady,8,4,steady_r8_s4,86,431.6,0.000691884208231441,0.0,0.0,0.003857004553980298,0.013842216620472686,0.015139105213516274,0.08139534883720931,2,0.27806322998323546,22614707200,2.9282265012884188,91.86046511627907,4.953921480095688,0.6382660687593423,7.761530375138208,58.79063145319619,5.259650325775123,3345,0
T0,0.0,steady,10,3,steady_r10_s3,86,431.2,9.046049429955589e-05,0.0,0.0,3.267906730977229e-05,0.002265431630344325,0.0031075297571037594,0.06976744186046512,4,0.556619454070574,27727872000,3.5934785788829338,0.0,4.0477280621325535,0.4080056179775281,9.920765508565845,77.21752747511252,4.901882135868072,4272,0
T0,0.0,steady,10,4,steady_r10_s4,86,430.9,0.0008925821944725354,0.0,0.0,0.0033995006837408185,0.01865512671419446,0.02212315675601572,0.08139534883720931,2,0.2784633205667347,22761516032,2.9514764134789284,91.86046511627907,5.178024123067547,0.5168825161887142,10.017797005881016,77.06790298223505,7.346357336044359,4324,0
T0,0.0,bursty,8,3,bursty_r8_s3,85,427.9,0.010198204686990628,0.003921665944842778,0.02445567798281834,0.028918034381772744,0.06378179299966177,0.07908229835418444,0.6823529411764706,13,1.8227361828425228,108989564928,14.231986118805095,21.176470588235293,4.415675480785295,0.5566647093364651,7.932379054617466,124.74638969818145,11.78509353399276,3406,0
T0,0.0,bursty,8,4,bursty_r8_s4,86,429.4,0.007614504987743152,0.0,0.030780019403541956,0.03371699704599036,0.036695445321709916,0.04004628969963381,0.4069767441860465,11,1.5371790025799141,112198541312,14.60222712166789,48.83720930232558,3.6184734796707883,0.4630792227204783,7.811604464828351,259.10869279328506,8.751637516021727,3344,0
T0,0.0,bursty,10,3,bursty_r10_s3,85,427.0,0.012559632816668323,0.003681641286245277,0.03140055762767205,0.03708876469705555,0.07787061379261638,0.08723918933967818,0.611764705882353,13,1.8265129950456995,109640501248,14.346651755330385,20.0,4.530088084633408,0.4559925093632959,9.93224138063105,189.48784472311232,12.177768247127528,4271,0
T0,0.0,bursty,10,4,bursty_r10_s4,86,431.5,0.013919080136693077,0.0,0.04250273916757307,0.06626275932690827,0.06908994651615251,0.0698811030940534,0.43023255813953487,11,1.5296086954319923,112788639744,14.606734915413707,54.651162790697676,3.341417808485415,0.33348751156336726,10.017301793399756,1300.6700332807402,14.843336982727054,4323,0
T1,0.00035,steady,8,3,steady_r8_s3,85,424.2,0.0002260766618895163,0.0,0.0,4.7854014410887525e-06,0.006176073500228443,0.011552223674154621,0.058823529411764705,2,0.28286936342032926,13811183616,1.8192272249326116,0.0,5.879158830211672,0.7384028185554903,7.961994026123641,61.85171874240039,1.7320609807967506,3406,0
T1,0.00035,steady,8,4,steady_r8_s4,86,429.4,0.00043875002221381034,0.0,0.0,0.0024693116167929683,0.009816702835444733,0.011488215424397347,0.09302325581395349,2,0.27947174668580127,22201945088,2.8893427800226985,97.67441860465117,4.872982388797862,0.6278026905829597,7.761964805013736,65.41030146280922,0.584397325515746,3345,0
T1,0.00035,steady,10,3,steady_r10_s3,86,431.0,0.0005432582885620805,0.0,4.3461830262684975e-05,0.003963462841903715,0.009153010840806266,0.010167220973796937,0.13953488372093023,4,0.5568650608317929,27811405824,3.6058947900308853,0.0,5.046448176634512,0.5084269662921348,9.925610778352963,79.42715823650359,4.308399858474726,4272,0
T1,0.00035,steady,10,4,steady_r10_s4,86,431.5,0.0006217134135601368,0.0,1.1098566110718254e-07,0.004360486200108278,0.011829467276332429,0.013514819602700581,0.10465116279069768,2,0.2781188152034615,22462073856,2.909044440762777,97.67441860465117,5.6211980620973465,0.5605920444033302,10.02493367262658,88.66116984089754,5.762544336319042,4323,0
T1,0.00035,bursty,8,3,bursty_r8_s3,85,428.3,0.010946228299934293,0.0048581421921312165,0.024742642317423395,0.028003262991560213,0.06889748599312812,0.08318024386221747,0.7294117647058823,13,1.8213368348337853,108879464448,14.206693948756472,20.0,4.5302604590755555,0.5692894891368174,7.955408387391577,110.63995512890509,10.850113201141241,3405,0
T1,0.00035,bursty,8,4,bursty_r8_s4,86,429.0,0.006509433325051323,0.0,0.02432446995434047,0.03163962488088692,0.03458182613733827,0.03524794471827149,0.43023255813953487,11,1.538467487620184,112069033984,14.59759788362356,54.651162790697676,4.165177353230885,0.5336322869955157,7.8053323510125,231.35209509304565,8.211624355316145,3345,0
T1,0.00035,bursty,10,3,bursty_r10_s3,85,428.8,0.013008155749245513,0.006087778909795324,0.03208849412450821,0.03681618183834332,0.08129116736340732,0.0893240315282822,0.6235294117647059,13,1.8191149616366558,110039955456,14.340600238671723,18.823529411764707,4.0168220521315385,0.4044943820224719,9.93047673999186,197.22501504947158,13.181840040683745,4272,0
T1,0.00035,bursty,10,4,bursty_r10_s4,86,432.2,0.013938906930982943,0.0,0.04248697103599443,0.06625618664857261,0.07035555934218675,0.07086824967421654,0.45348837209302323,11,1.5269878241774189,112676331520,14.567187759010825,54.651162790697676,2.9210590265097154,0.2913968547641073,10.022014421905952,1208.1095679104371,14.166350877285023,4323,0
T2,0.012859417696566448,steady,8,3,steady_r8_s3,86,428.8,0.00014885557060956685,0.0,0.0,0.0,0.0037757222673022064,0.006518061581656742,0.046511627906976744,0,0.0,0,0.0,0.0,6.61427760666371,0.830886670581327,7.960505133673708,51.54933780431744,0.29254391193389845,3406,0
T2,0.012859417696566448,steady,8,4,steady_r8_s4,86,429.6,0.0028425013013717963,0.0,0.007919896155737363,0.018509794152311274,0.01911825081894122,0.01948415928282736,0.32558139534883723,2,0.2793001271197927,22615473152,2.9413516289684263,74.4186046511628,5.037900591017882,0.6484304932735426,7.769376430131313,67.16344299926061,5.123152770996091,3345,0
T2,0.012859417696566448,steady,10,3,steady_r10_s3,86,429.4,0.0003609249909477823,0.0,0.0007914328655431453,0.0034021567015584697,0.005513437793408612,0.005640485686930898,0.12790697674418605,0,0.0,0,0.0,0.0,5.885948105770331,0.5919943820224719,9.94257426170457,57.57814125882255,0.3570643877983093,4272,0
T2,0.012859417696566448,steady,10,4,steady_r10_s4,86,430.2,0.001161312531710612,0.0,0.0011279044518528144,0.010583445041576024,0.01749471218449423,0.01894613112260793,0.12790697674418605,2,0.2789428426605835,22412336128,2.911202958882235,94.18604651162791,5.766603129678616,0.5749306197964847,10.030085250494906,87.54368901990439,6.801045482158697,4324,0
T2,0.012859417696566448,bursty,8,3,bursty_r8_s3,86,429.8,0.0068960907919073154,0.0013128435055618642,0.019445367362184378,0.02353341665539375,0.03766107972088872,0.05052904920055164,0.5465116279069767,9,1.2565123728852672,81950279680,10.655524455355282,17.441860465116278,4.908354105014331,0.6183206106870229,7.93820231798614,107.8193009045778,10.927892625331863,3406,0
T2,0.012859417696566448,bursty,8,4,bursty_r8_s4,71,429.4,0.007965504418251187,0.0,0.0305462601673806,0.033059958538193275,0.03546995164500138,0.03561951101422865,0.4507042253521127,10,1.3971635362103758,104881393664,13.647271213519085,50.70422535211268,4.413012389306971,0.5647234678624813,7.814466089058665,183.56968845295856,6.4260358715057375,3345,0
