tau_id,tau,workload,rate,seed,cond,cycles,span_s,regret_time_weighted_mean,regret_p50,regret_p90,regret_p95,regret_p99,regret_max,frac_cycles_regret_gt0,migrations,migrations_per_min,migration_bytes,migration_gb_per_min,large_large_residency_pct,goodput_req_s,attainment,throughput_req_s,tpot_p99_ms,ttft_p99_s,completed,aborted
T2,0.012859417696566448,bursty,10,3,bursty_r10_s3,86,429.9,0.009271037568379187,3.2651881656413454e-05,0.02590764177633135,0.04499190173518132,0.062129627938755136,0.06790314516297749,0.5116279069767442,9,1.2559909237958868,83123963904,10.803646533580384,17.441860465116278,4.664499399858229,0.4691011235955056,9.943483750595986,191.37142617164588,12.29846307754516,4272,0
T2,0.012859417696566448,bursty,10,4,bursty_r10_s4,70,425.7,0.013758115189625523,0.0,0.03900167638222469,0.04092717490228912,0.04288859211689277,0.0452857742516965,0.42857142857142855,11,1.5504074283993552,111864791040,14.684078622673523,45.714285714285715,3.775226360029253,0.37349676225716927,10.10778871874086,1489.3788051605256,8.385790438652055,4324,0
T3,0.02595037368602512,steady,8,3,steady_r8_s3,85,424.9,0.0016728968921894377,0.0,0.001091064010998343,0.020349656623629697,0.02184179996139393,0.022021897477051675,0.12941176470588237,2,0.2824271342212526,13916798976,1.830273145961083,0.0,6.290806371177512,0.7897827363476219,7.965236617186099,56.49368390440938,3.3885296583175606,3406,0
T3,0.02595037368602512,steady,8,4,steady_r8_s4,86,429.0,0.0061283859882909405,0.0,0.019245791415046565,0.022612516632505904,0.026456763698147718,0.028506539096279454,0.45348837209302323,2,0.27973185465621414,22747151360,2.9630506588511283,73.25581395348837,4.793528150080492,0.6164424514200298,7.776116227943379,72.77985653669936,5.465058221816997,3345,0
T3,0.02595037368602512,steady,10,3,steady_r10_s3,86,429.6,0.0008408436159701714,0.0,0.0010616208634980674,0.009686850275194277,0.010228387929666604,0.011569857641061637,0.13953488372093023,0,0.0,0,0.0,0.0,5.872558535008788,0.5908239700374532,9.939607789840549,59.19877495903234,0.33715204715728747,4272,0
T3,0.02595037368602512,steady,10,4,steady_r10_s4,86,430.2,0.0019274598171652847,0.0,0.007474564917955286,0.01629006369749765,0.02226709676090069,0.023829447688818783,0.16279069767441862,2,0.27892487966899693,22630423552,2.93934166715482,90.69767441860465,5.726999286356974,0.5709990749306197,10.02978732855713,86.25356596419775,9.265617151260416,4324,0
T3,0.02595037368602512,bursty,8,3,bursty_r8_s3,85,424.3,0.0103842746944238,0.005485367932869405,0.023732227145703243,0.028240428888135535,0.04962720734998274,0.05803599884467166,0.6352941176470588,9,1.2725759541658284,80908478464,10.654556273320294,16.470588235294116,4.784550330771707,0.6004110393423371,7.9664517732409115,108.66703599983549,9.867300510406462,3405,0
T3,0.02595037368602512,bursty,8,4,bursty_r8_s4,86,430.4,0.012616587172836908,0.0034536547057899044,0.03397814475331526,0.03636935008283686,0.04334460954293761,0.04506271967931842,0.5697674418604651,10,1.3939459973523438,104869500928,13.614298874784588,50.0,2.793609540127185,0.35874439461883406,7.784858585154423,252.87428782099764,13.503246364593439,3344,0
T3,0.02595037368602512,bursty,10,3,bursty_r10_s3,86,432.0,0.010305532626736603,0.004450745304070393,0.02631491848595878,0.029359397485609933,0.05015622532635848,0.053065717684632474,0.6627906976744186,9,1.2501137407019538,81444976640,10.535895452815382,17.441860465116278,4.4868034014849485,0.45224719101123595,9.921130502662372,227.51203251026902,10.672627155780791,4272,0
T3,0.02595037368602512,bursty,10,4,bursty_r10_s4,85,426.2,0.01567621795557143,0.006015541859105161,0.040957586692761117,0.041255194609697024,0.05590055918861201,0.05797832489865201,0.5647058823529412,8,1.1262514161908683,82599762944,10.82989619959961,61.1764705882353,3.4423742100377996,0.3406567992599445,10.105109357911369,1012.5229697757314,6.01843388557437,4324,0
T4,0.03916286292302117,steady,8,3,steady_r8_s3,86,428.6,0.0002998913878813466,0.0,0.0,0.0013869042555172055,0.008070537769928008,0.00823872393345336,0.06976744186046512,0,0.0,0,0.0,0.0,6.473308035041099,0.8126834997064005,7.965349410169792,52.98951000527091,0.29339960813522276,3406,0
T4,0.03916286292302117,steady,8,4,steady_r8_s4,87,435.0,0.019385495281043077,0.020730117866072664,0.026507275552225623,0.028245388943476387,0.029846729919072487,0.029917346543478537,1.0,1,0.13794566735698452,15582350336,2.001894373530384,50.57471264367816,4.526788053941308,0.5886397608370703,7.690251925055193,78.30167293548581,1.177950229644765,3345,0
T4,0.03916286292302117,steady,10,3,steady_r10_s3,86,429.4,0.0004361680069132255,0.0,2.096922286079275e-05,0.002475715596841073,0.00878539569224506,0.010457673319417896,0.10465116279069768,0,0.0,0,0.0,0.0,6.035294896763757,0.6072097378277154,9.939390824585493,59.320553392171846,0.3566843199729918,4272,0
T4,0.03916286292302117,steady,10,4,steady_r10_s4,85,428.6,0.014950998636505928,0.02010580807852523,0.025887227208343164,0.026884781949208708,0.02734832049163853,0.027497152406287403,0.6941176470588235,2,0.2799569427304627,22784609280,2.9703181029003716,88.23529411764706,4.592545660037582,0.4581406105457909,10.024314706715044,99.1407948732381,9.588004763126381,4324,0
T4,0.03916286292302117,bursty,8,3,bursty_r8_s3,86,429.9,0.014572045394405162,0.012673940589936695,0.03130779288053884,0.0470632767116403,0.0579593803134205,0.058416160132254646,0.686046511627907,7,0.9769832392944664,67075418112,8.718717213200204,17.441860465116278,4.1174520009956534,0.5190839694656488,7.932150178388685,123.50552156567568,9.234857714176178,3406,0
T4,0.03916286292302117,bursty,8,4,bursty_r8_s4,85,425.7,0.015234443292905209,0.012074526877950048,0.03579057650791405,0.041771472937590856,0.044492967909517685,0.044675768437043864,0.6235294117647059,8,1.1274396817077892,81597225984,10.709738183258976,67.05882352941177,3.6104995447291146,0.4609865470852018,7.832114771153624,248.56002330780018,0.8934547424316405,3345,0
T4,0.03916286292302117,bursty,10,3,bursty_r10_s3,85,427.6,0.01961921682821995,0.012754686090897416,0.05202907103657312,0.06375789984989,0.07261622441574962,0.07358704472044109,0.6941176470588235,9,1.263010063813799,81798940672,10.690846923122379,16.470588235294116,3.8127863721076247,0.38319288389513106,9.947715696561799,207.43556378073376,9.036335172653196,4271,0
T4,0.03916286292302117,bursty,10,4,bursty_r10_s4,85,427.7,0.016682525800879103,0.01059159354489797,0.0402174156725575,0.041921004686797284,0.05431017528614379,0.056051432211364355,0.6235294117647059,8,1.1224117132018896,82146565120,10.733756573171098,60.0,2.9873577409533625,0.29579093432007403,10.099558148461563,1638.3552047815942,10.12916953802112,4324,0
T5,1000000000.0,steady,8,3,steady_r8_s3,86,428.4,0.0008984628995892027,0.0,0.0011946262672850108,0.0069290594151356945,0.01484525001834764,0.014870464136198719,0.1511627906976744,0,0.0,0,0.0,0.0,5.514286736057802,0.6943628890193776,7.941505548842652,53.699168156493776,0.3141413688659656,3406,0
T5,1000000000.0,steady,8,4,steady_r8_s4,86,428.8,0.021138283298794535,0.023333247179796887,0.032153602696522336,0.0332210632912292,0.03529586819778403,0.03612657234387774,1.0,0,0.0,0,0.0,0.0,5.8634683679221995,0.754559043348281,7.770721747503865,47.660059531529704,0.3000305175781249,3345,0
T5,1000000000.0,steady,10,3,steady_r10_s3,86,429.3,7.680092588784047e-05,0.0,0.0,0.00011180784718770007,0.0017226461475068555,0.002942471640825284,0.06976744186046512,0,0.0,0,0.0,0.0,4.96228612627937,0.49929775280898875,9.938530863321832,61.407069017489746,0.32989127635955806,4272,0
T5,1000000000.0,steady,10,4,steady_r10_s4,86,429.5,0.027037513210186735,0.026805405573723372,0.041795331878386834,0.04311732556158587,0.04382318298041194,0.04394472722286216,0.9883720930232558,0,0.0,0,0.0,0.0,5.858979495263604,0.5830249768732655,10.049277008139557,51.448450684547595,0.3015353703498855,4324,0
T5,1000000000.0,bursty,8,3,bursty_r8_s3,86,428.6,0.008403707279886211,0.0035082726381434077,0.02100916098573291,0.02411777047408146,0.029194555794013803,0.03025186986761365,0.5697674418604651,0,0.0,0,0.0,0.0,5.863291169652874,0.7389900176159718,7.934195361079734,60.92634315407551,0.3417776226997375,3406,0
T5,1000000000.0,bursty,8,4,bursty_r8_s4,86,428.7,0.020006120802676424,0.017062898397359683,0.04691718229355382,0.052187788993525774,0.05965623126408512,0.062067356730399134,0.8488372093023255,0,0.0,0,0.0,0.0,4.887789916511065,0.6257100149476831,7.811589713678697,134.23028227211773,0.37769266128540036,3345,0
T5,1000000000.0,bursty,10,3,bursty_r10_s3,86,429.8,0.009782714569616848,0.0031570519194611918,0.025774006789366276,0.030830469074555153,0.04010107966325275,0.041519556346118466,0.5930232558139535,0,0.0,0,0.0,0.0,5.823428865494997,0.5856741573033708,9.943120748758844,105.88419456425163,0.45733079195022563,4272,0
T5,1000000000.0,bursty,10,4,bursty_r10_s4,77,429.6,0.024153417948675118,0.01545207791007372,0.055545574039735895,0.07262542302213536,0.08320036424382998,0.08531299825486574,0.8311688311688312,0,0.0,0,0.0,0.0,4.569854199359418,0.45420906567992597,10.061125029546906,192.16080497611665,0.46247673749923845,4324,0
