workload,rate,seed,cond,cycle,timestamp,current_peak_kvpr,best_peak_kvpr,delta_r,residency_colocated
bursty,8,3,bursty_r8_s3,29,1787649826.0590487,0.09720203188658685,0.09720203188658685,0.0,False
bursty,8,3,bursty_r8_s3,30,1787649831.0843303,0.09694190237176434,0.09677171387637228,0.00017018849539206238,False
bursty,8,3,bursty_r8_s3,31,1787649836.1214514,0.10094389490749481,0.09625099093062672,0.004692903976868085,False
bursty,8,3,bursty_r8_s3,32,1787649841.196691,0.09510080017335139,0.09510080017335139,0.0,False
bursty,8,3,bursty_r8_s3,33,1787649846.2230244,0.09749268449439595,0.09685616686010219,0.0006365176342937595,False
bursty,8,3,bursty_r8_s3,34,1787649851.2664068,0.09346323117916432,0.09111537835613026,0.002347852823034055,False
bursty,8,3,bursty_r8_s3,35,1787649856.2982442,0.0914374130064407,0.08654189012170113,0.004895522884739573,False
bursty,8,3,bursty_r8_s3,36,1787649861.3267934,0.09255015211773998,0.07977692407283646,0.012773228044903523,False
bursty,8,3,bursty_r8_s3,37,1787649866.3528013,0.09473263530547457,0.07617499876571004,0.018557636539764527,False
bursty,8,3,bursty_r8_s3,38,1787649871.3807492,0.07259108563076787,0.07259108563076787,0.0,False
bursty,8,3,bursty_r8_s3,39,1787649876.4067416,0.06683278467614955,0.06683278467614955,0.0,False
bursty,8,3,bursty_r8_s3,40,1787649881.4373357,0.06221896936060308,0.06031355344751575,0.0019054159130873285,False
bursty,8,3,bursty_r8_s3,41,1787649886.469297,0.056293380865577544,0.056293380865577544,0.0,False
bursty,8,3,bursty_r8_s3,42,1787649891.5024166,0.05348848823785837,0.05348848823785837,0.0,False
bursty,8,3,bursty_r8_s3,43,1787649896.535737,0.05021448987124235,0.05021448987124235,0.0,False
bursty,8,3,bursty_r8_s3,44,1787649901.5700305,0.04772297730970597,0.04772297730970597,0.0,False
bursty,8,3,bursty_r8_s3,45,1787649906.6200173,0.04184541461342711,0.04184541461342711,0.0,False
bursty,8,3,bursty_r8_s3,46,1787649911.6542857,0.04258408001500468,0.04258408001500468,0.0,False
bursty,8,3,bursty_r8_s3,47,1787649916.6894794,0.048180545495273286,0.04565797208335227,0.0025225734119210183,False
