Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1694509.65201557, sleeping for 0.06031723227351904 seconds
Request model_6#0 arrives at 1694509.713213218, sleeping for 0.05283443839289248 seconds
Request model_5#0 arrives at 1694509.767663063, sleeping for 0.1279947985894978 seconds
Request model_5#1 arrives at 1694509.896621073, sleeping for 0.07054078369401395 seconds
Request model_2#1 arrives at 1694509.96751203, sleeping for 0.06196094793267548 seconds
Request model_2#2 arrives at 1694510.030461518, sleeping for 0.007046414772048593 seconds
Request model_2#3 arrives at 1694510.038479398, sleeping for 0.027135194977745414 seconds
Request model_2#4 arrives at 1694510.066113087, sleeping for 0.08892630506306887 seconds
Request model_3#0 arrives at 1694510.155841329, sleeping for 0.04584432463161647 seconds
Request model_2#5 arrives at 1694510.201940272, sleeping for 0.0038041770458221436 seconds
Request model_2#6 arrives at 1694510.206247294, sleeping for 0.10043949354439974 seconds
Request model_2#7 arrives at 1694510.307741525, sleeping for 0.06406063633039594 seconds
Request model_2#8 arrives at 1694510.373046295, sleeping for 0.069754270138219 seconds
Request model_2#9 arrives at 1694510.44335469, sleeping for 0.0275262501090765 seconds
Request model_2#10 arrives at 1694510.471644482, sleeping for 0.0995890621561557 seconds
Request model_2#11 arrives at 1694510.571949268, sleeping for 0.11772922263480723 seconds
Request model_5#2 arrives at 1694510.690328385, sleeping for 0.06823284947313368 seconds
Request model_3#1 arrives at 1694510.759820695, sleeping for 0.05143618886359036 seconds
Request model_2#12 arrives at 1694510.812071018, sleeping for 0.008453343296423554 seconds
Request model_2#13 arrives at 1694510.821074684, sleeping for 0.0035643852315843105 seconds
Request model_2#14 arrives at 1694510.824819683, sleeping for 0.06264945049770176 seconds
Request model_2#15 arrives at 1694510.888596904, sleeping for 0.10799250821582973 seconds
Request model_2#16 arrives at 1694510.997387193, sleeping for 0.07903039967641234 seconds
Request model_2#17 arrives at 1694511.077208465, sleeping for 0.11252215527929366 seconds
Request model_2#18 arrives at 1694511.189990594, sleeping for 0.024548679357394576 seconds
Request model_3#2 arrives at 1694511.215661924, sleeping for 0.14554648543708026 seconds
