Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-migration-only_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1672877.848729865, sleeping for 0.06031661247834563 seconds
Request model_6#0 arrives at 1672877.909909344, sleeping for 0.05285202758386731 seconds
Request model_5#0 arrives at 1672877.963377422, sleeping for 0.12899402459152043 seconds
Request model_5#1 arrives at 1672878.09326573, sleeping for 0.0706089218147099 seconds
Request model_2#1 arrives at 1672878.165930271, sleeping for 0.06025540200062096 seconds
Request model_2#2 arrives at 1672878.226521209, sleeping for 0.007699708919972181 seconds
Request model_2#3 arrives at 1672878.235332163, sleeping for 0.026995805092155933 seconds
Request model_2#4 arrives at 1672878.26298183, sleeping for 0.08877118700183928 seconds
Request model_3#0 arrives at 1672878.352680739, sleeping for 0.04571730946190655 seconds
Request model_2#5 arrives at 1672878.399376918, sleeping for 0.003080856055021286 seconds
Request model_2#6 arrives at 1672878.403099888, sleeping for 0.1002993443980813 seconds
Request model_2#7 arrives at 1672878.503920258, sleeping for 0.06459433841519058 seconds
Request model_2#8 arrives at 1672878.5697023, sleeping for 0.06981166009791195 seconds
Request model_2#9 arrives at 1672878.640058344, sleeping for 0.02753598103299737 seconds
Request model_2#10 arrives at 1672878.669052475, sleeping for 0.09889441425912082 seconds
Request model_2#11 arrives at 1672878.768710091, sleeping for 0.1176813947968185 seconds
Request model_5#2 arrives at 1672878.88740628, sleeping for 0.06786879943683743 seconds
Request model_3#1 arrives at 1672878.956370351, sleeping for 0.05159956798888743 seconds
Request model_2#12 arrives at 1672879.010023509, sleeping for 0.007214247481897473 seconds
Request model_2#13 arrives at 1672879.017687171, sleeping for 0.003665513126179576 seconds
Request model_2#14 arrives at 1672879.022301663, sleeping for 0.06188143556937575 seconds
Request model_2#15 arrives at 1672879.084937467, sleeping for 0.10836566030047834 seconds
Request model_2#16 arrives at 1672879.193711759, sleeping for 0.07941924873739481 seconds
Request model_2#17 arrives at 1672879.273532471, sleeping for 0.1129117242526263 seconds
Request model_2#18 arrives at 1672879.387445747, sleeping for 0.02380804135464132 seconds
Request model_3#2 arrives at 1672879.412212366, sleeping for 0.1457102184649557 seconds
Request model_2#19 arrives at 1672879.558949784, sleeping for 0.031175031093880534 seconds
Request model_6#1 arrives at 1672879.590652642, sleeping for 0.048307607183232903 seconds
Request model_2#20 arrives at 1672879.639609058, sleeping for 0.014780846191570163 seconds
Request model_6#2 arrives at 1672879.6549427, sleeping for 0.008389763766899705 seconds
Request model_2#21 arrives at 1672879.664349266, sleeping for 0.03261732938699424 seconds
Request model_2#22 arrives at 1672879.697516308, sleeping for 0.04449932719580829 seconds
Request model_6#3 arrives at 1672879.742473673, sleeping for 0.04255366465076804 seconds
Request model_6#4 arrives at 1672879.785647053, sleeping for 0.21124614286236465 seconds
Request model_3#3 arrives at 1672879.998207544, sleeping for 0.0850993215572089 seconds
Request model_2#23 arrives at 1672880.084303843, sleeping for 0.20769083150662482 seconds
Request model_2#24 arrives at 1672880.292735383, sleeping for 0.04229928459972143 seconds
Request model_5#3 arrives at 1672880.335422752, sleeping for 0.05481822043657303 seconds
Request model_2#25 arrives at 1672880.391190837, sleeping for 0.007640778785571456 seconds
Request model_2#26 arrives at 1672880.39948816, sleeping for 0.027768859872594476 seconds
Request model_2#27 arrives at 1672880.427743169, sleeping for 0.030284797539934516 seconds
Request model_2#28 arrives at 1672880.459055317, sleeping for 0.04465124453417957 seconds
Request model_3#4 arrives at 1672880.504613114, sleeping for 0.01165654556825757 seconds
Request model_2#29 arrives at 1672880.517126828, sleeping for 0.013191127683967352 seconds
Request model_2#30 arrives at 1672880.532602841, sleeping for 0.008122229715809226 seconds
Request model_3#5 arrives at 1672880.541857107, sleeping for 0.05814351327717304 seconds
Request model_5#4 arrives at 1672880.601163482, sleeping for 0.014399431180208921 seconds
Request model_2#31 arrives at 1672880.616674246, sleeping for 0.026283911429345608 seconds
Request model_2#32 arrives at 1672880.644925834, sleeping for 0.06542938086204231 seconds
Request model_5#5 arrives at 1672880.71163851, sleeping for 0.04550789203494787 seconds
Request model_2#33 arrives at 1672880.757906149, sleeping for 0.000505226431414485 seconds
