Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-migration-only_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1673735.619020068, sleeping for 0.06031689257360995 seconds
Request model_6#0 arrives at 1673735.680198028, sleeping for 0.05285331653431058 seconds
Request model_5#0 arrives at 1673735.734612237, sleeping for 0.1280493827071041 seconds
Request model_5#1 arrives at 1673735.863795379, sleeping for 0.07036935584619641 seconds
Request model_2#1 arrives at 1673735.934540837, sleeping for 0.061935659032315016 seconds
Request model_2#2 arrives at 1673735.997233906, sleeping for 0.007277014898136258 seconds
Request model_2#3 arrives at 1673736.005141494, sleeping for 0.02747656707651913 seconds
Request model_2#4 arrives at 1673736.033710387, sleeping for 0.08833273313939571 seconds
Request model_3#0 arrives at 1673736.122391104, sleeping for 0.046296997694298625 seconds
Request model_2#5 arrives at 1673736.169288858, sleeping for 0.003458719002082944 seconds
Request model_2#6 arrives at 1673736.173121171, sleeping for 0.10056823468767107 seconds
Request model_2#7 arrives at 1673736.274011012, sleeping for 0.06479423749260604 seconds
Request model_2#8 arrives at 1673736.33989015, sleeping for 0.0699130732100457 seconds
Request model_2#9 arrives at 1673736.410643309, sleeping for 0.027240809286013246 seconds
Request model_2#10 arrives at 1673736.438641188, sleeping for 0.09959545428864658 seconds
Request model_2#11 arrives at 1673736.539074456, sleeping for 0.11760729271918535 seconds
Request model_5#2 arrives at 1673736.65690023, sleeping for 0.06866438244469464 seconds
Request model_3#1 arrives at 1673736.725742996, sleeping for 0.05251693609170616 seconds
Request model_2#12 arrives at 1673736.779416841, sleeping for 0.008110568625852466 seconds
Request model_2#13 arrives at 1673736.788360265, sleeping for 0.003282382385805249 seconds
Request model_2#14 arrives at 1673736.792034438, sleeping for 0.06243835366331041 seconds
Request model_2#15 arrives at 1673736.854756807, sleeping for 0.10883658356033266 seconds
Request model_2#16 arrives at 1673736.964753323, sleeping for 0.07866774778813124 seconds
Request model_2#17 arrives at 1673737.044763377, sleeping for 0.11197085143066943 seconds
Request model_2#18 arrives at 1673737.1575801, sleeping for 0.02396289142780006 seconds
Request model_3#2 arrives at 1673737.182268069, sleeping for 0.14594441861845553 seconds
Request model_2#19 arrives at 1673737.32928817, sleeping for 0.031125788344070315 seconds
Request model_6#1 arrives at 1673737.361129142, sleeping for 0.048120310297235847 seconds
Request model_2#20 arrives at 1673737.409897748, sleeping for 0.014781289268285036 seconds
Request model_6#2 arrives at 1673737.425574513, sleeping for 0.00804762402549386 seconds
Request model_2#21 arrives at 1673737.434537277, sleeping for 0.03271925146691501 seconds
Request model_2#22 arrives at 1673737.468349282, sleeping for 0.04395648627541959 seconds
Request model_6#3 arrives at 1673737.513226484, sleeping for 0.04209018684923649 seconds
Request model_6#4 arrives at 1673737.556143713, sleeping for 0.21103926585055888 seconds
Request model_3#3 arrives at 1673737.768342518, sleeping for 0.08525394066236913 seconds
Request model_2#23 arrives at 1673737.853962706, sleeping for 0.20832210150547326 seconds
Request model_2#24 arrives at 1673738.063371524, sleeping for 0.04195269662886858 seconds
Request model_5#3 arrives at 1673738.106419745, sleeping for 0.05411149049177766 seconds
Request model_2#25 arrives at 1673738.161466148, sleeping for 0.007654860848560929 seconds
Request model_2#26 arrives at 1673738.169420877, sleeping for 0.02812538598664105 seconds
Request model_2#27 arrives at 1673738.198179001, sleeping for 0.030138198751956224 seconds
Request model_2#28 arrives at 1673738.229003477, sleeping for 0.044992147479206324 seconds
Request model_3#4 arrives at 1673738.274784795, sleeping for 0.011773997684940696 seconds
Request model_2#29 arrives at 1673738.287466711, sleeping for 0.013141067698597908 seconds
Request model_2#30 arrives at 1673738.30213985, sleeping for 0.00887435395270586 seconds
Request model_3#5 arrives at 1673738.312807395, sleeping for 0.05748194851912558 seconds
Request model_5#4 arrives at 1673738.370466104, sleeping for 0.015385912265628576 seconds
Request model_2#31 arrives at 1673738.386121439, sleeping for 0.027125721564516425 seconds
Request model_2#32 arrives at 1673738.413822627, sleeping for 0.06682167085818946 seconds
Request model_5#5 arrives at 1673738.482492953, sleeping for 0.04494272219017148 seconds
Request model_2#33 arrives at 1673738.528153619, sleeping for 0.0005469594616442919 seconds
