Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r20_s0.pkl
[PRISM_DIRECT] 8227 requests, span 419.8s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed0
Generated 8227 requests
Request model_3#0 arrives at 1622138.234934508, sleeping for 0.08169464021921158 seconds
Request model_6#0 arrives at 1622138.317154297, sleeping for 0.0024307381827384233 seconds
Request model_6#1 arrives at 1622138.320482666, sleeping for 0.019602486630901694 seconds
Request model_6#2 arrives at 1622138.340214249, sleeping for 0.015327575150877237 seconds
Request model_1#0 arrives at 1622138.355759535, sleeping for 0.027851167367771268 seconds
Request model_3#1 arrives at 1622138.384401735, sleeping for 0.10140825598500669 seconds
Request model_1#1 arrives at 1622138.486163466, sleeping for 0.061309888027608395 seconds
Request model_6#3 arrives at 1622138.547827735, sleeping for 0.021117098862305284 seconds
Request model_5#0 arrives at 1622138.569542195, sleeping for 0.027835424290969968 seconds
Request model_6#4 arrives at 1622138.598131665, sleeping for 0.00033702142536640167 seconds
Request model_6#5 arrives at 1622138.59865707, sleeping for 0.032928929664194584 seconds
Request model_6#6 arrives at 1622138.632366365, sleeping for 0.01755971903912723 seconds
Request model_6#7 arrives at 1622138.652063807, sleeping for 0.03758767759427428 seconds
Request model_6#8 arrives at 1622138.690747425, sleeping for 0.028707717545330524 seconds
Request model_1#2 arrives at 1622138.720478455, sleeping for 0.032603313913568854 seconds
Request model_6#9 arrives at 1622138.75416784, sleeping for 0.04987947107292712 seconds
Request model_1#3 arrives at 1622138.804885303, sleeping for 0.00959195732139051 seconds
Request model_1#4 arrives at 1622138.815698788, sleeping for 0.04653897602111101 seconds
Request model_6#10 arrives at 1622138.863387406, sleeping for 0.09700801386497915 seconds
Request model_6#11 arrives at 1622138.961001299, sleeping for 0.0007803402841091156 seconds
Request model_3#2 arrives at 1622138.962803845, sleeping for 0.005546879721805453 seconds
Request model_1#5 arrives at 1622138.969329382, sleeping for 0.06937104114331305 seconds
Request model_1#6 arrives at 1622139.039093092, sleeping for 0.011373483575880527 seconds
Request model_6#12 arrives at 1622139.051703413, sleeping for 0.010402580024674535 seconds
Request model_6#13 arrives at 1622139.063090492, sleeping for 0.01768728089518845 seconds
Request model_6#14 arrives at 1622139.081460733, sleeping for 0.0934486766345799 seconds
Request model_6#15 arrives at 1622139.175866129, sleeping for 0.1454413461033255 seconds
Request model_6#16 arrives at 1622139.32236943, sleeping for 0.000881952466443181 seconds
Request model_6#17 arrives at 1622139.323639571, sleeping for 0.012095750542357564 seconds
Request model_6#18 arrives at 1622139.336672826, sleeping for 0.04961780062876642 seconds
Request model_6#19 arrives at 1622139.387137817, sleeping for 0.043643826618790627 seconds
Request model_6#20 arrives at 1622139.431913599, sleeping for 0.028654957190155983 seconds
Request model_6#21 arrives at 1622139.46172928, sleeping for 0.006537375273182988 seconds
Request model_6#22 arrives at 1622139.469321246, sleeping for 0.09579870128072798 seconds
Request model_6#23 arrives at 1622139.565972851, sleeping for 0.21779915457591414 seconds
Request model_6#24 arrives at 1622139.784694285, sleeping for 0.023998308461159468 seconds
Request model_1#7 arrives at 1622139.809476721, sleeping for 0.08309789886698127 seconds
Request model_3#3 arrives at 1622139.893203734, sleeping for 0.01019243965856731 seconds
Request model_6#25 arrives at 1622139.904803435, sleeping for 0.037739876890555024 seconds
Request model_6#26 arrives at 1622139.94304164, sleeping for 0.008298227796331048 seconds
Request model_6#27 arrives at 1622139.951913427, sleeping for 0.035645289812237024 seconds
Request model_6#28 arrives at 1622139.988251705, sleeping for 0.017551569966599345 seconds
Request model_3#4 arrives at 1622140.00702727, sleeping for 0.0005505909211933613 seconds
Request model_6#29 arrives at 1622140.00823278, sleeping for 0.059858658351004124 seconds
Request model_6#30 arrives at 1622140.069326774, sleeping for 0.09477101871743798 seconds
Request model_6#31 arrives at 1622140.16479884, sleeping for 0.0296442867256701 seconds
Request model_5#1 arrives at 1622140.19565363, sleeping for 0 seconds
Request model_1#8 arrives at 1622140.196467107, sleeping for 0.026866793865337968 seconds
Request model_1#9 arrives at 1622140.224950106, sleeping for 0.07072392222471535 seconds
Request model_6#32 arrives at 1622140.297154917, sleeping for 0.0707015807274729 seconds
Request model_6#33 arrives at 1622140.369002656, sleeping for 0.02741475636139512 seconds
Request model_6#34 arrives at 1622140.397861688, sleeping for 0.03532487992197275 seconds
Request model_3#5 arrives at 1622140.434050755, sleeping for 0.00039822724647819996 seconds
Request model_6#35 arrives at 1622140.435253695, sleeping for 0.026902380399405956 seconds
Request model_6#36 arrives at 1622140.463415482, sleeping for 0.02117226622067392 seconds
Request model_1#10 arrives at 1622140.485222922, sleeping for 0.07521977019496262 seconds
Request model_1#11 arrives at 1622140.561135836, sleeping for 0.043543014442548156 seconds
Request model_1#12 arrives at 1622140.605913578, sleeping for 0.05980772478505969 seconds
Request model_6#37 arrives at 1622140.667979021, sleeping for 0.04245785181410611 seconds
Request model_1#13 arrives at 1622140.71246596, sleeping for 0 seconds
Request model_6#38 arrives at 1622140.71354099, sleeping for 0.049840178806334734 seconds
Request model_6#39 arrives at 1622140.764201253, sleeping for 0 seconds
Request model_6#40 arrives at 1622140.924701257, sleeping for 0 seconds
Request model_1#14 arrives at 1622140.925506484, sleeping for 0 seconds
Request model_6#41 arrives at 1622140.925974338, sleeping for 0 seconds
Request model_6#42 arrives at 1622140.926476373, sleeping for 0.03459627437405288 seconds
Request model_3#6 arrives at 1622140.962057294, sleeping for 0.03756223269738257 seconds
Request model_6#43 arrives at 1622141.000772512, sleeping for 0.06624013930559158 seconds
Request model_1#15 arrives at 1622141.068204442, sleeping for 0.026391511783003807 seconds
