arm,cond,cycle,timestamp,model,gpu,weighted_token_rate,token_rate,input_rate,decode_token_tput,cell_size,tpot_slo_s,kvpr0,kvpr1,decision,moved_model,resid
cooldown30,steady8s1,6,1787607911.7220292,model_5,0,3.195203371593067,1003.699792262863,617.2333333333333,386.4664589295296,131072,0.0383455865085125,0.12209124014769539,0.04365235693635272,,,4.954311980328863e-16
cooldown30,steady8s1,6,1787607911.7220292,model_6,0,1.0915055703471381,713.8179187844286,728.8,-14.982081215571384,57344,0.03492606058716774,0.12209124014769539,0.04365235693635272,,,4.954311980328863e-16
cooldown30,steady8s1,7,1787607916.7574716,model_3,1,3.322347462211819,988.4780915152011,549.3,439.1780915152011,114688,0.03177899122238159,0.13361304344310304,0.045356279347601634,MIGRATE,model_6,1.5090295532274963e-16
cooldown30,steady8s1,7,1787607916.7574716,model_4,0,1.2997616007038948,1408.3272347189393,412.93333333333334,995.3939013856059,36864,0.0371999591588974,0.13361304344310304,0.045356279347601634,MIGRATE,model_6,1.5090295532274963e-16
cooldown30,steady8s1,7,1787607916.7574716,model_5,0,3.2862357474510886,1032.2955234611359,658.7,373.5955234611358,131072,0.0383455865085125,0.13361304344310304,0.045356279347601634,MIGRATE,model_6,1.5090295532274963e-16
cooldown30,steady8s1,7,1787607916.7574716,model_6,0,1.299761600703895,850.0122637352185,833.2,16.812263735218494,57344,0.03492606058716774,0.13361304344310304,0.045356279347601634,MIGRATE,model_6,1.5090295532274963e-16
cooldown30,steady8s1,8,1787607923.2666855,model_3,1,3.4444081485990927,1024.7940746269744,630.2333333333333,394.56074129364106,114688,0.03177899122238159,0.05687529324651243,0.09326589374820603,,,9.270254230894238e-08
cooldown30,steady8s1,8,1787607923.2666855,model_4,0,0.5486728788537614,594.5020670120816,366.76666666666665,227.73540034541497,36864,0.0371999591588974,0.05687529324651243,0.09326589374820603,,,9.270254230894238e-08
cooldown30,steady8s1,8,1787607923.2666855,model_5,0,2.7690895887118354,869.8459289499318,557.9333333333333,311.91259561659854,131072,0.0383455865085125,0.05687529324651243,0.09326589374820603,,,9.270254230894238e-08
cooldown30,steady8s1,8,1787607923.2666855,model_6,1,2.055183373242765,1344.0396073672298,808.6333333333333,535.4062740338965,57344,0.03492606058716774,0.05687529324651243,0.09326589374820603,,,9.270254230894238e-08
cooldown30,steady8s1,9,1787607928.2929373,model_3,1,3.0617309321589454,910.9384201912164,662.2,248.7384201912164,114688,0.03177899122238159,0.05440390018735159,0.07812024223155119,,,9.424637047563637e-08
cooldown30,steady8s1,9,1787607928.2929373,model_4,0,0.5781784808038705,626.4721935188281,400.73333333333335,225.7388601854948,36864,0.0371999591588974,0.05440390018735159,0.07812024223155119,,,9.424637047563637e-08
cooldown30,steady8s1,9,1787607928.2929373,model_5,0,2.595417782664156,815.2909177723296,461.96666666666664,353.324251105663,131072,0.0383455865085125,0.05440390018735159,0.07812024223155119,,,9.424637047563637e-08
cooldown30,steady8s1,9,1787607928.2929373,model_6,1,1.5447699574806737,1010.2417303274697,869.5333333333333,140.70839699413636,57344,0.03492606058716774,0.05440390018735159,0.07812024223155119,,,9.424637047563637e-08
cooldown30,steady8s1,10,1787607933.3029346,model_3,1,3.3751747353852313,1004.1954729030113,702.5333333333333,301.66213956967795,114688,0.03177899122238159,0.054371456653343336,0.09946354509501573,,,3.1346387382990136e-07
cooldown30,steady8s1,10,1787607933.3029346,model_4,0,0.6992302825548586,757.635130726228,428.73333333333335,328.90179739289465,36864,0.0371999591588974,0.054371456653343336,0.09946354509501573,,,3.1346387382990136e-07
cooldown30,steady8s1,10,1787607933.3029346,model_5,0,2.4724734203072605,776.6707685653695,388.1333333333333,388.53743523203616,131072,0.0383455865085125,0.054371456653343336,0.09946354509501573,,,3.1346387382990136e-07
cooldown30,steady8s1,10,1787607933.3029346,model_6,1,2.489870086219718,1628.3140748642397,760.5666666666667,867.747408197573,57344,0.03492606058716774,0.054371456653343336,0.09946354509501573,,,3.1346387382990136e-07
cooldown30,steady8s1,11,1787607938.3152473,model_3,1,3.0332234912426856,902.4567724673125,666.6,235.85677246731245,114688,0.03177899122238159,0.050117801703505147,0.09106103632178228,,,3.1121539074516676e-07
cooldown30,steady8s1,11,1787607938.3152473,model_4,0,0.6749524807746696,731.3294686512507,517.8,213.5294686512508,36864,0.0371999591588974,0.050117801703505147,0.09106103632178228,,,3.1121539074516676e-07
cooldown30,steady8s1,11,1787607938.3152473,model_5,0,2.2486185807069465,706.3519093649146,337.6333333333333,368.7185760315813,131072,0.0383455865085125,0.050117801703505147,0.09106103632178228,,,3.1121539074516676e-07
cooldown30,steady8s1,11,1787607938.3152473,model_6,1,2.336352469675646,1527.9173123416408,892.7333333333333,635.1839790083075,57344,0.03492606058716774,0.050117801703505147,0.09106103632178228,,,3.1121539074516676e-07
cooldown30,steady8s1,12,1787607943.3283653,model_3,1,3.866360448000431,1150.3350086703426,755.8333333333334,394.50167533700926,114688,0.03177899122238159,0.045004898091288534,0.09767783936803157,,,3.3381902764147465e-07
cooldown30,steady8s1,12,1787607943.3283653,model_4,0,0.7774793008575065,842.4200816787411,558.6666666666666,283.75341501207447,36864,0.0371999591588974,0.045004898091288534,0.09767783936803157,,,3.3381902764147465e-07
cooldown30,steady8s1,12,1787607943.3283653,model_5,0,1.8478357211981855,580.4551741499359,364.7,215.75517414993595,131072,0.0383455865085125,0.045004898091288534,0.09767783936803157,,,3.3381902764147465e-07
cooldown30,steady8s1,12,1787607943.3283653,model_6,1,1.8933869424892489,1238.2287030486264,729.2666666666667,508.9620363819597,57344,0.03492606058716774,0.045004898091288534,0.09767783936803157,,,3.3381902764147465e-07
cooldown30,steady8s1,13,1787607948.3370922,model_3,1,3.6721486603343405,1092.5523416237936,652.0666666666667,440.4856749571269,114688,0.03177899122238159,0.044228663018988444,0.09064956803604901,MIGRATE,model_6,1.5439646155514747e-08
cooldown30,steady8s1,13,1787607948.3370922,model_4,0,0.7507954301654537,813.5073781468127,596.8666666666667,216.64071148014602,36864,0.0371999591588974,0.044228663018988444,0.09064956803604901,MIGRATE,model_6,1.5439646155514747e-08
cooldown30,steady8s1,13,1787607948.3370922,model_5,0,1.8292387073113578,574.6133491378359,366.9,207.71334913783596,131072,0.0383455865085125,0.044228663018988444,0.09064956803604901,MIGRATE,model_6,1.5439646155514747e-08
cooldown30,steady8s1,13,1787607948.3370922,model_6,1,1.6731660873836174,1094.2096556566514,767.9333333333333,326.27632232331814,57344,0.03492606058716774,0.044228663018988444,0.09064956803604901,MIGRATE,model_6,1.5439646155514747e-08
cooldown30,steady8s1,14,1787607953.3474362,model_3,1,3.783708282963795,1125.7440062889652,640.2666666666667,485.4773396222986,114688,0.03177899122238159,0.09631948673422489,0.05165472058653646,,,2.0933046685418926e-16
cooldown30,steady8s1,14,1787607953.3474362,model_4,0,0.5886967512549101,637.8690271614872,527.0,110.86902716148722,36864,0.0371999591588974,0.09631948673422489,0.05165472058653646,,,2.0933046685418926e-16
cooldown30,steady8s1,14,1787607953.3474362,model_5,0,2.2179528798183146,696.7189833717973,398.0,298.7189833717973,131072,0.0383455865085125,0.09631948673422489,0.05165472058653646,,,2.0933046685418926e-16
cooldown30,steady8s1,14,1787607953.3474362,model_6,0,1.4362990091683911,939.3043859140814,927.4,11.904385914081445,57344,0.03492606058716774,0.09631948673422489,0.05165472058653646,,,2.0933046685418926e-16
cooldown30,steady8s1,15,1787607958.3599837,model_3,1,2.8496304210041266,847.8334286572673,610.1,237.73342865726727,114688,0.03177899122238159,0.09732391975932801,0.0389028043823089,,,6.215102055617328e-16
cooldown30,steady8s1,15,1787607958.3599837,model_4,0,0.6602110604502897,715.3567366440731,532.2666666666667,183.09006997740642,36864,0.0371999591588974,0.09732391975932801,0.0389028043823089,,,6.215102055617328e-16
cooldown30,steady8s1,15,1787607958.3599837,model_5,0,2.0406647729310055,641.0279942987767,447.23333333333335,193.7946609654433,131072,0.0383455865085125,0.09732391975932801,0.0389028043823089,,,6.215102055617328e-16
cooldown30,steady8s1,15,1787607958.3599837,model_6,0,1.586318866329413,1037.4136994386658,938.5333333333333,98.88036610533254,57344,0.03492606058716774,0.09732391975932801,0.0389028043823089,,,6.215102055617328e-16
cooldown30,steady8s1,16,1787607963.3746412,model_3,1,2.2355160534855276,665.1196683172458,493.3333333333333,171.78633498391247,114688,0.03177899122238159,0.1219699592429563,0.030518990491270007,,,4.959238303524045e-16
cooldown30,steady8s1,16,1787607963.3746412,model_4,0,0.5912782747885659,640.6661784987374,386.8666666666667,253.79951183207072,36864,0.0371999591588974,0.1219699592429563,0.030518990491270007,,,4.959238303524045e-16
cooldown30,steady8s1,16,1787607963.3746412,model_5,0,2.2853863529456033,717.9016609976279,470.1666666666667,247.73499433096123,131072,0.0383455865085125,0.1219699592429563,0.030518990491270007,,,4.959238303524045e-16
cooldown30,steady8s1,16,1787607963.3746412,model_6,0,2.4962073659487114,1632.4585006462044,1079.0666666666666,553.3918339795378,57344,0.03492606058716774,0.1219699592429563,0.030518990491270007,,,4.959238303524045e-16
cooldown30,steady8s1,17,1787607968.385793,model_3,1,2.3595774434843726,702.0309087614166,490.3,211.73090876141663,114688,0.03177899122238159,0.12415600926001859,0.03221266134449655,,,2.4359597951080476e-16
cooldown30,steady8s1,17,1787607968.385793,model_4,0,0.5954898995876994,645.2295891302142,272.3333333333333,372.8962557968809,36864,0.0371999591588974,0.12415600926001859,0.03221266134449655,,,2.4359597951080476e-16
cooldown30,steady8s1,17,1787607968.385793,model_5,0,2.386355231574819,749.6187164458482,545.8333333333334,203.78538311251486,131072,0.0383455865085125,0.12415600926001859,0.03221266134449655,,,2.4359597951080476e-16
cooldown30,steady8s1,17,1787607968.385793,model_6,0,2.4873240736235336,1626.6490449624416,1012.9666666666667,613.6823782957749,57344,0.03492606058716774,0.12415600926001859,0.03221266134449655,,,2.4359597951080476e-16
cooldown30,steady8s1,18,1787607973.4019547,model_3,1,1.9288550239615285,573.8806535381699,435.03333333333336,138.84732020483654,114688,0.03177899122238159,0.11878960843672945,0.026332491794696638,,,3.3946745663313356e-16
cooldown30,steady8s1,18,1787607973.4019547,model_4,0,0.5381387779911505,583.0880806856223,285.43333333333334,297.654747352289,36864,0.0371999591588974,0.11878960843672945,0.026332491794696638,,,3.3946745663313356e-16
cooldown30,steady8s1,18,1787607973.4019547,model_5,0,2.3235065433019506,729.87624373682,525.1,204.77624373682,131072,0.0383455865085125,0.11878960843672945,0.026332491794696638,,,3.3946745663313356e-16
cooldown30,steady8s1,18,1787607973.4019547,model_6,0,2.3711297347264204,1550.6607922046553,1035.2,515.4607922046553,57344,0.03492606058716774,0.11878960843672945,0.026332491794696638,,,3.3946745663313356e-16
cooldown30,steady8s1,19,1787607978.4184785,model_3,1,2.6132851520333538,777.51503990712,470.8666666666667,306.64837324045334,114688,0.03177899122238159,0.11809517419853416,0.03567624780932907,MIGRATE,model_6,3.414636247766583e-16
cooldown30,steady8s1,19,1787607978.4184785,model_4,0,1.2638972917943307,1369.46727535073,259.06666666666666,1110.4006086840634,36864,0.0371999591588974,0.11809517419853416,0.03567624780932907,MIGRATE,model_6,3.414636247766583e-16
cooldown30,steady8s1,19,1787607978.4184785,model_5,0,2.674390101711609,840.0982589660532,536.4666666666667,303.6315922993865,131072,0.0383455865085125,0.11809517419853416,0.03567624780932907,MIGRATE,model_6,3.414636247766583e-16
cooldown30,steady8s1,19,1787607978.4184785,model_6,0,1.263897291794331,826.5578838035384,883.9,-57.342116196461575,57344,0.03492606058716774,0.11809517419853416,0.03567624780932907,MIGRATE,model_6,3.414636247766583e-16
cooldown30,steady8s1,20,1787607985.4653628,model_3,1,2.1374896152310363,635.9544507396346,466.1333333333333,169.82111740630125,114688,0.03177899122238159,0.04708168636901083,0.0753107364038605,,,6.363468632740058e-09
cooldown30,steady8s1,20,1787607985.4653628,model_4,0,0.5590155240967505,605.7086059395662,339.03333333333336,266.6752726062328,36864,0.0371999591588974,0.04708168636901083,0.0753107364038605,,,6.363468632740058e-09
cooldown30,steady8s1,20,1787607985.4653628,model_5,0,2.187446832901781,687.1362090091063,458.76666666666665,228.36954234243967,131072,0.0383455865085125,0.04708168636901083,0.0753107364038605,,,6.363468632740058e-09
cooldown30,steady8s1,20,1787607985.4653628,model_6,1,2.303343309061175,1506.3301294900234,933.9,572.4301294900234,57344,0.03492606058716774,0.04708168636901083,0.0753107364038605,,,6.363468632740058e-09
cooldown30,steady8s1,21,1787607990.485943,model_3,1,2.8965611336359243,861.7964417928182,564.3333333333334,297.46310845948483,114688,0.03177899122238159,0.05378995964582249,0.07368409438244664,,,9.626218739440515e-08
