arm,cond,cycle,timestamp,rate_window_s,current_shape,plan_shape,plan_id,plan_changed,convergence_gap,cooldown_active,decision,reason,kvpr0,kvpr1,peak_kvpr
cooldown30,steady8s2,29,1787609205.8653693,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.07354318417264066,0.11737853045756674,0.11737853045756674
cooldown30,steady8s2,30,1787609210.8882802,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.061548669585367734,0.09368956617883142,0.09368956617883142
cooldown30,steady8s2,31,1787609215.916557,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.0671422105525517,0.08488775085697814,0.08488775085697814
cooldown30,steady8s2,32,1787609220.9432175,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.057198810986359545,0.07696038964385636,0.07696038964385636
cooldown30,steady8s2,33,1787609225.9655223,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.059835410300228625,0.061019327151382766,0.061019327151382766
cooldown30,steady8s2,34,1787609230.9944272,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.07487169162907018,0.06563355652512022,0.07487169162907018
cooldown30,steady8s2,35,1787609236.0211616,30.0,2+2,1+3,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.08454697991391506,0.0694145570899815,0.08454697991391506
cooldown30,steady8s2,36,1787609241.0492678,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.08211810571860519,0.08656424389950969,0.08656424389950969
cooldown30,steady8s2,37,1787609246.077533,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.09309286562374491,0.08484010139102802,0.09309286562374491
cooldown30,steady8s2,38,1787609251.1125093,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.10896258237583002,0.08998247266801057,0.10896258237583002
cooldown30,steady8s2,39,1787609256.1420496,30.0,2+2,1+3,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 1))",False,1,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.1043828773717763,0.07834540427570394,0.1043828773717763
cooldown30,steady8s2,40,1787609261.1703248,30.0,1+3,1+3,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.10255802592739353,0.0845911957721298,0.10255802592739353
cooldown30,steady8s2,41,1787609266.1995502,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.06501412445100371,0.08762909741262617,0.08762909741262617
cooldown30,steady8s2,42,1787609271.229376,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.06951467486591621,0.08760386681693988,0.08760386681693988
cooldown30,steady8s2,43,1787609276.2958903,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.06306631961061661,0.08609013500306258,0.08609013500306258
cooldown30,steady8s2,44,1787609281.3497002,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.06892943435305551,0.09350456720465306,0.09350456720465306
cooldown30,steady8s2,45,1787609286.381818,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.0536315805651828,0.09483671027511718,0.09483671027511718
cooldown30,steady8s2,46,1787609292.3753548,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.06945949371432082,0.08164802421903454,0.08164802421903454
cooldown30,steady8s2,47,1787609297.4083788,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,True,,migration cooldown active,0.07494405039173024,0.10217202954331554,0.10217202954331554
cooldown30,steady8s2,48,1787609302.4711332,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,True,,migration cooldown active,0.07168604458282499,0.09556338953245631,0.09556338953245631
cooldown30,steady8s2,49,1787609307.5168223,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.08686425743849001,0.08632278686453104,0.08686425743849001
cooldown30,steady8s2,50,1787609312.5741184,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.08041340994456717,0.07961223342786634,0.08041340994456717
cooldown30,steady8s2,51,1787609317.892814,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.09416678289926728,0.08227618860033627,0.09416678289926728
cooldown30,steady8s2,52,1787609322.9397583,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.07953297174076719,0.07728215109628428,0.07953297174076719
cooldown30,steady8s2,53,1787609327.9767907,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.07405767601072542,0.07450445488308743,0.07450445488308743
cooldown30,steady8s2,54,1787609333.013744,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.06641320468147606,0.07540891537721571,0.07540891537721571
cooldown30,steady8s2,55,1787609338.0493836,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.06934826941838315,0.09601102633085902,0.09601102633085902
cooldown30,steady8s2,56,1787609343.0845742,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.06117260796945301,0.0900247291369131,0.0900247291369131
cooldown30,steady8s2,57,1787609348.1327474,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.06656824171270245,0.09329089167063598,0.09329089167063598
cooldown30,steady8s2,58,1787609353.1709995,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.06583825924768646,0.08053197916394068,0.08053197916394068
cooldown30,steady8s2,59,1787609358.2291777,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.04798302859294337,0.09361180691004364,0.09361180691004364
cooldown30,steady8s2,60,1787609363.2741523,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.07628294480907266,0.05948050739103464,0.07628294480907266
cooldown30,steady8s2,61,1787609368.3404322,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.08774750593108241,0.05062232012994188,0.08774750593108241
cooldown30,steady8s2,62,1787609373.3909273,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.10911271819380565,0.037391619727545566,0.10911271819380565
cooldown30,steady8s2,63,1787609378.4302735,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.15038083386704815,0.04932828116273856,0.15038083386704815
cooldown30,steady8s2,64,1787609383.5166183,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.1504617308712744,0.04880568047857083,0.1504617308712744
cooldown30,steady8s2,65,1787609388.5573213,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.14811252973441308,0.05044280998188027,0.14811252973441308
cooldown30,steady8s2,66,1787609393.5975766,30.0,2+2,1+3,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.11608624610687493,0.07058465535108707,0.11608624610687493
cooldown30,steady8s2,67,1787609398.6458192,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.0922473437368576,0.11031251587619181,0.11031251587619181
cooldown30,steady8s2,68,1787609403.7020335,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.1014372227899452,0.11058930284652177,0.11058930284652177
cooldown30,steady8s2,69,1787609408.747373,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.08168525349699411,0.10517001485307784,0.10517001485307784
cooldown30,steady8s2,70,1787609413.7926896,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.0820128052576597,0.10915871150905973,0.10915871150905973
cooldown30,steady8s2,71,1787609418.8858635,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.0747990729610553,0.10442112327456407,0.10442112327456407
cooldown30,steady8s2,72,1787609423.9573143,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.0734419010972865,0.09986892038474243,0.09986892038474243
cooldown30,steady8s2,73,1787609429.0070882,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.06267913755624675,0.08627381714918055,0.08627381714918055
cooldown30,steady8s2,74,1787609434.0572107,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.0792828530665494,0.08536255450690985,0.08536255450690985
cooldown30,steady8s2,75,1787609439.105012,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.08287306190520063,0.09664161292727544,0.09664161292727544
cooldown30,steady8s2,76,1787609444.1736572,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.07261739487100441,0.09460099801448181,0.09460099801448181
cooldown30,steady8s2,77,1787609449.2241118,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.0710946520483116,0.0736011403555338,0.0736011403555338
cooldown30,steady8s2,78,1787609454.2714686,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.07056991833139073,0.0868288197359978,0.0868288197359978
cooldown30,steady8s2,79,1787609459.3355734,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.05242746732981764,0.08334150172727706,0.08334150172727706
cooldown30,steady8s2,80,1787609464.6163626,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.05350922377203649,0.09368814411154998,0.09368814411154998
cooldown30,steady8s2,81,1787609469.6695821,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.053255550963624526,0.09784271248052705,0.09784271248052705
cooldown30,steady8s2,82,1787609474.7208333,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.04608878451971967,0.11291080201867068,0.11291080201867068
cooldown30,steady8s2,83,1787609479.7754107,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.06664802297903784,0.10183084243921638,0.10183084243921638
cooldown30,steady8s2,84,1787609484.8277214,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.04869017025530812,0.10287413464001213,0.10287413464001213
cooldown30,steady8s2,85,1787609489.878533,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.033519482673038004,0.07723895739930874,0.07723895739930874
cooldown30,steady8s2,86,1787609494.9513586,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,2,True,,migration cooldown active,0.060410857015817665,0.027759091880836362,0.060410857015817665
cooldown30,steady10s1,1,1787610244.7481675,30.0,2+2,1+3,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 0))",False,1,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.00024153747633841403,0.0014975385570941198,0.0014975385570941198
cooldown30,steady10s1,2,1787610249.83832,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 1), ('model_6', 0))",False,1,True,,migration cooldown active,0.031342450573658594,0.0061207351026778154,0.031342450573658594
cooldown30,steady10s1,3,1787610254.8438897,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.05231341957324166,0.023547388597220057,0.05231341957324166
cooldown30,steady10s1,4,1787610259.8525743,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.08509204742504586,0.018810724954815745,0.08509204742504586
cooldown30,steady10s1,5,1787610264.861267,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.10918124347659292,0.030596466937427135,0.10918124347659292
cooldown30,steady10s1,6,1787610269.8714705,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.14864348252835752,0.036425128188600685,0.14864348252835752
cooldown30,steady10s1,7,1787610274.8818693,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.16615254033719262,0.05545980895838693,0.16615254033719262
cooldown30,steady10s1,8,1787610283.476051,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.08732067941844146,0.11113979772983362,0.11113979772983362
cooldown30,steady10s1,9,1787610288.4870985,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.08250189749802704,0.08919767300694861,0.08919767300694861
cooldown30,steady10s1,10,1787610293.5004222,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.07876999211064338,0.11033893356426708,0.11033893356426708
cooldown30,steady10s1,11,1787610298.5137138,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 1), ('model_6', 0))",False,2,True,,migration cooldown active,0.0690655157393568,0.12065433269331217,0.12065433269331217
cooldown30,steady10s1,12,1787610303.5460107,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,True,,migration cooldown active,0.06655308971802068,0.12109704473389285,0.12109704473389285
cooldown30,steady10s1,13,1787610308.5958288,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.07010890064589834,0.11718284393945337,0.11718284393945337
cooldown30,steady10s1,14,1787610313.6133945,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.060281480556777504,0.11986112482677015,0.11986112482677015
cooldown30,steady10s1,15,1787610318.8719134,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.04841211612350743,0.1265501776473834,0.1265501776473834
cooldown30,steady10s1,16,1787610323.8877873,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,True,,migration cooldown active,0.04673528953731097,0.1204889830668601,0.1204889830668601
cooldown30,steady10s1,17,1787610328.9064171,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.0429952429146072,0.1258566338938933,0.1258566338938933
cooldown30,steady10s1,18,1787610333.960035,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.03784466993231184,0.12127055602254551,0.12127055602254551
cooldown30,steady10s1,19,1787610338.98414,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,1,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.04666650752497619,0.12094042260709933,0.12094042260709933
cooldown30,steady10s1,20,1787610344.0028448,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,True,,migration cooldown active,0.053704202192621835,0.09263821083028581,0.09263821083028581
cooldown30,steady10s1,21,1787610349.0256176,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,True,,migration cooldown active,0.06287164137791204,0.09955112743474445,0.09955112743474445
cooldown30,steady10s1,22,1787610354.0570064,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,True,,migration cooldown active,0.0734931217936193,0.1085732079056917,0.1085732079056917
cooldown30,steady10s1,23,1787610359.115212,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.06224334456212681,0.09579119427609627,0.09579119427609627
cooldown30,steady10s1,24,1787610364.14425,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,True,,migration cooldown active,0.07336637640770227,0.09069821357636065,0.09069821357636065
cooldown30,steady10s1,25,1787610369.1653228,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.06814473753851864,0.10395438370668207,0.10395438370668207
cooldown30,steady10s1,26,1787610374.19243,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.057626822499548175,0.11484223196973432,0.11484223196973432
cooldown30,steady10s1,27,1787610379.2153904,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.03862930778237546,0.14424941564192484,0.14424941564192484
cooldown30,steady10s1,28,1787610384.242591,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.05214321368363469,0.15733784512810003,0.15733784512810003
cooldown30,steady10s1,29,1787610389.2947285,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.03870837175173512,0.1512707577940748,0.1512707577940748
cooldown30,steady10s1,30,1787610394.3385968,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.045105510716760416,0.15955761942751598,0.15955761942751598
cooldown30,steady10s1,31,1787610399.3923366,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.050748364926010356,0.15223771229244548,0.15223771229244548
cooldown30,steady10s1,32,1787610404.4313362,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.05568175850893003,0.15503534552856338,0.15503534552856338
cooldown30,steady10s1,33,1787610413.4164019,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,2,True,,migration cooldown active,0.137748598574566,0.07724747421718961,0.137748598574566
cooldown30,steady10s1,34,1787610418.452191,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,2,True,,migration cooldown active,0.11080845250883811,0.06210930641189403,0.11080845250883811
cooldown30,steady10s1,35,1787610423.4966788,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 1), ('model_6', 0))",False,2,True,,migration cooldown active,0.13526369185353265,0.05843918286795391,0.13526369185353265
cooldown30,steady10s1,36,1787610428.5512125,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 1), ('model_6', 0))",False,2,True,,migration cooldown active,0.13200457431192164,0.05727688943821316,0.13200457431192164
cooldown30,steady10s1,37,1787610433.604377,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,0,True,,migration cooldown active,0.11990074072453187,0.0761985912416149,0.11990074072453187
cooldown30,steady10s1,38,1787610438.6513116,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.12213478596945926,0.07377910448733493,0.12213478596945926
cooldown30,steady10s1,39,1787610443.692027,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.1066177020707029,0.06373740174585348,0.1066177020707029
cooldown30,steady10s1,40,1787610448.8032918,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.12887130141553696,0.06844433773249443,0.12887130141553696
cooldown30,steady10s1,41,1787610453.8448033,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,0,False,,line-8 placement unchanged or every candidate blocked,0.11670803872927135,0.0652292780907705,0.11670803872927135
cooldown30,steady10s1,42,1787610458.8898191,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 1), ('model_6', 0))",False,2,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.1273234827870486,0.05840061658854739,0.1273234827870486
cooldown30,steady10s1,43,1787610463.9528174,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 1), ('model_6', 0))",False,1,True,,migration cooldown active,0.0552531377168714,0.12251551673985019,0.12251551673985019
cooldown30,steady10s1,44,1787610468.992007,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 1), ('model_6', 0))",False,1,True,,migration cooldown active,0.05855816430970409,0.12287065630015336,0.12287065630015336
cooldown30,steady10s1,45,1787610474.049161,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.04447135417384955,0.1384742870209237,0.1384742870209237
cooldown30,steady10s1,46,1787610479.0870576,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.037102572541961656,0.12659113612980358,0.12659113612980358
cooldown30,steady10s1,47,1787610484.1264696,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.043364288354554435,0.12509058445195861,0.12509058445195861
cooldown30,steady10s1,48,1787610489.173493,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 1), ('model_6', 0))",False,1,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.039749199803506004,0.11227412496052329,0.11227412496052329
cooldown30,steady10s1,49,1787610494.2139835,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 0), ('model_5', 0), ('model_6', 1))",False,2,True,,migration cooldown active,0.04612530772451908,0.11034021450106747,0.11034021450106747
cooldown30,steady10s1,50,1787610499.2938263,30.0,2+2,2+2,"(('model_3', 0), ('model_4', 1), ('model_5', 1), ('model_6', 0))",False,2,True,,migration cooldown active,0.05293052391962364,0.09389869359906855,0.09389869359906855
cooldown30,steady10s1,51,1787610504.3409905,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,True,,migration cooldown active,0.05629008860039421,0.09708667652481481,0.09708667652481481
cooldown30,steady10s1,52,1787610509.3869598,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,True,,migration cooldown active,0.05008735470418298,0.10796407234898506,0.10796407234898506
cooldown30,steady10s1,53,1787610514.434801,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,True,,migration cooldown active,0.03786518949649346,0.10555397038605847,0.10555397038605847
cooldown30,steady10s1,54,1787610519.482461,30.0,2+2,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,2,False,MIGRATE,literal line-8 absolute delta exceeds tau,0.04353166800675041,0.13767877915340093,0.13767877915340093
cooldown30,steady10s1,55,1787610526.8125658,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.13100705407539445,0.08019995273131328,0.13100705407539445
cooldown30,steady10s1,56,1787610531.860914,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.11767522024412475,0.050199160043573464,0.11767522024412475
cooldown30,steady10s1,57,1787610536.9173062,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.13625226225299447,0.06962365177207842,0.13625226225299447
cooldown30,steady10s1,58,1787610541.9666698,30.0,1+3,2+2,"(('model_3', 1), ('model_4', 1), ('model_5', 0), ('model_6', 0))",False,1,True,,migration cooldown active,0.10536149364340602,0.05422149213216776,0.10536149364340602
