Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-migration-only_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1674850.379729952, sleeping for 0.0603169125970453 seconds
Request model_6#0 arrives at 1674850.440939734, sleeping for 0.05282201454974711 seconds
Request model_5#0 arrives at 1674850.494225042, sleeping for 0.12914662179537117 seconds
Request model_5#1 arrives at 1674850.624296117, sleeping for 0.07057909201830626 seconds
Request model_2#1 arrives at 1674850.697055805, sleeping for 0.06013032514601946 seconds
Request model_2#2 arrives at 1674850.757678253, sleeping for 0.007543091895058751 seconds
Request model_2#3 arrives at 1674850.765521576, sleeping for 0.027806709054857492 seconds
Request model_2#4 arrives at 1674850.794201099, sleeping for 0.08855221513658762 seconds
Request model_3#0 arrives at 1674850.883271117, sleeping for 0.04612875869497657 seconds
Request model_2#5 arrives at 1674850.930172453, sleeping for 0.0032868781127035618 seconds
Request model_2#6 arrives at 1674850.934447941, sleeping for 0.09995279856957495 seconds
Request model_2#7 arrives at 1674851.034737885, sleeping for 0.06477827834896743 seconds
Request model_2#8 arrives at 1674851.100312596, sleeping for 0.07020194130018353 seconds
Request model_2#9 arrives at 1674851.171680776, sleeping for 0.026914366288110614 seconds
Request model_2#10 arrives at 1674851.199914386, sleeping for 0.09903237037360668 seconds
Request model_2#11 arrives at 1674851.299986818, sleeping for 0.11740592471323907 seconds
Request model_5#2 arrives at 1674851.417900261, sleeping for 0.06837468547746539 seconds
Request model_3#1 arrives at 1674851.487046136, sleeping for 0.05192482005804777 seconds
Request model_2#12 arrives at 1674851.539426778, sleeping for 0.008811345556750894 seconds
Request model_2#13 arrives at 1674851.548919682, sleeping for 0.003433209378272295 seconds
Request model_2#14 arrives at 1674851.552704638, sleeping for 0.06247833766974509 seconds
Request model_2#15 arrives at 1674851.615429229, sleeping for 0.10887391539290547 seconds
Request model_2#16 arrives at 1674851.725393638, sleeping for 0.07873847684822977 seconds
Request model_2#17 arrives at 1674851.80449577, sleeping for 0.11294974246993661 seconds
Request model_2#18 arrives at 1674851.918434946, sleeping for 0.023819169495254755 seconds
Request model_3#2 arrives at 1674851.942692449, sleeping for 0.14623072277754545 seconds
Request model_2#19 arrives at 1674852.089943649, sleeping for 0.03118129330687225 seconds
Request model_6#1 arrives at 1674852.121809593, sleeping for 0.04815028328448534 seconds
Request model_2#20 arrives at 1674852.170586961, sleeping for 0.014803150203078985 seconds
Request model_6#2 arrives at 1674852.186105745, sleeping for 0.00822623586282134 seconds
Request model_2#21 arrives at 1674852.194773704, sleeping for 0.033192568458616734 seconds
Request model_2#22 arrives at 1674852.228558061, sleeping for 0.04445854132063687 seconds
Request model_6#3 arrives at 1674852.273801435, sleeping for 0.04222591989673674 seconds
Request model_6#4 arrives at 1674852.317123966, sleeping for 0.21076986682601273 seconds
Request model_3#3 arrives at 1674852.528705749, sleeping for 0.0856011537835002 seconds
Request model_2#23 arrives at 1674852.614649897, sleeping for 0.20834427466616035 seconds
Request model_2#24 arrives at 1674852.824576407, sleeping for 0.04145773756317794 seconds
Request model_5#3 arrives at 1674852.86653686, sleeping for 0.05470523936673999 seconds
Request model_2#25 arrives at 1674852.921820621, sleeping for 0.008010461926460266 seconds
Request model_2#26 arrives at 1674852.930992053, sleeping for 0.0272650639526546 seconds
Request model_2#27 arrives at 1674852.959327993, sleeping for 0.02969975071027875 seconds
Request model_2#28 arrives at 1674852.989517677, sleeping for 0.04518837155774236 seconds
Request model_3#4 arrives at 1674853.035387905, sleeping for 0.011882461840286851 seconds
Request model_2#29 arrives at 1674853.047700838, sleeping for 0.013618174707517028 seconds
Request model_2#30 arrives at 1674853.06294416, sleeping for 0.008780917851254344 seconds
Request model_3#5 arrives at 1674853.073707252, sleeping for 0.05729242553934455 seconds
Request model_5#4 arrives at 1674853.131540471, sleeping for 0.015021829400211573 seconds
Request model_2#31 arrives at 1674853.146984305, sleeping for 0.026973219588398933 seconds
Request model_2#32 arrives at 1674853.174987583, sleeping for 0.06636789883486927 seconds
Request model_5#5 arrives at 1674853.241785822, sleeping for 0.04636072716675699 seconds
Request model_2#33 arrives at 1674853.288437026, sleeping for 0.0009746765717864037 seconds
