Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r20_s42.pkl
[PRISM_DIRECT] 8498 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed42
Generated 8498 requests
Request model_5#0 arrives at 1622743.733798, sleeping for 0.07869177567772567 seconds
Request model_5#1 arrives at 1622743.8130052, sleeping for 0.027737617027014494 seconds
Request model_1#0 arrives at 1622743.841529849, sleeping for 0.03961985232308507 seconds
Request model_5#2 arrives at 1622743.882293235, sleeping for 0.02687823073938489 seconds
Request model_6#0 arrives at 1622743.910200998, sleeping for 0.029749930603429675 seconds
Request model_6#1 arrives at 1622743.940596964, sleeping for 0.26014542882330716 seconds
Request model_5#3 arrives at 1622744.201344778, sleeping for 0.08607476414181292 seconds
Request model_5#4 arrives at 1622744.287884063, sleeping for 0.28444487508386374 seconds
Request model_3#0 arrives at 1622744.574488922, sleeping for 0.024279355304315686 seconds
Request model_5#5 arrives at 1622744.599239648, sleeping for 0.06941950810141861 seconds
Request model_6#2 arrives at 1622744.669034137, sleeping for 0.027636968297883868 seconds
Request model_1#1 arrives at 1622744.697343134, sleeping for 0.04538273671641946 seconds
Request model_5#6 arrives at 1622744.743135563, sleeping for 0.03990867850370705 seconds
Request model_5#7 arrives at 1622744.783848659, sleeping for 0.02883078856393695 seconds
Request model_3#1 arrives at 1622744.813564938, sleeping for 0.0990774396341294 seconds
Request model_5#8 arrives at 1622744.913327348, sleeping for 0.06681066076271236 seconds
Request model_5#9 arrives at 1622744.982174648, sleeping for 0.050833796383813024 seconds
Request model_5#10 arrives at 1622745.034155572, sleeping for 0.08980806870386004 seconds
Request model_5#11 arrives at 1622745.125016784, sleeping for 0.02705542161129415 seconds
Request model_6#3 arrives at 1622745.152785506, sleeping for 0.06936161243356764 seconds
Request model_5#12 arrives at 1622745.222552195, sleeping for 0.011158199980854988 seconds
Request model_5#13 arrives at 1622745.234388358, sleeping for 0.26767713367007673 seconds
Request model_2#0 arrives at 1622745.504344293, sleeping for 0.11637945915572345 seconds
Request model_5#14 arrives at 1622745.621255323, sleeping for 0.08621800970286131 seconds
Request model_5#15 arrives at 1622745.708148941, sleeping for 0.004643801366910338 seconds
Request model_5#16 arrives at 1622745.713148064, sleeping for 5.002017132937908e-05 seconds
Request model_3#2 arrives at 1622745.713737179, sleeping for 0.14144350797869265 seconds
Request model_5#17 arrives at 1622745.85596503, sleeping for 0.006779174553230405 seconds
Request model_5#18 arrives at 1622745.863262614, sleeping for 0.00016619288362562656 seconds
Request model_5#19 arrives at 1622745.863699857, sleeping for 0.10153993801213801 seconds
Request model_5#20 arrives at 1622745.96608646, sleeping for 0.04869715101085603 seconds
Request model_6#4 arrives at 1622746.015683533, sleeping for 0.20250974968075752 seconds
Request model_5#21 arrives at 1622746.219820063, sleeping for 0.017578215338289738 seconds
Request model_5#22 arrives at 1622746.238535727, sleeping for 0.004082695581018925 seconds
Request model_5#23 arrives at 1622746.242964325, sleeping for 0.019251624820753932 seconds
Request model_5#24 arrives at 1622746.263070711, sleeping for 0.014756206655874848 seconds
Request model_6#5 arrives at 1622746.278927989, sleeping for 0.004786381730809808 seconds
Request model_6#6 arrives at 1622746.284056824, sleeping for 0.01113844895735383 seconds
Request model_5#25 arrives at 1622746.296319251, sleeping for 0.008519924245774746 seconds
Request model_2#1 arrives at 1622746.306149666, sleeping for 0.04312356794252992 seconds
Request model_5#26 arrives at 1622746.349905598, sleeping for 0.0025127676781266928 seconds
Request model_2#2 arrives at 1622746.352697682, sleeping for 0.028530112002044916 seconds
Request model_5#27 arrives at 1622746.381664885, sleeping for 0.028107427526265383 seconds
Request model_5#28 arrives at 1622746.410687288, sleeping for 0.01825824612751603 seconds
Request model_1#2 arrives at 1622746.429485712, sleeping for 0.02127476967871189 seconds
Request model_2#3 arrives at 1622746.451999889, sleeping for 0.009234915487468243 seconds
Request model_3#3 arrives at 1622746.463461549, sleeping for 0.022607407299801707 seconds
Request model_5#29 arrives at 1622746.486632021, sleeping for 0.051707549719139934 seconds
Request model_3#4 arrives at 1622746.538901717, sleeping for 0.002612115815281868 seconds
Request model_6#7 arrives at 1622746.541768882, sleeping for 0.06792874285019934 seconds
Request model_5#30 arrives at 1622746.611232938, sleeping for 0.0988216632977128 seconds
Request model_5#31 arrives at 1622746.711779704, sleeping for 0.009077614173293114 seconds
Request model_2#4 arrives at 1622746.721768322, sleeping for 0.04654077813029289 seconds
Request model_5#32 arrives at 1622746.769065144, sleeping for 0.06489468761719763 seconds
Request model_3#5 arrives at 1622746.835269812, sleeping for 0.010235775029286742 seconds
Request model_5#33 arrives at 1622746.846724592, sleeping for 0.1552235996350646 seconds
Request model_5#34 arrives at 1622747.002822813, sleeping for 0.13301739329472184 seconds
Request model_1#3 arrives at 1622747.136516739, sleeping for 0.025292260106652975 seconds
Request model_5#35 arrives at 1622747.162856429, sleeping for 0.028774359729140997 seconds
Request model_6#8 arrives at 1622747.192199795, sleeping for 0.012206684798002243 seconds
Request model_5#36 arrives at 1622747.204779875, sleeping for 0.04615953681059182 seconds
Request model_5#37 arrives at 1622747.252145518, sleeping for 0.01012224773876369 seconds
Request model_3#6 arrives at 1622747.263689309, sleeping for 0.03097250172868371 seconds
Request model_5#38 arrives at 1622747.295384365, sleeping for 0.0057174155954271555 seconds
Request model_5#39 arrives at 1622747.302201054, sleeping for 0.011595795629546046 seconds
Request model_1#4 arrives at 1622747.314587922, sleeping for 0.12265523406676948 seconds
Request model_5#40 arrives at 1622747.438239551, sleeping for 0.0012530668172985315 seconds
Request model_3#7 arrives at 1622747.439857145, sleeping for 0.021643565269187093 seconds
Request model_5#41 arrives at 1622747.462301071, sleeping for 0.01669795555062592 seconds
Request model_6#9 arrives at 1622747.479836114, sleeping for 0.057536402717232704 seconds
Request model_5#42 arrives at 1622747.538277624, sleeping for 0.0321451707277447 seconds
Request model_1#5 arrives at 1622747.5711851, sleeping for 0.051219545770436525 seconds
Request model_5#43 arrives at 1622747.622992732, sleeping for 0.032123873475939035 seconds
Request model_1#6 arrives at 1622747.734006571, sleeping for 0 seconds
Request model_6#10 arrives at 1622747.734912288, sleeping for 0.0435705257114023 seconds
Request model_5#44 arrives at 1622747.779250995, sleeping for 0.031737580662593246 seconds
Request model_5#45 arrives at 1622747.811369445, sleeping for 0.023063666885718703 seconds
Request model_5#46 arrives at 1622747.835224643, sleeping for 0.016253799898549914 seconds
Request model_6#11 arrives at 1622747.851871279, sleeping for 0.0013380858581513166 seconds
Request model_5#47 arrives at 1622747.853867276, sleeping for 0.019472668645903468 seconds
Request model_1#7 arrives at 1622747.873705859, sleeping for 0.003912731306627393 seconds
Request model_1#8 arrives at 1622747.87839491, sleeping for 0.022802660707384348 seconds
Request model_5#48 arrives at 1622747.901472791, sleeping for 0.12617258890531957 seconds
Request model_5#49 arrives at 1622748.028318908, sleeping for 0.05066212732344866 seconds
Request model_5#50 arrives at 1622748.079972938, sleeping for 0.12106841639615595 seconds
Request model_5#51 arrives at 1622748.201971032, sleeping for 0.15057587320916355 seconds
Request model_1#9 arrives at 1622748.353201081, sleeping for 0.026782617438584566 seconds
Request model_1#10 arrives at 1622748.380352878, sleeping for 0.037946986965835094 seconds
Request model_3#8 arrives at 1622748.419418759, sleeping for 0.005515210563316941 seconds
Request model_3#9 arrives at 1622748.425474622, sleeping for 0.022591199493035674 seconds
Request model_2#5 arrives at 1622748.448487322, sleeping for 0.03130167187191546 seconds
Request model_5#52 arrives at 1622748.480363991, sleeping for 0.01068262429907918 seconds
Request model_5#53 arrives at 1622748.491894641, sleeping for 0.014510479290038347 seconds
Request model_5#54 arrives at 1622748.507335646, sleeping for 0.09270878764800727 seconds
Request model_6#12 arrives at 1622748.601243765, sleeping for 0.12526169954799116 seconds
Request model_5#55 arrives at 1622748.727146893, sleeping for 0.056263220962136984 seconds
Request model_5#56 arrives at 1622748.783917598, sleeping for 0.02196801220998168 seconds
