Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1695391.459709537, sleeping for 0.060316342394798994 seconds
Request model_6#0 arrives at 1695391.520930525, sleeping for 0.052810728549957275 seconds
Request model_5#0 arrives at 1695391.573900466, sleeping for 0.12944992259144783 seconds
Request model_5#1 arrives at 1695391.703717993, sleeping for 0.07113675097934902 seconds
Request model_2#1 arrives at 1695391.776947909, sleeping for 0.06021850602701306 seconds
Request model_2#2 arrives at 1695391.838226817, sleeping for 0.006974922958761454 seconds
Request model_2#3 arrives at 1695391.845475228, sleeping for 0.027832292020320892 seconds
Request model_2#4 arrives at 1695391.874438103, sleeping for 0.08829526626504958 seconds
Request model_3#0 arrives at 1695391.963572139, sleeping for 0.045806511770933867 seconds
Request model_2#5 arrives at 1695392.009895792, sleeping for 0.0035421140491962433 seconds
Request model_2#6 arrives at 1695392.014134977, sleeping for 0.10024465760216117 seconds
Request model_2#7 arrives at 1695392.114938639, sleeping for 0.06455645943060517 seconds
Request model_2#8 arrives at 1695392.180870093, sleeping for 0.06962287914939225 seconds
Request model_2#9 arrives at 1695392.251664406, sleeping for 0.026909271255135536 seconds
Request model_2#10 arrives at 1695392.279395033, sleeping for 0.0995311182923615 seconds
Request model_2#11 arrives at 1695392.37922114, sleeping for 0.11815054784528911 seconds
Request model_5#2 arrives at 1695392.499613284, sleeping for 0.06664184760302305 seconds
Request model_3#1 arrives at 1695392.567212568, sleeping for 0.0517378831282258 seconds
Request model_2#12 arrives at 1695392.619570175, sleeping for 0.008647833485156298 seconds
Request model_2#13 arrives at 1695392.628931688, sleeping for 0.0034014382399618626 seconds
Request model_2#14 arrives at 1695392.633203722, sleeping for 0.06195961870253086 seconds
Request model_2#15 arrives at 1695392.695533727, sleeping for 0.10874948254786432 seconds
Request model_2#16 arrives at 1695392.804930928, sleeping for 0.07918062200769782 seconds
Request model_2#17 arrives at 1695392.884607171, sleeping for 0.11281760642305017 seconds
Request model_2#18 arrives at 1695392.998012665, sleeping for 0.024219965562224388 seconds
Request model_3#2 arrives at 1695393.022733605, sleeping for 0.14616805175319314 seconds
