Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-migration-only_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1671383.029983523, sleeping for 0.06031597242690623 seconds
Request model_6#0 arrives at 1671383.091176792, sleeping for 0.05283757648430765 seconds
Request model_5#0 arrives at 1671383.145836891, sleeping for 0.12778709270060062 seconds
Request model_5#1 arrives at 1671383.274640972, sleeping for 0.07048678677529097 seconds
Request model_2#1 arrives at 1671383.345334033, sleeping for 0.06210510712116957 seconds
Request model_2#2 arrives at 1671383.407999373, sleeping for 0.007475161924958229 seconds
Request model_2#3 arrives at 1671383.415821403, sleeping for 0.02775964210741222 seconds
Request model_2#4 arrives at 1671383.444480535, sleeping for 0.08852562913671136 seconds
Request model_3#0 arrives at 1671383.534171917, sleeping for 0.04547925875522196 seconds
Request model_2#5 arrives at 1671383.579875948, sleeping for 0.003834692994132638 seconds
Request model_2#6 arrives at 1671383.584540038, sleeping for 0.10011234157718718 seconds
Request model_2#7 arrives at 1671383.68672551, sleeping for 0.06304228329099715 seconds
Request model_2#8 arrives at 1671383.750404936, sleeping for 0.07036132109351456 seconds
Request model_2#9 arrives at 1671383.821098357, sleeping for 0.027748275315389037 seconds
Request model_2#10 arrives at 1671383.849747579, sleeping for 0.09945150720886886 seconds
Request model_2#11 arrives at 1671383.949448125, sleeping for 0.1181958878878504 seconds
Request model_5#2 arrives at 1671384.069178899, sleeping for 0.06734857754781842 seconds
Request model_3#1 arrives at 1671384.137966127, sleeping for 0.05125665897503495 seconds
Request model_2#12 arrives at 1671384.189629637, sleeping for 0.008860776433721185 seconds
Request model_2#13 arrives at 1671384.200279745, sleeping for 0.0023257762659341097 seconds
Request model_2#14 arrives at 1671384.202929501, sleeping for 0.06250619445927441 seconds
Request model_2#15 arrives at 1671384.266579608, sleeping for 0.10797621635720134 seconds
Request model_2#16 arrives at 1671384.375300981, sleeping for 0.07908308389596641 seconds
Request model_2#17 arrives at 1671384.45506316, sleeping for 0.11263394239358604 seconds
Request model_2#18 arrives at 1671384.568794985, sleeping for 0.023710890440270305 seconds
Request model_3#2 arrives at 1671384.593472802, sleeping for 0.1457020896486938 seconds
Request model_2#19 arrives at 1671384.74050318, sleeping for 0.030873642303049564 seconds
Request model_6#1 arrives at 1671384.772141232, sleeping for 0.04807121423073113 seconds
Request model_2#20 arrives at 1671384.820797122, sleeping for 0.014844799181446433 seconds
Request model_6#2 arrives at 1671384.836537303, sleeping for 0.00804724800400436 seconds
Request model_2#21 arrives at 1671384.845183048, sleeping for 0.0330358543433249 seconds
Request model_2#22 arrives at 1671384.878826582, sleeping for 0.04444159031845629 seconds
Request model_6#3 arrives at 1671384.923476727, sleeping for 0.0428028479218483 seconds
Request model_6#4 arrives at 1671384.967144986, sleeping for 0.21100087673403323 seconds
Request model_3#3 arrives at 1671385.17936996, sleeping for 0.08518880256451666 seconds
Request model_2#23 arrives at 1671385.264777904, sleeping for 0.20846891752444208 seconds
Request model_2#24 arrives at 1671385.474607053, sleeping for 0.041679661720991135 seconds
Request model_5#3 arrives at 1671385.517286025, sleeping for 0.054207804379984736 seconds
Request model_2#25 arrives at 1671385.571936794, sleeping for 0.008146798936650157 seconds
Request model_2#26 arrives at 1671385.580599979, sleeping for 0.027908988064154983 seconds
Request model_2#27 arrives at 1671385.609393133, sleeping for 0.029886850621551275 seconds
Request model_2#28 arrives at 1671385.640073309, sleeping for 0.04488536948338151 seconds
Request model_3#4 arrives at 1671385.68573003, sleeping for 0.011791726807132363 seconds
Request model_2#29 arrives at 1671385.698405541, sleeping for 0.013165281852707267 seconds
Request model_2#30 arrives at 1671385.713047904, sleeping for 0.008929173927754164 seconds
Request model_3#5 arrives at 1671385.723720932, sleeping for 0.0575313454028219 seconds
Request model_5#4 arrives at 1671385.781532981, sleeping for 0.01528193918056786 seconds
Request model_2#31 arrives at 1671385.797222461, sleeping for 0.026988083496689796 seconds
Request model_2#32 arrives at 1671385.82516589, sleeping for 0.06644192175008357 seconds
Request model_5#5 arrives at 1671385.892400758, sleeping for 0.045998431043699384 seconds
Request model_2#33 arrives at 1671385.939300488, sleeping for 0.0003633743617683649 seconds
