Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-migration-only_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1685466.214471744, sleeping for 0.06031690235249698 seconds
Request model_6#0 arrives at 1685466.27575158, sleeping for 0.05275333044119179 seconds
Request model_5#0 arrives at 1685466.330402023, sleeping for 0.12771199247799814 seconds
Request model_5#1 arrives at 1685466.458653092, sleeping for 0.07096446864306927 seconds
Request model_2#1 arrives at 1685466.531541633, sleeping for 0.060387098928913474 seconds
Request model_2#2 arrives at 1685466.592315256, sleeping for 0.0076483809389173985 seconds
Request model_2#3 arrives at 1685466.600185369, sleeping for 0.027884977869689465 seconds
Request model_2#4 arrives at 1685466.628865032, sleeping for 0.08863038406707346 seconds
Request model_3#0 arrives at 1685466.718570039, sleeping for 0.04557101847603917 seconds
Request model_2#5 arrives at 1685466.764538792, sleeping for 0.00366252101957798 seconds
Request model_2#6 arrives at 1685466.768466043, sleeping for 0.1006761584430933 seconds
Request model_2#7 arrives at 1685466.869634033, sleeping for 0.06462343223392963 seconds
Request model_2#8 arrives at 1685466.934729421, sleeping for 0.07052598800510168 seconds
Request model_2#9 arrives at 1685467.005493165, sleeping for 0.027843208983540535 seconds
Request model_2#10 arrives at 1685467.034419729, sleeping for 0.09926897916011512 seconds
Request model_2#11 arrives at 1685467.1344492, sleeping for 0.11768599459901452 seconds
Request model_5#2 arrives at 1685467.25290947, sleeping for 0.06810774840414524 seconds
Request model_3#1 arrives at 1685467.322390793, sleeping for 0.05132229486480355 seconds
Request model_2#12 arrives at 1685467.374658986, sleeping for 0.008321299450471997 seconds
Request model_2#13 arrives at 1685467.383645439, sleeping for 0.003449444193392992 seconds
Request model_2#14 arrives at 1685467.387319139, sleeping for 0.0626058483030647 seconds
Request model_2#15 arrives at 1685467.451130186, sleeping for 0.10791553021408617 seconds
Request model_2#16 arrives at 1685467.559470654, sleeping for 0.07940320274792612 seconds
Request model_2#17 arrives at 1685467.639926736, sleeping for 0.11226026830263436 seconds
Request model_2#18 arrives at 1685467.753360175, sleeping for 0.023635202320292592 seconds
Request model_3#2 arrives at 1685467.777301679, sleeping for 0.146362574538216 seconds
Request model_2#19 arrives at 1685467.924091409, sleeping for 0.0317750652320683 seconds
Request model_6#1 arrives at 1685467.956854024, sleeping for 0.0478477340657264 seconds
Request model_2#20 arrives at 1685468.005886901, sleeping for 0.0142452921718359 seconds
Request model_6#2 arrives at 1685468.021114905, sleeping for 0.007959907641634345 seconds
Request model_2#21 arrives at 1685468.029350471, sleeping for 0.03335863328538835 seconds
Request model_2#22 arrives at 1685468.063593859, sleeping for 0.04416454513557255 seconds
Request model_6#3 arrives at 1685468.108842125, sleeping for 0.04192697163671255 seconds
Request model_6#4 arrives at 1685468.151782933, sleeping for 0.21085228165611625 seconds
Request model_3#3 arrives at 1685468.363145696, sleeping for 0.08590275840833783 seconds
Request model_2#23 arrives at 1685468.449380794, sleeping for 0.2083552593830973 seconds
Request model_2#24 arrives at 1685468.659154273, sleeping for 0.04162189341150224 seconds
Request model_5#3 arrives at 1685468.701805128, sleeping for 0.0541776733007282 seconds
Request model_2#25 arrives at 1685468.756425231, sleeping for 0.008147633634507656 seconds
Request model_2#26 arrives at 1685468.765181412, sleeping for 0.027816696790978312 seconds
Request model_2#27 arrives at 1685468.793841954, sleeping for 0.029927281429991126 seconds
Request model_2#28 arrives at 1685468.824496812, sleeping for 0.04495138837955892 seconds
Request model_3#4 arrives at 1685468.870273763, sleeping for 0.011738135479390621 seconds
Request model_2#29 arrives at 1685468.88223818, sleeping for 0.013821924570947886 seconds
Request model_2#30 arrives at 1685468.896886959, sleeping for 0.0095792505890131 seconds
Request model_3#5 arrives at 1685468.907150652, sleeping for 0.05859066732227802 seconds
Request model_5#4 arrives at 1685468.967834304, sleeping for 0.013469998026266694 seconds
Request model_2#31 arrives at 1685468.982648183, sleeping for 0.02605104329995811 seconds
Request model_2#32 arrives at 1685469.010250677, sleeping for 0.06584561662748456 seconds
Request model_5#5 arrives at 1685469.076910227, sleeping for 0.04597801389172673 seconds
Request model_2#33 arrives at 1685469.123186472, sleeping for 0.0009663521777838469 seconds
