Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1692542.345648211, sleeping for 0.060316922375932336 seconds
Request model_6#0 arrives at 1692542.406825939, sleeping for 0.05285415844991803 seconds
Request model_5#0 arrives at 1692542.461175312, sleeping for 0.12811445072293282 seconds
Request model_5#1 arrives at 1692542.589945139, sleeping for 0.07084827893413603 seconds
Request model_2#1 arrives at 1692542.662686629, sleeping for 0.06041824002750218 seconds
Request model_2#2 arrives at 1692542.723366843, sleeping for 0.0077730510383844376 seconds
Request model_2#3 arrives at 1692542.732204473, sleeping for 0.027042441070079803 seconds
Request model_2#4 arrives at 1692542.759871174, sleeping for 0.08880085917189717 seconds
Request model_3#0 arrives at 1692542.84960979, sleeping for 0.04570705466903746 seconds
Request model_2#5 arrives at 1692542.896110411, sleeping for 0.0032657990232110023 seconds
Request model_2#6 arrives at 1692542.89978695, sleeping for 0.10053111845627427 seconds
Request model_2#7 arrives at 1692543.001517241, sleeping for 0.0639162112493068 seconds
Request model_2#8 arrives at 1692543.066318898, sleeping for 0.07011302816681564 seconds
Request model_2#9 arrives at 1692543.137043262, sleeping for 0.02746933908201754 seconds
Request model_2#10 arrives at 1692543.164736763, sleeping for 0.10012807231396437 seconds
Request model_2#11 arrives at 1692543.265479946, sleeping for 0.11782978568226099 seconds
Request model_5#2 arrives at 1692543.385273612, sleeping for 0.06691965344361961 seconds
Request model_3#1 arrives at 1692543.45404299, sleeping for 0.05084549495950341 seconds
Request model_2#12 arrives at 1692543.505735102, sleeping for 0.008420960512012243 seconds
Request model_2#13 arrives at 1692543.514416691, sleeping for 0.0038545692805200815 seconds
Request model_2#14 arrives at 1692543.519066638, sleeping for 0.06203476642258465 seconds
Request model_2#15 arrives at 1692543.581728348, sleeping for 0.10849313531070948 seconds
Request model_2#16 arrives at 1692543.690473775, sleeping for 0.07957590883597732 seconds
Request model_2#17 arrives at 1692543.770281841, sleeping for 0.11308098025619984 seconds
Request model_2#18 arrives at 1692543.884041868, sleeping for 0.024129786295816302 seconds
Request model_3#2 arrives at 1692543.908736465, sleeping for 0.14610422565601766 seconds
