family,arm,workload,rate,seed,status,rc,verdict,completed,offered,aborted,alg2_order_violations,staged_return_failures,client_errors,lifecycle_gate,fatal_cuda_nccl,tau,window,cooldown,policy,trace,trace_sha256,trace_sha_matches_manifest,runtime_expected,path,problems
final_4het,prototype,steady,4,6,PASS,0,PASS,1659,1659,0,0,0,0,PASS,0,,,,simple-global,steady_r4_s6.pkl,e8e378c22d99fb0a3b8de0013dc49ff3d1816a5244a3ae5e62e64c47d919a385,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/steady/rate_4/seed_6,
final_4het,prototype,steady,6,5,PASS,0,PASS,2583,2583,0,0,0,0,PASS,0,,,,simple-global,steady_r6_s5.pkl,a46e81e2ff24f3183e4f7d5af000a1395b7c20bf823b8b8f696d729d94f0c284,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/steady/rate_6/seed_5,
final_4het,prototype,steady,6,6,PASS,0,PASS,2483,2483,0,0,0,0,PASS,0,,,,simple-global,steady_r6_s6.pkl,8141f1258cb4cb217f0e7b6fa67b8c9759a04925d4f9e0d40ff2d9f602268d36,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/steady/rate_6/seed_6,
final_4het,prototype,steady,8,5,PASS,0,PASS,3350,3350,0,0,0,0,PASS,0,,,,simple-global,steady_r8_s5.pkl,088ec6cd6a861d542d8067bc049d9d6cb83c1ff02318e2b53025e771a4aad2fc,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/steady/rate_8/seed_5,
final_4het,prototype,steady,8,6,PASS,0,PASS,3358,3358,0,0,0,0,PASS,0,,,,simple-global,steady_r8_s6.pkl,fa010c64cb6c0d5adb149f05dd33054f2b83348421eb63ac73e8d2b0e4afc587,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/steady/rate_8/seed_6,
final_4het,prototype,steady,10,5,PASS,0,PASS,4247,4247,0,0,0,0,PASS,0,,,,simple-global,steady_r10_s5.pkl,5b7e410178d742eabae4590e43f94c88cfb69afc7faf5270bccbbacdd6be4cb8,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/steady/rate_10/seed_5,
final_4het,prototype,steady,10,6,PASS,0,PASS,4197,4197,0,0,0,0,PASS,0,,,,simple-global,steady_r10_s6.pkl,c0aabe109d91b9cca620b918f97cdfab686f1916f8bac01a9765615aa8a104f6,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/steady/rate_10/seed_6,
final_4het,prototype,bursty,2,5,PASS,0,PASS,818,818,0,0,0,0,PASS,0,,,,simple-global,bursty_r2_s5.pkl,f396357c3a0a69d09c36258c0c6db668d3a82e17ed6e2d4fd04e1e8845dd1994,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/bursty/rate_2/seed_5,
final_4het,prototype,bursty,2,6,PASS,0,PASS,789,789,0,0,0,0,PASS,0,,,,simple-global,bursty_r2_s6.pkl,bafec5fdb72398bca3b1f8a019f0f5db46a9e89d54b9331f1b007617ae9f01b6,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/bursty/rate_2/seed_6,
final_4het,prototype,bursty,4,5,PASS,0,PASS,1686,1686,0,0,0,0,PASS,0,,,,simple-global,bursty_r4_s5.pkl,ad05f7a42188bfa48fde62e8e1208e62889ae86cff5b9fef7c5475ecbf43d427,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/bursty/rate_4/seed_5,
final_4het,prototype,bursty,4,6,PASS,0,PASS,1659,1659,0,0,0,0,PASS,0,,,,simple-global,bursty_r4_s6.pkl,03cc5f6aafe7b807ee98f69e3db88c41140019b0b3be04e00ba4cc11c76b363b,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/bursty/rate_4/seed_6,
final_4het,prototype,bursty,6,5,PASS,0,PASS,2583,2583,0,0,0,0,PASS,0,,,,simple-global,bursty_r6_s5.pkl,9d6e69f2e3a72b97600759ab21401fa080c947b0535df74692e3ae907c1a780e,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/bursty/rate_6/seed_5,
final_4het,prototype,bursty,6,6,PASS,0,PASS,2483,2483,0,0,0,0,PASS,0,,,,simple-global,bursty_r6_s6.pkl,815ef9a9c5e8e594c51e66d0bfeac06cdc9289650a2e7b112ebeab1ff23f7025,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/bursty/rate_6/seed_6,
final_4het,prototype,bursty,8,5,PASS,0,PASS,3350,3350,0,0,0,0,PASS,0,,,,simple-global,bursty_r8_s5.pkl,ceed399543f073e1eefa289390a4cc53c30c32776378b1ad01f1d9ecfa962daf,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/bursty/rate_8/seed_5,
final_4het,prototype,bursty,8,6,PASS,0,PASS,3358,3358,0,0,0,0,PASS,0,,,,simple-global,bursty_r8_s6.pkl,920b083c23d01c25504ab6814c1d3bf8c8e14b846bc5cf19db4956146cdbaaf2,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/bursty/rate_8/seed_6,
final_4het,prototype,bursty,10,5,PASS,0,PASS,4247,4247,0,0,0,0,PASS,0,,,,simple-global,bursty_r10_s5.pkl,8275f904a47748c7b28e82a8bbd97089c79c96a05f96ecc586f2a45dc0da68e5,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/bursty/rate_10/seed_5,
final_4het,prototype,bursty,10,6,PASS,0,PASS,4197,4197,0,0,0,0,PASS,0,,,,simple-global,bursty_r10_s6.pkl,1dca1c3210ee0c1008aa4049092a2a3249f6002adda8749da11ef9c2e11c6b76,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prototype/bursty/rate_10/seed_6,
final_4het,prism,steady,2,5,PASS,0,PASS,818,818,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,steady_r2_s5.pkl,5bb86c5b152793036525b1d988824637eabd74b39562c629acc82a1ac46bcf7a,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/steady/rate_2/seed_5,
final_4het,prism,steady,2,6,PASS,0,PASS,789,789,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,steady_r2_s6.pkl,b27f01d234dc51324e8531f5c68290a831678c4f74262880107cc74de8b067c1,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/steady/rate_2/seed_6,
final_4het,prism,steady,4,5,PASS,0,PASS,1686,1686,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,steady_r4_s5.pkl,5f812af7142083e3b515da69c3f3bc100e54bd10970db16f42ec89eb0b42b36c,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/steady/rate_4/seed_5,
final_4het,prism,steady,4,6,PASS,0,PASS,1659,1659,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,steady_r4_s6.pkl,e8e378c22d99fb0a3b8de0013dc49ff3d1816a5244a3ae5e62e64c47d919a385,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/steady/rate_4/seed_6,
final_4het,prism,steady,6,5,PASS,0,PASS,2583,2583,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,steady_r6_s5.pkl,a46e81e2ff24f3183e4f7d5af000a1395b7c20bf823b8b8f696d729d94f0c284,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/steady/rate_6/seed_5,
final_4het,prism,steady,6,6,PASS,0,PASS,2483,2483,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,steady_r6_s6.pkl,8141f1258cb4cb217f0e7b6fa67b8c9759a04925d4f9e0d40ff2d9f602268d36,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/steady/rate_6/seed_6,
final_4het,prism,steady,8,5,PASS,0,PASS,3350,3350,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,steady_r8_s5.pkl,088ec6cd6a861d542d8067bc049d9d6cb83c1ff02318e2b53025e771a4aad2fc,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/steady/rate_8/seed_5,
final_4het,prism,steady,8,6,PASS,0,PASS,3358,3358,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,steady_r8_s6.pkl,fa010c64cb6c0d5adb149f05dd33054f2b83348421eb63ac73e8d2b0e4afc587,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/steady/rate_8/seed_6,
final_4het,prism,steady,10,5,PASS,0,PASS,4247,4247,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,steady_r10_s5.pkl,5b7e410178d742eabae4590e43f94c88cfb69afc7faf5270bccbbacdd6be4cb8,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/steady/rate_10/seed_5,
final_4het,prism,steady,10,6,PASS,0,PASS,4196,4197,0,0,0,1,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,steady_r10_s6.pkl,c0aabe109d91b9cca620b918f97cdfab686f1916f8bac01a9765615aa8a104f6,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/steady/rate_10/seed_6,
final_4het,prism,bursty,2,5,PASS,0,PASS,818,818,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,bursty_r2_s5.pkl,f396357c3a0a69d09c36258c0c6db668d3a82e17ed6e2d4fd04e1e8845dd1994,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/bursty/rate_2/seed_5,
final_4het,prism,bursty,2,6,PASS,0,PASS,789,789,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,bursty_r2_s6.pkl,bafec5fdb72398bca3b1f8a019f0f5db46a9e89d54b9331f1b007617ae9f01b6,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/bursty/rate_2/seed_6,
final_4het,prism,bursty,4,5,PASS,0,PASS,1685,1686,0,0,0,1,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,bursty_r4_s5.pkl,ad05f7a42188bfa48fde62e8e1208e62889ae86cff5b9fef7c5475ecbf43d427,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/bursty/rate_4/seed_5,
final_4het,prism,bursty,4,6,PASS,0,PASS,1659,1659,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,bursty_r4_s6.pkl,03cc5f6aafe7b807ee98f69e3db88c41140019b0b3be04e00ba4cc11c76b363b,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/bursty/rate_4/seed_6,
final_4het,prism,bursty,6,5,PASS,0,PASS,2583,2583,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,bursty_r6_s5.pkl,9d6e69f2e3a72b97600759ab21401fa080c947b0535df74692e3ae907c1a780e,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/bursty/rate_6/seed_5,
final_4het,prism,bursty,6,6,PASS,0,PASS,2483,2483,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,bursty_r6_s6.pkl,815ef9a9c5e8e594c51e66d0bfeac06cdc9289650a2e7b112ebeab1ff23f7025,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/bursty/rate_6/seed_6,
final_4het,prism,bursty,8,5,PASS,0,PASS,3350,3350,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,bursty_r8_s5.pkl,ceed399543f073e1eefa289390a4cc53c30c32776378b1ad01f1d9ecfa962daf,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/bursty/rate_8/seed_5,
final_4het,prism,bursty,8,6,PASS,0,PASS,3358,3358,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,bursty_r8_s6.pkl,920b083c23d01c25504ab6814c1d3bf8c8e14b846bc5cf19db4956146cdbaaf2,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/bursty/rate_8/seed_6,
final_4het,prism,bursty,10,5,PASS,0,PASS,4247,4247,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,bursty_r10_s5.pkl,8275f904a47748c7b28e82a8bbd97089c79c96a05f96ecc586f2a45dc0da68e5,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/bursty/rate_10/seed_5,
final_4het,prism,bursty,10,6,PASS,0,PASS,4197,4197,0,0,0,0,PASS,0,0.012859417696566448,60,30,kvpr-global-v4,bursty_r10_s6.pkl,1dca1c3210ee0c1008aa4049092a2a3249f6002adda8749da11ef9c2e11c6b76,True,49f47ebd7c75aecd,exp/results/4het-final/raw/prism/bursty/rate_10/seed_6,
