Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1696958.941792551, sleeping for 0.06031684228219092 seconds
Request model_6#0 arrives at 1696959.002952994, sleeping for 0.05287141352891922 seconds
Request model_5#0 arrives at 1696959.057548078, sleeping for 0.12788570462726057 seconds
Request model_5#1 arrives at 1696959.186412663, sleeping for 0.07052571489475667 seconds
Request model_2#1 arrives at 1696959.257363548, sleeping for 0.06188604095950723 seconds
Request model_2#2 arrives at 1696959.320325365, sleeping for 0.006959308870136738 seconds
Request model_2#3 arrives at 1696959.327583368, sleeping for 0.027808296028524637 seconds
Request model_2#4 arrives at 1696959.355647016, sleeping for 0.08916973718442023 seconds
Request model_3#0 arrives at 1696959.445754413, sleeping for 0.04570668167434633 seconds
Request model_2#5 arrives at 1696959.492449579, sleeping for 0.0030710510909557343 seconds
Request model_2#6 arrives at 1696959.496084047, sleeping for 0.1003783515188843 seconds
Request model_2#7 arrives at 1696959.596846543, sleeping for 0.06473117927089334 seconds
Request model_2#8 arrives at 1696959.662553879, sleeping for 0.07002232712693512 seconds
Request model_2#9 arrives at 1696959.733284953, sleeping for 0.027371668256819248 seconds
Request model_2#10 arrives at 1696959.760969368, sleeping for 0.1000397871248424 seconds
Request model_2#11 arrives at 1696959.861715935, sleeping for 0.11773814680054784 seconds
Request model_5#2 arrives at 1696959.981503982, sleeping for 0.06683348352089524 seconds
Request model_3#1 arrives at 1696960.050316501, sleeping for 0.050716604106128216 seconds
Request model_2#12 arrives at 1696960.101986884, sleeping for 0.008313748519867659 seconds
Request model_2#13 arrives at 1696960.110674509, sleeping for 0.003741311142221093 seconds
Request model_2#14 arrives at 1696960.115817216, sleeping for 0.061428798362612724 seconds
Request model_2#15 arrives at 1696960.177545574, sleeping for 0.10882042930461466 seconds
Request model_2#16 arrives at 1696960.287026025, sleeping for 0.07916824868880212 seconds
Request model_2#17 arrives at 1696960.367530521, sleeping for 0.11197678023017943 seconds
Request model_2#18 arrives at 1696960.481249373, sleeping for 0.023066531401127577 seconds
Request model_3#2 arrives at 1696960.504943288, sleeping for 0.14604218257591128 seconds
