Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1690349.5903635, sleeping for 0.060317312367260456 seconds
Request model_6#0 arrives at 1690349.651521707, sleeping for 0.052874029614031315 seconds
Request model_5#0 arrives at 1690349.705994294, sleeping for 0.12801098776981235 seconds
Request model_5#1 arrives at 1690349.834746279, sleeping for 0.07076255790889263 seconds
Request model_2#1 arrives at 1690349.907440051, sleeping for 0.06038029701448977 seconds
Request model_2#2 arrives at 1690349.968057406, sleeping for 0.007797796977683902 seconds
Request model_2#3 arrives at 1690349.976701086, sleeping for 0.02726102713495493 seconds
Request model_2#4 arrives at 1690350.004213986, sleeping for 0.08917326619848609 seconds
Request model_3#0 arrives at 1690350.093769147, sleeping for 0.04626308660954237 seconds
Request model_2#5 arrives at 1690350.140321996, sleeping for 0.003769863164052367 seconds
Request model_2#6 arrives at 1690350.144866398, sleeping for 0.10016700951382518 seconds
Request model_2#7 arrives at 1690350.245520711, sleeping for 0.06462819036096334 seconds
Request model_2#8 arrives at 1690350.311262411, sleeping for 0.0698854043148458 seconds
Request model_2#9 arrives at 1690350.381902243, sleeping for 0.0273256772197783 seconds
Request model_2#10 arrives at 1690350.409429393, sleeping for 0.1001508713234216 seconds
Request model_2#11 arrives at 1690350.510080006, sleeping for 0.11794585478492081 seconds
Request model_5#2 arrives at 1690350.630061031, sleeping for 0.06684810342267156 seconds
Request model_3#1 arrives at 1690350.698970865, sleeping for 0.05063339904882014 seconds
Request model_2#12 arrives at 1690350.749865394, sleeping for 0.009006577543914318 seconds
Request model_2#13 arrives at 1690350.760594585, sleeping for 0.0023925043642520905 seconds
Request model_2#14 arrives at 1690350.763276487, sleeping for 0.06254063663072884 seconds
Request model_2#15 arrives at 1690350.827064548, sleeping for 0.10787305445410311 seconds
Request model_2#16 arrives at 1690350.935319947, sleeping for 0.07944597583264112 seconds
Request model_2#17 arrives at 1690351.015676735, sleeping for 0.11240224540233612 seconds
Request model_2#18 arrives at 1690351.128928728, sleeping for 0.023959605488926172 seconds
Request model_3#2 arrives at 1690351.153305693, sleeping for 0.14625163655728102 seconds
