Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1702587.390373013, sleeping for 0.06031530234031379 seconds
Request model_6#0 arrives at 1702587.451667338, sleeping for 0.05273735150694847 seconds
Request model_5#0 arrives at 1702587.50615658, sleeping for 0.12785700452513993 seconds
Request model_5#1 arrives at 1702587.63518514, sleeping for 0.07033260981552303 seconds
Request model_2#1 arrives at 1702587.706179562, sleeping for 0.061648909002542496 seconds
Request model_2#2 arrives at 1702587.768979869, sleeping for 0.0068831967655569315 seconds
Request model_2#3 arrives at 1702587.77674575, sleeping for 0.027224156074225903 seconds
Request model_2#4 arrives at 1702587.804439089, sleeping for 0.08895614603534341 seconds
Request model_3#0 arrives at 1702587.89421519, sleeping for 0.04582568653859198 seconds
Request model_2#5 arrives at 1702587.941161341, sleeping for 0.002938091056421399 seconds
Request model_2#6 arrives at 1702587.944746609, sleeping for 0.10029452154412866 seconds
Request model_2#7 arrives at 1702588.045453726, sleeping for 0.06470269826240838 seconds
Request model_2#8 arrives at 1702588.110627622, sleeping for 0.0705275060608983 seconds
Request model_2#9 arrives at 1702588.181344911, sleeping for 0.02789075206965208 seconds
Request model_2#10 arrives at 1702588.210016908, sleeping for 0.09957087924703956 seconds
Request model_2#11 arrives at 1702588.310661594, sleeping for 0.11737149977125227 seconds
Request model_5#2 arrives at 1702588.428446676, sleeping for 0.06846979144029319 seconds
Request model_3#1 arrives at 1702588.497355021, sleeping for 0.05225724587216973 seconds
Request model_2#12 arrives at 1702588.550069258, sleeping for 0.008809966500848532 seconds
Request model_2#13 arrives at 1702588.560711612, sleeping for 0.0022828001528978348 seconds
Request model_2#14 arrives at 1702588.563310523, sleeping for 0.06251386343501508 seconds
Request model_2#15 arrives at 1702588.627324919, sleeping for 0.10761984623968601 seconds
Request model_2#16 arrives at 1702588.735611666, sleeping for 0.07916227984242141 seconds
Request model_2#17 arrives at 1702588.815565038, sleeping for 0.1125220253597945 seconds
Request model_2#18 arrives at 1702588.929205787, sleeping for 0.023689259309321642 seconds
Request model_3#2 arrives at 1702588.953211257, sleeping for 0.1463524354621768 seconds
