Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-migration-only_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1682146.943384816, sleeping for 0.06031741248443723 seconds
Request model_6#0 arrives at 1682147.00456412, sleeping for 0.052853642497211695 seconds
Request model_5#0 arrives at 1682147.059102172, sleeping for 0.12792514567263424 seconds
Request model_5#1 arrives at 1682147.188120734, sleeping for 0.07041052891872823 seconds
Request model_2#1 arrives at 1682147.259139962, sleeping for 0.06170257204212248 seconds
Request model_2#2 arrives at 1682147.321143972, sleeping for 0.007733426988124847 seconds
Request model_2#3 arrives at 1682147.329300224, sleeping for 0.027683814987540245 seconds
Request model_2#4 arrives at 1682147.3581098, sleeping for 0.08829961810261011 seconds
Request model_3#0 arrives at 1682147.447246775, sleeping for 0.04580763471312821 seconds
Request model_2#5 arrives at 1682147.493421613, sleeping for 0.0036921720020473003 seconds
Request model_2#6 arrives at 1682147.497503889, sleeping for 0.1005516645964235 seconds
Request model_2#7 arrives at 1682147.598944233, sleeping for 0.06422765436582267 seconds
Request model_2#8 arrives at 1682147.66349826, sleeping for 0.07067096116952598 seconds
Request model_2#9 arrives at 1682147.736269769, sleeping for 0.025979907251894474 seconds
Request model_2#10 arrives at 1682147.763941977, sleeping for 0.09866015333682299 seconds
Request model_2#11 arrives at 1682147.862934586, sleeping for 0.11811340088024735 seconds
Request model_5#2 arrives at 1682147.983253022, sleeping for 0.06667833845131099 seconds
Request model_3#1 arrives at 1682148.050721237, sleeping for 0.05190547299571335 seconds
Request model_2#12 arrives at 1682148.102983154, sleeping for 0.008911113487556577 seconds
Request model_2#13 arrives at 1682148.112224084, sleeping for 0.003784491214901209 seconds
Request model_2#14 arrives at 1682148.116910604, sleeping for 0.06192809552885592 seconds
Request model_2#15 arrives at 1682148.179671449, sleeping for 0.1082884194329381 seconds
Request model_2#16 arrives at 1682148.288555311, sleeping for 0.0792325078509748 seconds
Request model_2#17 arrives at 1682148.368639137, sleeping for 0.11246200930327177 seconds
Request model_2#18 arrives at 1682148.481598086, sleeping for 0.024310793494805694 seconds
Request model_3#2 arrives at 1682148.506264215, sleeping for 0.14631369058042765 seconds
Request model_2#19 arrives at 1682148.653108282, sleeping for 0.03167276433669031 seconds
Request model_6#1 arrives at 1682148.68544421, sleeping for 0.04817207017913461 seconds
Request model_2#20 arrives at 1682148.734801339, sleeping for 0.014243636280298233 seconds
Request model_6#2 arrives at 1682148.749561424, sleeping for 0.008426220854744315 seconds
Request model_2#21 arrives at 1682148.75824757, sleeping for 0.033374556340277195 seconds
Request model_2#22 arrives at 1682148.791925597, sleeping for 0.04474565922282636 seconds
Request model_6#3 arrives at 1682148.837670872, sleeping for 0.04201177693903446 seconds
Request model_6#4 arrives at 1682148.879912805, sleeping for 0.21163568180054426 seconds
Request model_3#3 arrives at 1682149.091719371, sleeping for 0.08624238567426801 seconds
Request model_2#23 arrives at 1682149.178857303, sleeping for 0.2077925526537001 seconds
Request model_2#24 arrives at 1682149.387957052, sleeping for 0.04173349658958614 seconds
Request model_5#3 arrives at 1682149.430224924, sleeping for 0.054672649363055825 seconds
Request model_2#25 arrives at 1682149.48544396, sleeping for 0.00804346683435142 seconds
Request model_2#26 arrives at 1682149.49469394, sleeping for 0.027218861039727926 seconds
Request model_2#27 arrives at 1682149.522944852, sleeping for 0.029738875571638346 seconds
Request model_2#28 arrives at 1682149.553401759, sleeping for 0.04496069345623255 seconds
Request model_3#4 arrives at 1682149.59862073, sleeping for 0.012304860632866621 seconds
Request model_2#29 arrives at 1682149.611891866, sleeping for 0.013082760851830244 seconds
Request model_2#30 arrives at 1682149.627150134, sleeping for 0.00823099771514535 seconds
Request model_3#5 arrives at 1682149.636554745, sleeping for 0.05810145637951791 seconds
Request model_5#4 arrives at 1682149.695874477, sleeping for 0.014344197232276201 seconds
Request model_2#31 arrives at 1682149.710721003, sleeping for 0.026892955414950848 seconds
Request model_2#32 arrives at 1682149.738974215, sleeping for 0.06603681086562574 seconds
Request model_5#5 arrives at 1682149.806233109, sleeping for 0.045569404028356075 seconds
Request model_2#33 arrives at 1682149.852448207, sleeping for 0.0006189094856381416 seconds
