window_s,workload,rate,seed,cond,cycle,timestamp,replay_match,rank1_model,optimum_is_colocated,separated_penalty,plan_colocated,residency_colocated,residency_shape,plan_id,migration,cand_model,wrate_model_3,wrate_model_4,wrate_model_5,wrate_model_6
30,steady,8,3,steady_r8_s3,39,1787644468.3130987,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.540531847190665,0.63367491498756,2.9674942956726564,1.6078160961663934
30,steady,8,3,steady_r8_s3,40,1787644473.350621,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.308841078978004,0.6513947371747753,2.558953153590062,1.5387508561372751
30,steady,8,3,steady_r8_s3,41,1787644478.423387,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.251814676163572,0.5744544990782704,2.956033920777871,1.478605597910808
30,steady,8,3,steady_r8_s3,42,1787644483.4550323,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.249910061531263,0.4603514038167592,3.0216127326758055,1.398072176664847
30,steady,8,3,steady_r8_s3,43,1787644488.495534,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.1517663898899237,0.44819978830264984,3.2982534488860185,1.4301325537572107
30,steady,8,3,steady_r8_s3,44,1787644493.5247893,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,1.6546619708572465,0.5739931355155574,3.203493126839327,1.5707598138055012
30,steady,8,3,steady_r8_s3,45,1787644498.558134,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,1.7649055472214918,0.604141770705962,3.36648512534293,1.7030283991017638
30,steady,8,3,steady_r8_s3,46,1787644503.590376,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",True,model_4,1.4638662891967535,0.5723630043048749,4.130510118328558,1.8521150335245626
30,steady,8,3,steady_r8_s3,47,1787644508.659213,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",False,,1.6511908798650148,0.6083877295995026,4.57152232261304,1.8221443799287114
30,steady,8,3,steady_r8_s3,48,1787644513.6936972,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",False,,1.7225558806913226,0.6312452509393438,4.761149081288778,1.687686238751894
30,steady,8,3,steady_r8_s3,49,1787644518.7292943,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",False,,1.8146495999712102,0.6644701909854938,5.170645254612605,1.52580394538467
30,steady,8,3,steady_r8_s3,50,1787644523.7803717,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",False,,1.8545344710948601,0.5947285978166121,5.18932142110781,1.669999575277919
30,steady,8,3,steady_r8_s3,51,1787644529.1338887,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",False,,1.7366745087892865,0.5846995629471745,4.760724622959343,1.7535380878538553
30,steady,8,3,steady_r8_s3,52,1787644534.167753,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",False,,1.879296711940543,0.6660701196199037,4.356428064171116,1.9180198891358475
30,steady,8,3,steady_r8_s3,53,1787644539.2072732,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",True,model_4,1.6905157516656355,0.6827441818295781,3.7964614130620626,2.2136487851493465
30,steady,8,3,steady_r8_s3,54,1787644544.323779,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,1.7961660059543254,0.5829146797678999,3.2762877303376827,2.409732296005195
30,steady,8,3,steady_r8_s3,55,1787644549.3595192,True,model_6,False,0.0,False,False,2+2,"{""model_3"": 0, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",False,,1.9662371498401445,0.6241379168740235,2.4847790813523734,2.651077599835034
30,steady,8,3,steady_r8_s3,56,1787644554.3996763,True,model_6,False,0.0,False,False,2+2,"{""model_3"": 0, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",False,,2.4794728922121787,0.6300422323056338,2.1921172956081962,2.604440352789851
30,steady,8,3,steady_r8_s3,57,1787644559.4401834,True,model_3,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",False,,2.53269011348094,1.4929284331851933,1.4929284331851935,2.2963744369532764
30,steady,8,3,steady_r8_s3,58,1787644564.4818702,True,model_3,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 1, ""model_6"": 0}",False,,2.435330666385281,1.4421363588729674,1.4421363588729676,2.2282778308460722
30,steady,8,3,steady_r8_s3,59,1787644569.5229006,True,model_3,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.509273759989827,0.6409349365580397,2.318391395381948,2.2156904781720184
30,steady,8,3,steady_r8_s3,60,1787644574.5864015,True,model_3,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.583329658340198,0.7155988142114156,2.353409207560456,2.3180393397156025
30,steady,8,3,steady_r8_s3,61,1787644579.6636457,True,model_3,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.749591312125299,0.6791437455237974,2.5997011532159635,2.362893530490393
30,steady,8,3,steady_r8_s3,62,1787644584.7050364,True,model_3,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.7838743755068642,0.6866809331598964,2.716214964646271,2.402497651277931
30,steady,8,3,steady_r8_s3,63,1787644589.7787197,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.974896019511982,0.5926667160201122,3.002405993268804,2.5652466720329614
30,steady,8,3,steady_r8_s3,64,1787644594.8264942,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,3.3393496312120723,0.5998656765973396,3.579457092137673,2.4713083001146927
30,steady,8,3,steady_r8_s3,65,1787644599.874154,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,3.2387411641642148,0.7032936843914326,3.431215020581989,2.2652853818896235
30,steady,8,3,steady_r8_s3,66,1787644604.9256945,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,3.4811874032416794,0.7389491628613676,3.8939807142500915,2.196424406721808
30,steady,8,3,steady_r8_s3,67,1787644610.006385,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,3.346183836657416,0.659640078373948,4.212430575909795,1.9822971482388334
30,steady,8,3,steady_r8_s3,68,1787644615.0873885,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.9306417383495065,0.7141229601535335,4.483447219254978,1.8717417574751924
30,steady,8,3,steady_r8_s3,69,1787644620.147612,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.5711177174624513,0.7515317022585987,4.221556429992678,1.712050831810923
30,steady,8,3,steady_r8_s3,70,1787644625.234226,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.2980856081131993,0.8509604064225871,4.065143535595345,1.9275029943624138
30,steady,8,3,steady_r8_s3,71,1787644630.284892,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.246548976886012,0.8310562474758778,4.202031346838603,2.0160897144343632
30,steady,8,3,steady_r8_s3,72,1787644635.3329303,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.1504219560318227,0.8613893908032708,4.168074680483686,2.0805673431133656
30,steady,8,3,steady_r8_s3,73,1787644640.413558,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",True,model_4,1.8330257668025647,0.8921532630106104,4.226013242451761,1.9812233082835609
30,steady,8,3,steady_r8_s3,74,1787644645.4623015,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,1.897446616616053,0.8250578098093801,4.000625869521001,2.004160032974265
30,steady,8,3,steady_r8_s3,75,1787644650.5141914,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,1.9231029869521343,0.8022311187556483,4.035325337952431,2.187653830499883
30,steady,8,3,steady_r8_s3,76,1787644655.5677304,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.018557837536532,0.7267981345095529,3.940034442993946,2.1081398515721164
30,steady,8,3,steady_r8_s3,77,1787644660.635749,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.0803993592557526,0.7159999891093101,3.8096196212745936,1.9812767159541604
30,steady,8,3,steady_r8_s3,78,1787644665.689534,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,1.9169409473086256,0.6162635106583774,3.595692623238617,2.066955688127476
30,steady,8,3,steady_r8_s3,79,1787644670.7590249,True,model_5,False,0.0,False,False,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",True,model_4,1.957834202157824,0.6129410621883227,3.437263551776458,2.1331663667346374
30,steady,8,3,steady_r8_s3,80,1787644675.8407836,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,1.913355808781392,0.6855428854177044,3.2803200844673284,2.1227174143755385
30,steady,8,3,steady_r8_s3,81,1787644680.8981059,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.098327645042076,0.6921263387281558,3.252411949306881,2.110382553541872
30,steady,8,3,steady_r8_s3,82,1787644685.955262,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.0280809298465106,0.6482571730655731,3.474828113931586,2.138110505167965
30,steady,8,3,steady_r8_s3,83,1787644691.0092633,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.123423787473023,0.5931591599294301,3.5864606545733766,2.171802005213641
30,steady,8,3,steady_r8_s3,84,1787644696.0659494,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,2.211817768885081,0.6182932091475812,3.5434842487179323,1.9576774718468166
30,steady,8,3,steady_r8_s3,85,1787644701.1239614,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 1}",False,,1.8931869445152523,0.46047442407803185,2.929293046023374,1.7568024000043452
30,steady,8,4,steady_r8_s4,1,1787645475.6231432,True,model_5,False,0.0,False,False,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 1}",True,model_4,0.0028009038710428012,0.0002153597547272911,0.033638322607839506,0.0003567958928790691
30,steady,8,4,steady_r8_s4,2,1787645480.629237,True,model_3,True,0.43523073757198355,True,False,1+3,"{""model_3"": 1, ""model_4"": 0, ""model_5"": 0, ""model_6"": 0}",False,,0.3221039451699225,0.018612591088161393,0.08839353541538802,0.10958661767736742
30,steady,8,4,steady_r8_s4,3,1787645485.638431,True,model_3,True,0.36341608382553264,True,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,0.7999381455698248,0.03488740571151405,0.1821989777781599,0.35317470967128417
30,steady,8,4,steady_r8_s4,4,1787645490.6581879,True,model_3,True,0.14325461230167946,True,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,1.3186655424869516,0.4017408033289782,0.8038179613702973,0.4017408033289784
30,steady,8,4,steady_r8_s4,5,1787645495.6654096,True,model_3,True,0.14325461230167938,True,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,1.9412504549423457,0.5554322846806219,1.2215910721181338,0.5554322846806221
30,steady,8,4,steady_r8_s4,6,1787645500.6757414,True,model_3,True,0.1432546123016793,True,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,2.7603467829901027,0.7172374380996749,1.6914664428042958,0.7172374380996751
30,steady,8,4,steady_r8_s4,7,1787645505.686666,True,model_3,True,0.14325461230167916,True,False,1+3,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",True,model_6,3.187652677556393,0.8871474618990642,2.1051010848401264,0.8871474618990645
30,steady,8,4,steady_r8_s4,8,1787645512.4317563,True,model_3,True,0.035256211815475814,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,3.517263045100711,0.5136954951438635,2.6121165593519797,1.4343652959618929
30,steady,8,4,steady_r8_s4,9,1787645517.4415746,True,model_3,True,0.0010556694034730956,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,3.5624136155019217,0.526154860460254,2.793572495186067,1.4017443370066525
30,steady,8,4,steady_r8_s4,10,1787645522.4532835,True,model_3,True,0.16187924940574686,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,3.645320370084788,0.4733026196098979,2.2723376666380926,1.4050568554394451
30,steady,8,4,steady_r8_s4,11,1787645527.4618044,True,model_3,True,0.06829080515865962,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,3.4641579077057396,0.47376402483089886,2.388320905156606,1.706445886587279
30,steady,8,4,steady_r8_s4,12,1787645532.4838774,True,model_3,True,0.17310978596687446,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,3.4920549102613254,0.40233041308980805,1.9865710963449954,1.9072694443803693
30,steady,8,4,steady_r8_s4,13,1787645537.5162928,True,model_3,True,0.3314677007539886,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,3.9353819749699803,0.4358631187693541,1.81148615558141,1.8898841735152523
30,steady,8,4,steady_r8_s4,14,1787645542.531376,True,model_3,True,0.12163763370456464,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,3.769792538113929,0.47441015350535853,2.356486530448872,1.9815849197507718
30,steady,8,4,steady_r8_s4,15,1787645547.546998,True,model_3,True,0.188189588270537,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,3.931348673395679,0.4534907938070919,2.208456688057906,2.051312480769144
30,steady,8,4,steady_r8_s4,16,1787645552.5604517,True,model_3,True,0.25811969997707884,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,4.333446433122584,0.41482077198007894,2.286450906091855,1.9158328246542773
30,steady,8,4,steady_r8_s4,17,1787645557.7992148,True,model_3,True,0.3664413723133677,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,4.877606037188779,0.4564751586155097,2.38906370723312,1.6563418296550927
30,steady,8,4,steady_r8_s4,18,1787645562.8339698,True,model_3,True,0.3109331187140094,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,4.709439768771372,0.4766561844190435,2.515658403987544,1.476364930033403
30,steady,8,4,steady_r8_s4,19,1787645567.8473022,True,model_3,True,0.2584942605290554,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,4.442345575628727,0.439462633483668,2.445728894212887,1.6494098955999272
30,steady,8,4,steady_r8_s4,20,1787645572.8631508,True,model_3,True,0.3640665092777965,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,4.525028257901912,0.3739356934499744,2.17439390712063,1.6643439732958063
30,steady,8,4,steady_r8_s4,21,1787645577.8830404,True,model_3,True,0.3666903141785568,True,True,2+2,"{""model_3"": 1, ""model_4"": 1, ""model_5"": 0, ""model_6"": 0}",False,,4.3976431498468855,0.35723089547817666,2.0868493766743597,1.6678098758232567
