Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r20_s42.pkl
[PRISM_DIRECT] 8498 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed42
Generated 8498 requests
Request model_5#0 arrives at 1625276.612121499, sleeping for 0.07869101571850479 seconds
Request model_5#1 arrives at 1625276.691326564, sleeping for 0.027741022175177932 seconds
Request model_1#0 arrives at 1625276.719850404, sleeping for 0.03962214640341699 seconds
Request model_5#2 arrives at 1625276.760529213, sleeping for 0.026965201599523425 seconds
Request model_6#0 arrives at 1625276.788206129, sleeping for 0.030067418701946735 seconds
Request model_6#1 arrives at 1625276.818852381, sleeping for 0.2602119408547878 seconds
Request model_5#3 arrives at 1625277.079865279, sleeping for 0.08587631210684776 seconds
Request model_5#4 arrives at 1625277.166817708, sleeping for 0.2838337088469416 seconds
Request model_3#0 arrives at 1625277.451110968, sleeping for 0.02598033845424652 seconds
Request model_5#5 arrives at 1625277.479278126, sleeping for 0.06770467921160161 seconds
Request model_6#2 arrives at 1625277.548470615, sleeping for 0.026523419423028827 seconds
Request model_1#1 arrives at 1625277.576487343, sleeping for 0.04456122685223818 seconds
Request model_5#6 arrives at 1625277.621241144, sleeping for 0.04012543638236821 seconds
Request model_5#7 arrives at 1625277.661826233, sleeping for 0.0291761236730963 seconds
Request model_3#1 arrives at 1625277.691384629, sleeping for 0.09958005766384304 seconds
Request model_5#8 arrives at 1625277.792017865, sleeping for 0.06644268264062703 seconds
Request model_5#9 arrives at 1625277.858794211, sleeping for 0.052536512492224574 seconds
Request model_5#10 arrives at 1625277.912343982, sleeping for 0.08994195773266256 seconds
Request model_5#11 arrives at 1625278.002943772, sleeping for 0.027450632536783814 seconds
Request model_6#3 arrives at 1625278.030633518, sleeping for 0.06983569939620793 seconds
Request model_5#12 arrives at 1625278.101232085, sleeping for 0.010800618911162019 seconds
Request model_5#13 arrives at 1625278.11276607, sleeping for 0.26762162055820227 seconds
Request model_2#0 arrives at 1625278.381383971, sleeping for 0.11766331014223397 seconds
Request model_5#14 arrives at 1625278.50020623, sleeping for 0.0855941716581583 seconds
Request model_5#15 arrives at 1625278.586968008, sleeping for 0.004148183157667518 seconds
Request model_5#16 arrives at 1625278.592269158, sleeping for 0 seconds
Request model_3#2 arrives at 1625278.59264491, sleeping for 0.14085896592587233 seconds
Request model_5#17 arrives at 1625278.735546714, sleeping for 0.005520169623196125 seconds
Request model_5#18 arrives at 1625278.741789619, sleeping for 0 seconds
Request model_5#19 arrives at 1625278.742347932, sleeping for 0.10121481213718653 seconds
Request model_5#20 arrives at 1625278.844456447, sleeping for 0.04864970315247774 seconds
Request model_6#4 arrives at 1625278.893917785, sleeping for 0.20259773661382496 seconds
Request model_5#21 arrives at 1625279.097501221, sleeping for 0.01821954734623432 seconds
Request model_5#22 arrives at 1625279.116462717, sleeping for 0.0044786345679312944 seconds
Request model_5#23 arrives at 1625279.121348755, sleeping for 0.019189463695511222 seconds
Request model_5#24 arrives at 1625279.141382268, sleeping for 0.014766488689929247 seconds
Request model_6#5 arrives at 1625279.157287907, sleeping for 0.004748342791572213 seconds
Request model_6#6 arrives at 1625279.16317014, sleeping for 0.010347511852160096 seconds
Request model_5#25 arrives at 1625279.174413443, sleeping for 0.008748461259528995 seconds
Request model_2#1 arrives at 1625279.183647346, sleeping for 0.0439489868003875 seconds
Request model_5#26 arrives at 1625279.227925375, sleeping for 0.0028151196893304586 seconds
Request model_2#2 arrives at 1625279.231180113, sleeping for 0.028370229993015528 seconds
Request model_5#27 arrives at 1625279.260139616, sleeping for 0.027955385390669107 seconds
Request model_5#28 arrives at 1625279.28934786, sleeping for 0.017919783014804125 seconds
Request model_1#2 arrives at 1625279.309593604, sleeping for 0.019489526748657227 seconds
Request model_2#3 arrives at 1625279.330237211, sleeping for 0.009319952456280589 seconds
Request model_3#3 arrives at 1625279.341614675, sleeping for 0.02277678018435836 seconds
Request model_5#29 arrives at 1625279.364780335, sleeping for 0.05188212473876774 seconds
Request model_3#4 arrives at 1625279.417081759, sleeping for 0.002754362765699625 seconds
Request model_6#7 arrives at 1625279.420473668, sleeping for 0.06754702585749328 seconds
Request model_5#30 arrives at 1625279.489403796, sleeping for 0.09897363441996276 seconds
Request model_5#31 arrives at 1625279.589134158, sleeping for 0.010045239003375173 seconds
Request model_2#4 arrives at 1625279.600729163, sleeping for 0.045902746031060815 seconds
Request model_5#32 arrives at 1625279.647847548, sleeping for 0.06443423265591264 seconds
Request model_3#5 arrives at 1625279.713661269, sleeping for 0.010166977066546679 seconds
Request model_5#33 arrives at 1625279.725282554, sleeping for 0.15498880669474602 seconds
Request model_5#34 arrives at 1625279.881656924, sleeping for 0.13250587112270296 seconds
Request model_1#3 arrives at 1625280.014913724, sleeping for 0.025217384099960327 seconds
Request model_5#35 arrives at 1625280.040515888, sleeping for 0.029434209689497948 seconds
Request model_6#8 arrives at 1625280.070720168, sleeping for 0.012009100755676627 seconds
Request model_5#36 arrives at 1625280.083931173, sleeping for 0.045330547727644444 seconds
Request model_5#37 arrives at 1625280.129767761, sleeping for 0.01082186377607286 seconds
Request model_3#6 arrives at 1625280.141719228, sleeping for 0.03126414166763425 seconds
Request model_5#38 arrives at 1625280.173500707, sleeping for 0.005922222509980202 seconds
Request model_5#39 arrives at 1625280.180414396, sleeping for 0.011704982724040747 seconds
Request model_1#4 arrives at 1625280.193082567, sleeping for 0.12248237803578377 seconds
Request model_5#40 arrives at 1625280.316875934, sleeping for 0.0009387827012687922 seconds
Request model_3#7 arrives at 1625280.318932856, sleeping for 0.020890433341264725 seconds
Request model_5#41 arrives at 1625280.340515587, sleeping for 0.016805238323286176 seconds
Request model_6#9 arrives at 1625280.358215967, sleeping for 0.05747870868071914 seconds
Request model_5#42 arrives at 1625280.440824422, sleeping for 0.007920031668618321 seconds
Request model_1#5 arrives at 1625280.449810422, sleeping for 0.05091556254774332 seconds
Request model_5#43 arrives at 1625280.501607854, sleeping for 0.03183020045980811 seconds
Request model_1#6 arrives at 1625280.533707765, sleeping for 0.07665713457390666 seconds
Request model_6#10 arrives at 1625280.611429012, sleeping for 0.04537642071954906 seconds
Request model_5#44 arrives at 1625280.65729584, sleeping for 0.03201393480412662 seconds
Request model_5#45 arrives at 1625280.689984034, sleeping for 0.022771006915718317 seconds
Request model_5#46 arrives at 1625280.713663958, sleeping for 0.01613643392920494 seconds
Request model_6#11 arrives at 1625280.730451232, sleeping for 0.0010806217323988676 seconds
Request model_5#47 arrives at 1625280.732080421, sleeping for 0.019582152599468827 seconds
Request model_1#7 arrives at 1625280.752762768, sleeping for 0.0031785513274371624 seconds
Request model_1#8 arrives at 1625280.756464139, sleeping for 0.0230561806820333 seconds
Request model_5#48 arrives at 1625280.780138982, sleeping for 0.1258289769757539 seconds
Request model_5#49 arrives at 1625280.907970202, sleeping for 0.0493337323423475 seconds
Request model_5#50 arrives at 1625280.957845252, sleeping for 0.12151786149479449 seconds
Request model_5#51 arrives at 1625281.080308332, sleeping for 0.15056149219162762 seconds
Request model_1#9 arrives at 1625281.231807605, sleeping for 0.0264983125962317 seconds
Request model_1#10 arrives at 1625281.260485477, sleeping for 0.03613676689565182 seconds
Request model_3#8 arrives at 1625281.297054282, sleeping for 0.006202356657013297 seconds
Request model_3#9 arrives at 1625281.303598679, sleeping for 0.022789701586589217 seconds
Request model_2#5 arrives at 1625281.327750585, sleeping for 0.030361657729372382 seconds
Request model_5#52 arrives at 1625281.358618819, sleeping for 0.010750525165349245 seconds
Request model_5#53 arrives at 1625281.370132554, sleeping for 0.014595515327528119 seconds
Request model_5#54 arrives at 1625281.385630901, sleeping for 0.09273641160689294 seconds
Request model_6#12 arrives at 1625281.479264778, sleeping for 0.12556294538080692 seconds
Request model_5#55 arrives at 1625281.606108713, sleeping for 0.055625030072405934 seconds
Request model_5#56 arrives at 1625281.662959703, sleeping for 0.02124965633265674 seconds
