workload,rate,arm,model,model_name,n_requests,n_decode_steps,tpot_p50,tpot_p95,tpot_p99,itl_mean,itl_p50,itl_p95,itl_p99,itl_max,longgap_threshold_s,longgap_count,longgap_pct_of_steps,longgap_time_s,decode_time_s,longgap_share_of_decode_pct
bursty,4,prism,model_6,Qwen2.5-7B,1065,171450,0.02661083055579144,0.04737142218291602,0.05514051496982567,0.02661752104654921,0.021373271942138672,0.061952829360961914,0.13008296728134155,3.84494948387146,0.12537527084350586,1927,1.124,402.93,4563.6,8.83
bursty,6,prototype,model_3,Llama-3.2-3B,1291,203372,0.017207588039854036,0.035174235701560974,0.06610950355405883,0.020008355132329684,0.010989189147949219,0.055380821228027344,0.10687240839004528,0.6823337078094482,0.10687240839004528,2034,1.0,340.91,4069.1,8.38
bursty,6,prism,model_3,Llama-3.2-3B,1291,203347,0.017478022310468886,0.03891138967665925,0.13336227029561934,0.021196370096747925,0.01127934455871582,0.058749842643737796,0.11737335681915284,6.339497804641724,0.10687240839004528,2595,1.276,530.37,4310.2,12.3
bursty,6,prototype,model_4,Qwen2.5-3B,828,136760,0.0237605877256779,0.034107742549813524,0.04442211496559062,0.023680102276014074,0.017513513565063477,0.058629298210144044,0.10228133201599121,0.27224087715148926,0.10228133201599121,1367,1.0,195.98,3238.5,6.05
bursty,6,prism,model_4,Qwen2.5-3B,828,136718,0.024475647757450737,0.038415008783340455,0.06271176710724835,0.026317216601222698,0.01919233798980713,0.0658917784690857,0.11623620986938477,5.148754358291626,0.10228133201599121,2140,1.565,507.0,3598.0,14.09
bursty,6,prototype,model_5,Llama-3.1-8B,1394,227848,0.03086367497841517,0.060242550364912356,0.07652346804738043,0.031627308464942654,0.024401307106018066,0.07666541337966917,0.16441572427749634,1.0358991622924805,0.16441572427749634,2279,1.0,625.9,7206.2,8.69
bursty,6,prism,model_5,Llama-3.1-8B,1394,227845,0.021327803707625857,0.04975543288247926,0.08836009816903796,0.024119056013835977,0.01430368423461914,0.06608991622924804,0.12772120475769044,2.9067373275756836,0.16441572427749634,1375,0.603,397.8,5495.4,7.24
bursty,6,prototype,model_6,Qwen2.5-7B,1594,256192,0.025769290598956024,0.044575100149920756,0.05565159082412719,0.02833972214189524,0.022136688232421875,0.0729820728302002,0.15945357561111237,0.8542048931121826,0.15945357561111237,2562,1.0,593.52,7260.4,8.17
bursty,6,prism,model_6,Qwen2.5-7B,1593,255884,0.02337162693341573,0.050635310753578563,0.13321831541856125,0.028660125826975334,0.01912546157836914,0.07336446046829223,0.16403587818145754,10.093377590179443,0.15945357561111237,2670,1.043,1009.3,7333.7,13.76
bursty,8,prototype,model_3,Llama-3.2-3B,1766,282838,0.017963890020391008,0.03925343102248258,0.07270716593183313,0.021460894645847262,0.011564493179321289,0.05832505226135254,0.1195160460472107,0.5182201862335205,0.1195160460472107,2829,1.0,540.21,6070.0,8.9
bursty,8,prism,model_3,Llama-3.2-3B,1764,282632,0.019111852185698195,0.042695104398510667,0.06820714057154112,0.02342136276072301,0.011349916458129883,0.0653531551361084,0.13547930240631104,6.20418906211853,0.1195160460472107,3702,1.31,1000.05,6619.6,15.11
bursty,8,prototype,model_4,Qwen2.5-3B,1038,172153,0.025605440139770508,0.03944126170487127,0.04624093883460569,0.025189125854950343,0.021106719970703125,0.06379041671752925,0.11751138687133789,0.4374547004699707,0.11751138687133789,1722,1.0,291.85,4336.4,6.73
bursty,8,prism,model_4,Qwen2.5-3B,1037,172041,0.025876417756080627,0.04250715829077222,0.0875430154800416,0.02941430009772772,0.021588802337646484,0.07176756858825684,0.13545732498168953,5.9648590087890625,0.11751138687133789,2430,1.412,862.66,5060.5,17.05
bursty,8,prototype,model_5,Llama-3.1-8B,1770,282246,0.03395901928687918,0.06710693505833822,0.08570137641625089,0.0353588943150383,0.026920080184936523,0.0897875428199768,0.20289254188537598,1.3172640800476074,0.20289254188537598,2820,0.999,919.15,9979.9,9.21
bursty,8,prism,model_5,Llama-3.1-8B,1770,282236,0.029966584777921662,0.10012967095446225,0.3117110625584914,0.03667935850206039,0.02306222915649414,0.09317600727081299,0.22443109750747695,5.127115488052368,0.20289254188537598,3349,1.187,1688.74,10352.2,16.31
bursty,8,prototype,model_6,Qwen2.5-7B,2119,341122,0.028642281889915466,0.053565225472418064,0.06930197700858126,0.03154906866700169,0.02315068244934082,0.08971810340881348,0.20345849752426148,0.7635130882263184,0.20345849752426148,3412,1.0,1010.49,10762.1,9.39
bursty,8,prism,model_6,Qwen2.5-7B,2118,341017,0.024995774030685425,0.09359653929635998,0.39582280300221967,0.0345048118886368,0.015300989151000977,0.0914468765258789,0.2919769287109375,8.715065717697144,0.20345849752426148,5442,1.596,2800.55,11766.7,23.8
bursty,10,prototype,model_3,Llama-3.2-3B,2153,345933,0.019865064059986788,0.04685605541983647,0.08094405337383873,0.0240108523007265,0.011658430099487305,0.06946086883544925,0.14289419174194334,1.2539751529693604,0.14289419174194334,3460,1.0,851.95,8306.1,10.26
bursty,10,prism,model_3,Llama-3.2-3B,2153,345877,0.020280280460913975,0.046469416943463474,0.14807596147060398,0.023950006034713058,0.011472702026367188,0.0655177116394043,0.14936399459838867,9.132946729660034,0.14289419174194334,3620,1.047,1339.94,8283.8,16.18
bursty,10,prototype,model_4,Qwen2.5-3B,1326,215714,0.028159667116900287,0.04530566243502574,0.054079770076054114,0.027809715856117113,0.022091388702392578,0.07130599021911621,0.14832361936569213,0.5933372974395752,0.14832361936569213,2158,1.0,451.46,5998.9,7.53
bursty,10,prism,model_4,Qwen2.5-3B,1326,215606,0.028605445389174297,0.050174422562122345,0.10730698332190514,0.03253290224242073,0.02191603183746338,0.07776665687561035,0.15785479545593262,8.88080906867981,0.14832361936569213,2446,1.134,1303.26,7014.3,18.58
bursty,10,prototype,model_5,Llama-3.1-8B,2257,362788,0.02765868949890137,0.0966355446876822,0.13338724380990735,0.039010510884481424,0.02263641357421875,0.10596815347671987,0.2689347267150879,1.815864086151123,0.2689347267150879,3621,0.998,1855.86,14152.5,13.11
bursty,10,prism,model_5,Llama-3.1-8B,2257,362777,0.027870605631572443,0.05721625447273253,0.09373034455158101,0.031857722906593326,0.01626443862915039,0.08772430419921876,0.20684699058532713,5.408259630203247,0.2689347267150879,1905,0.525,876.24,11557.2,7.58
bursty,10,prototype,model_6,Qwen2.5-7B,2584,420003,0.030522784425152674,0.06544255273122535,0.08334745458605,0.03398090455547304,0.023237943649291992,0.09386036396026612,0.22313189029693603,1.0646450519561768,0.22313189029693603,4201,1.0,1462.8,14272.1,10.25
bursty,10,prism,model_6,Qwen2.5-7B,2583,419857,0.035972017173965774,0.13138955709810304,0.5294418638944605,0.04513558896185641,0.02318263053894043,0.11651563644409199,0.3520686626434326,15.195503234863281,0.22313189029693603,9868,2.35,5683.95,18950.5,29.99
steady,2,prototype,model_3,Llama-3.2-3B,464,72713,0.02435136298305011,0.02824608373315367,0.03419203692382866,0.024108483561730024,0.02085089683532715,0.049355363845825194,0.07087174415588379,0.4276742935180664,0.07087174415588379,728,1.001,69.56,1753.0,3.97
steady,2,prism,model_3,Llama-3.2-3B,464,72711,0.027049040773231475,0.03558200731252631,0.03970225140452385,0.026752064253666767,0.021551132202148438,0.06279408931732178,0.09228012561798096,1.8456180095672607,0.07087174415588379,2392,3.29,225.46,1945.2,11.59
steady,2,prototype,model_4,Qwen2.5-3B,253,38043,0.024910449981689453,0.028131088733673097,0.031235164999961835,0.024221703077601613,0.022249460220336914,0.04880633354187012,0.0708146858215332,0.2767040729522705,0.0708146858215332,381,1.001,35.17,921.5,3.82
steady,2,prism,model_4,Qwen2.5-3B,253,38036,0.029383912230982925,0.03807021661689788,0.04193789422512054,0.030046545045084225,0.024938344955444336,0.06677031517028809,0.09659724235534671,2.4016432762145996,0.0708146858215332,1486,3.907,152.92,1142.9,13.38
steady,2,prototype,model_5,Llama-3.1-8B,476,77460,0.023407842884106293,0.02916961321733656,0.032813407918986154,0.022911818431324348,0.02209639549255371,0.05208737850189212,0.08046613216400152,0.5164730548858643,0.08046613216400152,775,1.001,83.92,1774.7,4.73
steady,2,prism,model_5,Llama-3.1-8B,476,77454,0.021460367048658974,0.043528987929738805,0.04673348988095919,0.024340438754121396,0.014325976371765137,0.060339927673339844,0.09245815753936769,3.7124483585357666,0.08046613216400152,1293,1.669,157.09,1885.3,8.33
steady,2,prototype,model_6,Qwen2.5-7B,524,87857,0.024955772835275402,0.028498050110680715,0.0339745386867296,0.024604942967488788,0.020801544189453125,0.051825141906738266,0.08418726921081543,0.5488152503967285,0.08418726921081543,878,0.999,104.91,2161.7,4.85
steady,2,prism,model_6,Qwen2.5-7B,524,87816,0.03085708928604921,0.04581685991104595,0.05379140683582849,0.034453157359615225,0.027534961700439453,0.07354402542114258,0.11938544511795043,3.8362467288970947,0.08418726921081543,2585,2.944,419.31,3025.5,13.86
steady,4,prototype,model_3,Llama-3.2-3B,863,135593,0.02601944483243502,0.030491406758000533,0.03438597321510315,0.02649163930099764,0.021282434463500977,0.056441879272460936,0.09149798393249414,0.46216535568237305,0.09149798393249414,1356,1.0,170.39,3592.1,4.74
steady,4,prism,model_3,Llama-3.2-3B,863,135593,0.027652516876910366,0.03718338242421547,0.040976046800613404,0.027173852737313212,0.021532773971557617,0.0649263858795166,0.10423731803894043,1.4471402168273926,0.09149798393249414,2203,1.625,289.06,3684.6,7.85
steady,4,prototype,model_4,Qwen2.5-3B,522,85454,0.026953015871695823,0.030767099037766456,0.03310755506157874,0.02723305165442632,0.02253413200378418,0.057932901382446306,0.0896425795555115,0.2866177558898926,0.0896425795555115,855,1.001,96.89,2327.2,4.16
steady,4,prism,model_4,Qwen2.5-3B,522,85395,0.028492647119694285,0.0378436324665923,0.043841705493854743,0.03159375706408048,0.024809837341308594,0.067380166053772,0.10214518547058105,4.10851263999939,0.0896425795555115,1454,1.703,294.73,2697.9,10.92
steady,4,prototype,model_5,Llama-3.1-8B,861,143095,0.028063503242808686,0.03315124792211196,0.0377828449010849,0.027889608223027804,0.02265453338623047,0.06003775596618652,0.10780259132385253,0.42107367515563965,0.10780259132385253,1431,1.0,219.78,3990.9,5.51
steady,4,prism,model_5,Llama-3.1-8B,861,143095,0.027646128581120418,0.04601772129535675,0.05639220108004176,0.0277838894679339,0.022614002227783203,0.06612253189086914,0.11613823413848877,0.721383810043335,0.10780259132385253,1770,1.237,287.16,3975.7,7.22
steady,4,prototype,model_6,Qwen2.5-7B,1065,171462,0.027440475920836132,0.0323691004768331,0.03809725142442256,0.02778232392551609,0.021478891372680664,0.059311020374298126,0.10796112537384034,0.4580261707305908,0.10796112537384034,1715,1.0,265.11,4763.6,5.57
steady,4,prism,model_6,Qwen2.5-7B,1065,171389,0.036453267967558475,0.054681822782209774,0.08195242625695678,0.039886779913248384,0.030498266220092773,0.0832634449005127,0.16912724494933895,5.286752700805664,0.10796112537384034,4799,2.8,1094.13,6836.2,16.01
steady,6,prototype,model_3,Llama-3.2-3B,1291,203372,0.027277157924793384,0.03198183493481742,0.036915181577205636,0.02771224267711174,0.02172231674194336,0.05996394157409668,0.10012269020080566,0.4766678810119629,0.10012269020080566,2033,1.0,285.35,5635.9,5.06
steady,6,prism,model_3,Llama-3.2-3B,1291,203372,0.02817918070786291,0.041505838810976456,0.04789361029863349,0.028567784488068668,0.021829605102539062,0.06896591186523438,0.12344503402709961,0.6032319068908691,0.10012269020080566,3438,1.69,519.13,5809.9,8.94
steady,6,prototype,model_4,Qwen2.5-3B,828,136760,0.02786264120649353,0.03161347806453705,0.03647874912619591,0.02823391851189193,0.022742748260498047,0.059685707092285156,0.09529821395874044,0.35890769958496094,0.09529821395874044,1368,1.0,173.87,3861.3,4.5
steady,6,prism,model_4,Qwen2.5-3B,828,136647,0.02964176692105487,0.04124766248450787,0.051201255768537526,0.034517106269613594,0.025855541229248047,0.07163136005401612,0.12140893936157227,5.354192495346069,0.09529821395874044,2964,2.169,711.66,4716.7,15.09
steady,6,prototype,model_5,Llama-3.1-8B,1394,227848,0.030822115166792792,0.040387699318428824,0.04733730882406233,0.031850741432647406,0.02308344841003418,0.06946634054183959,0.13811755180358887,1.0221118927001953,0.13811755180358887,2278,1.0,483.89,7257.1,6.67
steady,6,prism,model_5,Llama-3.1-8B,1394,227831,0.03195505164424825,0.05480586375903192,0.0672549240729388,0.033110347928858995,0.02387523651123047,0.07986700534820557,0.16059696674347218,3.3460240364074707,0.13811755180358887,3153,1.384,744.63,7543.6,9.87
steady,6,prototype,model_6,Qwen2.5-7B,1594,256192,0.030342985795238826,0.035845875399964706,0.040803192051557365,0.030823006508478724,0.02216815948486328,0.06758011579513555,0.1351022720336914,0.6819922924041748,0.1351022720336914,2561,1.0,514.37,7896.6,6.51
steady,6,prism,model_6,Qwen2.5-7B,1593,256135,0.040143564343452454,0.0599434502746748,0.0717803632907378,0.04204272756785603,0.03087925910949707,0.0988419771194458,0.20824146270751953,6.024860620498657,0.1351022720336914,6520,2.546,1631.09,10768.6,15.15
steady,8,prototype,model_3,Llama-3.2-3B,1766,282838,0.028243700197169028,0.03361940756440163,0.039032377302646575,0.028638413185094434,0.022235631942749023,0.06124452352523804,0.1166694164276123,0.4913637638092041,0.1166694164276123,2826,0.999,456.0,8100.0,5.63
steady,8,prism,model_3,Llama-3.2-3B,1766,282838,0.029987111334970014,0.04425847473466006,0.05075151854753494,0.031207567402006534,0.02334117889404297,0.0765128493309021,0.14417529106140137,0.9892568588256836,0.1166694164276123,4794,1.695,852.08,8826.7,9.65
steady,8,prototype,model_4,Qwen2.5-3B,1038,172153,0.02833357367743837,0.03210793137550354,0.03577280923724176,0.028765035028891897,0.02295684814453125,0.06236586570739746,0.10015284538269043,0.31907153129577637,0.10015284538269043,1722,1.0,236.61,4952.0,4.78
steady,8,prism,model_4,Qwen2.5-3B,1038,172105,0.03305007788268002,0.04424843192100525,0.053933543076640715,0.03504879594538373,0.026991605758666992,0.07490463256835937,0.13390231132507324,5.965236186981201,0.10015284538269043,3990,2.318,717.97,6032.1,11.9
steady,8,prototype,model_5,Llama-3.1-8B,1770,282246,0.032400086591089214,0.043116467245332475,0.053943699708383634,0.03384935065715259,0.024192094802856445,0.07454913854598999,0.15242279767990113,0.8327016830444336,0.15242279767990113,2823,1.0,688.54,9553.8,7.21
steady,8,prism,model_5,Llama-3.1-8B,1770,282225,0.039776281764109925,0.07460608796714104,0.09806923530318515,0.042585496881346274,0.02899956703186035,0.10217638015747059,0.21845096588134766,10.226786613464355,0.15242279767990113,6333,2.244,1764.4,12018.7,14.68
steady,8,prototype,model_6,Qwen2.5-7B,2119,341122,0.03189499276157483,0.038734328457587335,0.04634872551475255,0.032465770329294076,0.022675752639770508,0.07560535669326783,0.1583108901977539,0.47136592864990234,0.1583108901977539,3411,1.0,782.64,11074.8,7.07
steady,8,prism,model_6,Qwen2.5-7B,2117,340918,0.03369922386972528,0.07178813219070435,0.14741234719753288,0.04151429161568837,0.026627063751220703,0.09522918462753296,0.22750186920166016,11.384259700775146,0.1583108901977539,7171,2.103,3129.37,14153.0,22.11
steady,10,prototype,model_3,Llama-3.2-3B,2153,345933,0.028644529465706118,0.034272168742285836,0.03981557071208954,0.02912029837095936,0.02245306968688965,0.06430602073669434,0.12497163772583007,0.4646468162536621,0.12497163772583007,3460,1.0,599.41,10073.7,5.95
steady,10,prism,model_3,Llama-3.2-3B,2153,345933,0.03119082406440877,0.04344266851340873,0.05039617450148972,0.03191003882129232,0.022854328155517578,0.07822322845458984,0.14895844459533691,0.8933558464050293,0.12497163772583007,5229,1.512,990.67,11038.7,8.97
steady,10,prototype,model_4,Qwen2.5-3B,1326,215714,0.02856396603896979,0.03385120170081363,0.039020330011844635,0.029102478218596756,0.023121356964111328,0.06375551223754883,0.10934734344482422,0.3843269348144531,0.10934734344482422,2157,1.0,321.73,6277.8,5.12
steady,10,prism,model_4,Qwen2.5-3B,1326,215638,0.030605689622461796,0.04523760934049884,0.06388691358996514,0.03434074910588207,0.024517297744750977,0.07663111686706536,0.13638797521591187,5.286512613296509,0.10934734344482422,4021,1.865,890.89,7405.2,12.03
steady,10,prototype,model_5,Llama-3.1-8B,2257,362788,0.036732058192408365,0.04804325280613963,0.06290926933288579,0.03758169648252919,0.02702498435974121,0.08860514163970962,0.1954631805419922,0.9596679210662842,0.1954631805419922,3626,0.999,1106.67,13634.2,8.12
steady,10,prism,model_5,Llama-3.1-8B,2257,362760,0.03788663040507923,0.060069023525860556,0.08981823384761829,0.038245347302256275,0.026989459991455078,0.0955054759979248,0.21868677616119384,11.8040292263031,0.1954631805419922,4629,1.276,1613.55,13873.9,11.63
steady,10,prototype,model_6,Qwen2.5-7B,2584,420003,0.034153664120258886,0.04475690626621997,0.05293122410774233,0.03525928786168987,0.023488521575927734,0.08971090316772462,0.1825839090347271,0.7822706699371338,0.1825839090347271,4201,1.0,1101.73,14809.0,7.44
steady,10,prism,model_6,Qwen2.5-7B,2583,419855,0.0392431765794754,0.07967103217954694,0.203119058154131,0.04790633083961382,0.028931140899658203,0.11890053749084473,0.29696612834930425,13.024225234985352,0.1825839090347271,10377,2.472,4368.33,20113.7,21.72
