Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r20_s0.pkl
[PRISM_DIRECT] 8227 requests, span 419.8s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed0
Generated 8227 requests
Request model_3#0 arrives at 1618494.571229298, sleeping for 0.08169549028389156 seconds
Request model_6#0 arrives at 1618494.653472226, sleeping for 0.0024088190402835608 seconds
Request model_6#1 arrives at 1618494.656487031, sleeping for 0.019893741700798273 seconds
Request model_6#2 arrives at 1618494.676747425, sleeping for 0.015090839238837361 seconds
Request model_1#0 arrives at 1618494.692732355, sleeping for 0.027174637420102954 seconds
Request model_3#1 arrives at 1618494.720654282, sleeping for 0.10145178879611194 seconds
Request model_1#1 arrives at 1618494.822724673, sleeping for 0.061044421046972275 seconds
Request model_6#3 arrives at 1618494.884518685, sleeping for 0.020722278859466314 seconds
Request model_5#0 arrives at 1618494.905713487, sleeping for 0.027959892060607672 seconds
Request model_6#4 arrives at 1618494.934287839, sleeping for 0.0004763172473758459 seconds
Request model_6#5 arrives at 1618494.934844034, sleeping for 0.03303764550946653 seconds
Request model_6#6 arrives at 1618494.968555808, sleeping for 0.017666056053712964 seconds
Request model_6#7 arrives at 1618494.988221318, sleeping for 0.0377257764339447 seconds
Request model_6#8 arrives at 1618495.026905603, sleeping for 0.02884536935016513 seconds
Request model_1#2 arrives at 1618495.056617204, sleeping for 0.03276051487773657 seconds
Request model_6#9 arrives at 1618495.090583601, sleeping for 0.04975999007001519 seconds
Request model_1#3 arrives at 1618495.140863949, sleeping for 0.009909191401675344 seconds
Request model_1#4 arrives at 1618495.151822259, sleeping for 0.04671135498210788 seconds
Request model_6#10 arrives at 1618495.199757548, sleeping for 0.09693370177410543 seconds
Request model_6#11 arrives at 1618495.297044999, sleeping for 0.0010320702567696571 seconds
Request model_3#2 arrives at 1618495.298906224, sleeping for 0.005740390624850988 seconds
Request model_1#5 arrives at 1618495.305490788, sleeping for 0.0695052552036941 seconds
Request model_1#6 arrives at 1618495.375320465, sleeping for 0.011441430542618036 seconds
Request model_6#12 arrives at 1618495.387332343, sleeping for 0.011068349936977029 seconds
Request model_6#13 arrives at 1618495.399082299, sleeping for 0.017990383785218 seconds
Request model_6#14 arrives at 1618495.418783269, sleeping for 0.0924210506491363 seconds
Request model_6#15 arrives at 1618495.511679324, sleeping for 0.14592330111190677 seconds
Request model_6#16 arrives at 1618495.658092935, sleeping for 0.0014538273680955172 seconds
Request model_6#17 arrives at 1618495.660478694, sleeping for 0.011552397394552827 seconds
Request model_6#18 arrives at 1618495.673170707, sleeping for 0.049414819572120905 seconds
Request model_6#19 arrives at 1618495.722888511, sleeping for 0.04418740258552134 seconds
Request model_6#20 arrives at 1618495.767657675, sleeping for 0.0292052011936903 seconds
Request model_6#21 arrives at 1618495.797375887, sleeping for 0.007185358088463545 seconds
Request model_6#22 arrives at 1618495.80506116, sleeping for 0.09635409712791443 seconds
Request model_6#23 arrives at 1618495.901871436, sleeping for 0.21819492941722274 seconds
Request model_6#24 arrives at 1618496.120754426, sleeping for 0.0242325474973768 seconds
Request model_1#7 arrives at 1618496.145470587, sleeping for 0.08339855284430087 seconds
Request model_3#3 arrives at 1618496.229180168, sleeping for 0.010509955463930964 seconds
Request model_6#25 arrives at 1618496.239864304, sleeping for 0.03897411795333028 seconds
Request model_6#26 arrives at 1618496.279559037, sleeping for 0.008075030753389001 seconds
Request model_6#27 arrives at 1618496.288333559, sleeping for 0.035520127741619945 seconds
Request model_6#28 arrives at 1618496.324019919, sleeping for 0.018077235901728272 seconds
Request model_3#4 arrives at 1618496.343698919, sleeping for 0.0001738220453262329 seconds
Request model_6#29 arrives at 1618496.344127952, sleeping for 0.060259176418185234 seconds
Request model_6#30 arrives at 1618496.404909746, sleeping for 0.09548310656100512 seconds
Request model_6#31 arrives at 1618496.500902357, sleeping for 0.02983627957291901 seconds
Request model_5#1 arrives at 1618496.531167853, sleeping for 0.00032990146428346634 seconds
Request model_1#8 arrives at 1618496.531683377, sleeping for 0.027945103822275996 seconds
Request model_1#9 arrives at 1618496.5603609, sleeping for 0.07160724815912545 seconds
Request model_6#32 arrives at 1618496.632221634, sleeping for 0.07192897377535701 seconds
Request model_6#33 arrives at 1618496.705972194, sleeping for 0.026739898370578885 seconds
Request model_6#34 arrives at 1618496.733670869, sleeping for 0.03581027896143496 seconds
Request model_3#5 arrives at 1618496.770545589, sleeping for 0.0001979433000087738 seconds
Request model_6#35 arrives at 1618496.770969502, sleeping for 0.027482183184474707 seconds
Request model_6#36 arrives at 1618496.798718958, sleeping for 0.022163260262459517 seconds
Request model_1#10 arrives at 1618496.821399722, sleeping for 0.07533748005516827 seconds
Request model_1#11 arrives at 1618496.897110128, sleeping for 0.043863172410055995 seconds
Request model_1#12 arrives at 1618496.942045213, sleeping for 0.05997060961090028 seconds
Request model_6#37 arrives at 1618497.003427292, sleeping for 0.043304580729454756 seconds
Request model_1#13 arrives at 1618497.047595611, sleeping for 0.00012572645209729671 seconds
Request model_6#38 arrives at 1618497.048300307, sleeping for 0.05137621168978512 seconds
Request model_6#39 arrives at 1618497.14458449, sleeping for 0 seconds
Request model_6#40 arrives at 1618497.145000693, sleeping for 0 seconds
Request model_1#14 arrives at 1618497.145444357, sleeping for 0.04462000308558345 seconds
Request model_6#41 arrives at 1618497.190430732, sleeping for 0.048212867230176926 seconds
Request model_6#42 arrives at 1618497.239153329, sleeping for 0.058214678429067135 seconds
Request model_3#6 arrives at 1618497.297849486, sleeping for 0.03806420951150358 seconds
Request model_6#43 arrives at 1618497.33654078, sleeping for 0.0667669412214309 seconds
