Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r20_s42.pkl
[PRISM_DIRECT] 8498 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed42
Generated 8498 requests
Request model_5#0 arrives at 1620314.613558569, sleeping for 0.07869173586368561 seconds
Request model_5#1 arrives at 1620314.692769932, sleeping for 0.027733624214306474 seconds
Request model_1#0 arrives at 1620314.72258062, sleeping for 0.03832972049713135 seconds
Request model_5#2 arrives at 1620314.761156466, sleeping for 0.027775638736784458 seconds
Request model_6#0 arrives at 1620314.789730861, sleeping for 0.029980596620589495 seconds
Request model_6#1 arrives at 1620314.820328198, sleeping for 0.2601739037781954 seconds
Request model_5#3 arrives at 1620315.081238447, sleeping for 0.08594089420512319 seconds
Request model_5#4 arrives at 1620315.168047645, sleeping for 0.2840409819036722 seconds
Request model_3#0 arrives at 1620315.453964825, sleeping for 0.02456390135921538 seconds
Request model_5#5 arrives at 1620315.479677042, sleeping for 0.06874296301975846 seconds
Request model_6#2 arrives at 1620315.549381149, sleeping for 0.027050385251641273 seconds
Request model_1#1 arrives at 1620315.577166597, sleeping for 0.04531996278092265 seconds
Request model_5#6 arrives at 1620315.622802203, sleeping for 0.040003187488764524 seconds
Request model_5#7 arrives at 1620315.663957675, sleeping for 0.028482631547376513 seconds
Request model_3#1 arrives at 1620315.692742693, sleeping for 0.09966004360467196 seconds
Request model_5#8 arrives at 1620315.793557561, sleeping for 0.06634126673452556 seconds
Request model_5#9 arrives at 1620315.860641161, sleeping for 0.052128072595223784 seconds
Request model_5#10 arrives at 1620315.914595661, sleeping for 0.08912869868800044 seconds
Request model_5#11 arrives at 1620316.004731782, sleeping for 0.027100762585178018 seconds
Request model_6#3 arrives at 1620316.032540201, sleeping for 0.06936717638745904 seconds
Request model_5#12 arrives at 1620316.102252458, sleeping for 0.011218365980312228 seconds
Request model_5#13 arrives at 1620316.113939215, sleeping for 0.26788671570830047 seconds
Request model_2#0 arrives at 1620316.382778682, sleeping for 0.11770570906810462 seconds
Request model_5#14 arrives at 1620316.502631731, sleeping for 0.08460230054333806 seconds
Request model_5#15 arrives at 1620316.588051634, sleeping for 0.004501607269048691 seconds
Request model_5#16 arrives at 1620316.592784502, sleeping for 0.0001739209983497858 seconds
Request model_3#2 arrives at 1620316.593348007, sleeping for 0.1415933989919722 seconds
Request model_5#17 arrives at 1620316.736085305, sleeping for 0.006420728750526905 seconds
Request model_5#18 arrives at 1620316.743446978, sleeping for 0 seconds
Request model_5#19 arrives at 1620316.743869312, sleeping for 0.1011317721568048 seconds
Request model_5#20 arrives at 1620316.846401047, sleeping for 0.04814410302788019 seconds
Request model_6#4 arrives at 1620316.895475818, sleeping for 0.20247735362499952 seconds
Request model_5#21 arrives at 1620317.099059723, sleeping for 0.0180985142942518 seconds
Request model_5#22 arrives at 1620317.118958612, sleeping for 0.0034200495574623346 seconds
Request model_5#23 arrives at 1620317.12274456, sleeping for 0.019231568789109588 seconds
Request model_5#24 arrives at 1620317.142698909, sleeping for 0.014887727564200759 seconds
Request model_6#5 arrives at 1620317.158442047, sleeping for 0.005032422719523311 seconds
Request model_6#6 arrives at 1620317.164174714, sleeping for 0.01078015798702836 seconds
Request model_5#25 arrives at 1620317.175905941, sleeping for 0.008693413343280554 seconds
Request model_2#1 arrives at 1620317.186662359, sleeping for 0.04237113380804658 seconds
Request model_5#26 arrives at 1620317.229391516, sleeping for 0.0027866987511515617 seconds
Request model_2#2 arrives at 1620317.233239494, sleeping for 0.027748699067160487 seconds
Request model_5#27 arrives at 1620317.261966322, sleeping for 0.027565769385546446 seconds
Request model_5#28 arrives at 1620317.289683299, sleeping for 0.01902196416631341 seconds
Request model_1#2 arrives at 1620317.309430496, sleeping for 0.021089454647153616 seconds
Request model_2#3 arrives at 1620317.331171993, sleeping for 0.009822590509429574 seconds
Request model_3#3 arrives at 1620317.341918451, sleeping for 0.023910274263471365 seconds
Request model_5#29 arrives at 1620317.366600417, sleeping for 0.051499292720109224 seconds
Request model_3#4 arrives at 1620317.418338915, sleeping for 0.0029338167514652014 seconds
Request model_6#7 arrives at 1620317.42190578, sleeping for 0.06755172391422093 seconds
Request model_5#30 arrives at 1620317.490583747, sleeping for 0.09923038328997791 seconds
Request model_5#31 arrives at 1620317.590279483, sleeping for 0.010336584178730845 seconds
Request model_2#4 arrives at 1620317.60099634, sleeping for 0.047072469256818295 seconds
Request model_5#32 arrives at 1620317.648515525, sleeping for 0.06520317564718425 seconds
Request model_3#5 arrives at 1620317.7140757, sleeping for 0.011189456097781658 seconds
Request model_5#33 arrives at 1620317.725652686, sleeping for 0.15605576476082206 seconds
Request model_5#34 arrives at 1620317.882523244, sleeping for 0.13307669130153954 seconds
Request model_1#3 arrives at 1620318.016295371, sleeping for 0.025272767059504986 seconds
Request model_5#35 arrives at 1620318.042051498, sleeping for 0.029335929546505213 seconds
Request model_6#8 arrives at 1620318.071727705, sleeping for 0.012438453966751695 seconds
Request model_5#36 arrives at 1620318.084447512, sleeping for 0.046251878840848804 seconds
Request model_5#37 arrives at 1620318.131791915, sleeping for 0.010235229972749949 seconds
Request model_3#6 arrives at 1620318.142486572, sleeping for 0.031934487633407116 seconds
Request model_5#38 arrives at 1620318.175176969, sleeping for 0.005683900555595756 seconds
Request model_5#39 arrives at 1620318.181716594, sleeping for 0.011840734630823135 seconds
Request model_1#4 arrives at 1620318.194387031, sleeping for 0.12261597416363657 seconds
Request model_5#40 arrives at 1620318.317482961, sleeping for 0.0017690258100628853 seconds
Request model_3#7 arrives at 1620318.31937824, sleeping for 0.021882729372009635 seconds
Request model_5#41 arrives at 1620318.341925625, sleeping for 0.016832890454679728 seconds
Request model_6#9 arrives at 1620318.359565442, sleeping for 0.05756707373075187 seconds
Request model_5#42 arrives at 1620318.417380289, sleeping for 0.032801854657009244 seconds
Request model_1#5 arrives at 1620318.451352539, sleeping for 0.050811625784263015 seconds
Request model_5#43 arrives at 1620318.51250225, sleeping for 0.022373954532667994 seconds
Request model_1#6 arrives at 1620318.535398439, sleeping for 0.07640445069409907 seconds
Request model_6#10 arrives at 1620318.612388188, sleeping for 0.04585531493648887 seconds
Request model_5#44 arrives at 1620318.659396028, sleeping for 0.03135208669118583 seconds
Request model_5#45 arrives at 1620318.691476068, sleeping for 0.02271704305894673 seconds
Request model_5#46 arrives at 1620318.714494058, sleeping for 0.016744233900681138 seconds
Request model_6#11 arrives at 1620318.731506628, sleeping for 0.0014630358200520277 seconds
Request model_5#47 arrives at 1620318.733311286, sleeping for 0.019788987701758742 seconds
Request model_1#7 arrives at 1620318.753879691, sleeping for 0.003499308368191123 seconds
Request model_1#8 arrives at 1620318.758470707, sleeping for 0.022487282752990723 seconds
Request model_5#48 arrives at 1620318.781177554, sleeping for 0.12622832483612 seconds
Request model_5#49 arrives at 1620318.908122273, sleeping for 0.05061857122927904 seconds
Request model_5#50 arrives at 1620318.958975561, sleeping for 0.12182494252920151 seconds
Request model_5#51 arrives at 1620319.081127351, sleeping for 0.151179863139987 seconds
Request model_1#9 arrives at 1620319.233363363, sleeping for 0.026379025541245937 seconds
Request model_1#10 arrives at 1620319.261013559, sleeping for 0.037045644829049706 seconds
Request model_3#8 arrives at 1620319.298590904, sleeping for 0.006102514686062932 seconds
Request model_3#9 arrives at 1620319.305268401, sleeping for 0.022557459538802505 seconds
Request model_2#5 arrives at 1620319.328850436, sleeping for 0.030698326881974936 seconds
Request model_5#52 arrives at 1620319.360542743, sleeping for 0.010263691190630198 seconds
Request model_5#53 arrives at 1620319.371130189, sleeping for 0.01503535034134984 seconds
Request model_5#54 arrives at 1620319.386823376, sleeping for 0.09298100671730936 seconds
Request model_6#12 arrives at 1620319.480561082, sleeping for 0.12570361141115427 seconds
Request model_5#55 arrives at 1620319.607339098, sleeping for 0.05583148496225476 seconds
Request model_5#56 arrives at 1620319.664064135, sleeping for 0.02158210426568985 seconds
