1787417228.536292619 0, 35782, 0;1, 35836, 13;
1787417230.734548538 0, 35822, 7;1, 35898, 78;
1787417232.900435564 0, 35866, 92;1, 36372, 74;
1787417235.083572006 0, 35994, 34;1, 36948, 80;
1787417237.268642607 0, 36102, 93;1, 37514, 100;
1787417239.427066097 0, 36230, 50;1, 37738, 100;
1787417241.594936719 0, 36230, 92;1, 37996, 99;
1787417243.873762787 0, 36476, 79;1, 38468, 99;
1787417246.074470273 0, 36486, 44;1, 38732, 62;
1787417248.242082982 0, 36486, 86;1, 39958, 71;
1787417250.399751259 0, 36696, 50;1, 39958, 100;
1787417252.598350431 0, 36824, 67;1, 40644, 99;
1787417254.771013068 0, 36952, 93;1, 42104, 99;
1787417256.958549017 0, 36952, 90;1, 42216, 100;
1787417259.127980766 0, 36952, 18;1, 42574, 20;
1787417261.616621316 0, 36952, 32;1, 43700, 54;
1787417263.892174611 0, 36952, 93;1, 44616, 77;
1787417266.032905261 0, 51576, 50;1, 44616, 76;
1787417268.216239516 0, 53180, 91;1, 45352, 99;
1787417270.395075961 0, 53276, 0;1, 43389, 9;
1787417273.129743593 0, 54606, 22;1, 43791, 17;
1787417275.323798870 0, 55144, 52;1, 43791, 63;
1787417277.532318069 0, 55318, 98;1, 43791, 91;
1787417279.738204077 0, 55550, 66;1, 43455, 67;
1787417282.057517180 0, 55614, 78;1, 41439, 23;
1787417284.377690705 0, 55802, 60;1, 41215, 33;
1787417286.547230498 0, 56058, 100;1, 41215, 60;
1787417288.832358268 0, 56586, 100;1, 41215, 41;
1787417291.120160250 0, 57070, 42;1, 41215, 19;
1787417293.507630838 0, 57342, 86;1, 41215, 50;
1787417295.801293197 0, 57470, 58;1, 41103, 34;
1787417298.167492051 0, 57790, 95;1, 41103, 45;
1787417300.456398095 0, 58176, 51;1, 44829, 0;
1787417302.772627356 0, 56939, 15;1, 44829, 3;
1787417305.014560403 0, 57277, 100;1, 45653, 50;
1787417307.218786883 0, 57277, 98;1, 46681, 77;
1787417309.414696688 0, 57277, 98;1, 47267, 97;
