experiment,arm,workload,rate,seed,path,exists,size_bytes,size_mb,classification,verification_status,trace_sha,runtime_hash,note
final_4het,prism,steady,8,5,exp/results/4het-final/raw/prism/steady/rate_8/seed_5,True,41797038,39.9,AUTHORITATIVE_FINAL,PASS,088ec6cd6a861d542d8067bc049d9d6cb83c1ff02318e2b53025e771a4aad2fc,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,steady,8,6,exp/results/4het-final/raw/prism/steady/rate_8/seed_6,True,41615337,39.7,AUTHORITATIVE_FINAL,PASS,fa010c64cb6c0d5adb149f05dd33054f2b83348421eb63ac73e8d2b0e4afc587,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,steady,10,5,exp/results/4het-final/raw/prism/steady/rate_10/seed_5,True,52005996,49.6,AUTHORITATIVE_FINAL,PASS,5b7e410178d742eabae4590e43f94c88cfb69afc7faf5270bccbbacdd6be4cb8,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,steady,10,6,exp/results/4het-final/raw/prism/steady/rate_10/seed_6,True,51059172,48.7,AUTHORITATIVE_FINAL,PASS,c0aabe109d91b9cca620b918f97cdfab686f1916f8bac01a9765615aa8a104f6,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,bursty,2,5,exp/results/4het-final/raw/prism/bursty/rate_2/seed_5,True,12026318,11.5,AUTHORITATIVE_FINAL,PASS,f396357c3a0a69d09c36258c0c6db668d3a82e17ed6e2d4fd04e1e8845dd1994,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,bursty,2,6,exp/results/4het-final/raw/prism/bursty/rate_2/seed_6,True,11759512,11.2,AUTHORITATIVE_FINAL,PASS,bafec5fdb72398bca3b1f8a019f0f5db46a9e89d54b9331f1b007617ae9f01b6,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,bursty,4,5,exp/results/4het-final/raw/prism/bursty/rate_4/seed_5,True,22568380,21.5,AUTHORITATIVE_FINAL,PASS,ad05f7a42188bfa48fde62e8e1208e62889ae86cff5b9fef7c5475ecbf43d427,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,bursty,4,6,exp/results/4het-final/raw/prism/bursty/rate_4/seed_6,True,22037399,21.0,AUTHORITATIVE_FINAL,PASS,03cc5f6aafe7b807ee98f69e3db88c41140019b0b3be04e00ba4cc11c76b363b,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,bursty,6,5,exp/results/4het-final/raw/prism/bursty/rate_6/seed_5,True,32946214,31.4,AUTHORITATIVE_FINAL,PASS,9d6e69f2e3a72b97600759ab21401fa080c947b0535df74692e3ae907c1a780e,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,bursty,6,6,exp/results/4het-final/raw/prism/bursty/rate_6/seed_6,True,31602264,30.1,AUTHORITATIVE_FINAL,PASS,815ef9a9c5e8e594c51e66d0bfeac06cdc9289650a2e7b112ebeab1ff23f7025,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,bursty,8,5,exp/results/4het-final/raw/prism/bursty/rate_8/seed_5,True,41894423,40.0,AUTHORITATIVE_FINAL,PASS,ceed399543f073e1eefa289390a4cc53c30c32776378b1ad01f1d9ecfa962daf,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,bursty,8,6,exp/results/4het-final/raw/prism/bursty/rate_8/seed_6,True,41556511,39.6,AUTHORITATIVE_FINAL,PASS,920b083c23d01c25504ab6814c1d3bf8c8e14b846bc5cf19db4956146cdbaaf2,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,bursty,10,5,exp/results/4het-final/raw/prism/bursty/rate_10/seed_5,True,51724173,49.3,AUTHORITATIVE_FINAL,PASS,8275f904a47748c7b28e82a8bbd97089c79c96a05f96ecc586f2a45dc0da68e5,49f47ebd7c75aecd,counted in final statistics
final_4het,prism,bursty,10,6,exp/results/4het-final/raw/prism/bursty/rate_10/seed_6,True,50667695,48.3,AUTHORITATIVE_FINAL,PASS,1dca1c3210ee0c1008aa4049092a2a3249f6002adda8749da11ef9c2e11c6b76,49f47ebd7c75aecd,counted in final statistics
many_model_pilot,prototype,bursty,16,9,exp/results/many-model-pilot/raw/prototype/bursty/rate_16/seed_9,True,90387521,86.2,DIAGNOSTIC,n/a,,,"r16 seed9 pilot, gate only, never in final statistics"
many_model_pilot,prism,bursty,16,9,exp/results/many-model-pilot/raw/prism/bursty/rate_16/seed_9,True,105075022,100.2,DIAGNOSTIC,n/a,,,"r16 seed9 pilot, gate only, never in final statistics"
many_model,prototype,bursty,12,7,exp/results/many-model-final/raw/prototype/bursty/rate_12/seed_7,True,68171385,65.0,EXCLUDED_PROTOCOL_CHANGE,n/a,,,"VALID run, excluded when the rate grid was amended to [2,4,6,8,10]"
many_model,prototype,bursty,12,8,exp/results/many-model-final/raw/prototype/bursty/rate_12/seed_8.incomplete-aborted-by-protocol-amendment,True,14708602,14.0,EXCLUDED_PROTOCOL_CHANGE,n/a,,,"INCOMPLETE, in flight when the rate grid was amended"
tau_stageB,prism-T0,steady,8,3,exp/results/4het-tau-calibration/raw/prism-T0/steady/rate_8/seed_3.stall-attempt1,True,25567481,24.4,KNOWN_INVALID_PRESERVED,n/a,,,"migration lifecycle stall, 601.8s controller gap; the incident that motivated the containment fix"
tau,prism-T0,bursty,10,3,exp/results/4het-tau-final/raw/prism-T0/bursty/rate_10/seed_3.eaddrinuse-attempt1,True,175558,0.2,KNOWN_INVALID_PRESERVED,n/a,,,"nccl_port TOCTOU race, server never started; retried once"
tau,prism-T4,steady,8,3,exp/results/4het-tau-final/raw/prism-T4/steady/rate_8/seed_3.failed-attempt-20260825T184350Z,True,517914,0.5,KNOWN_INVALID_PRESERVED,n/a,,,"harness failure, retried once"
many_model,prism,bursty,8,7,exp/results/many-model-final/raw/prism/bursty/rate_8/seed_7.eaddrinuse-attempt1,True,212207,0.2,KNOWN_INVALID_PRESERVED,n/a,,,"nccl_port TOCTOU race, server never started; retried once"
window_cal,prism-w30,steady,8,3,exp/results/4het-window-calibration/raw/prism-w30/steady/rate_8/seed_3.inner-session-misnamed-attempt1,True,11048144,10.5,KNOWN_INVALID_PRESERVED,n/a,,,harness label defect: inner tmux session name; healthy server killed by its own watchdog
tau_stageB,prism-T0,steady,8,3,exp/results/4het-tau-calibration/raw/prism-T0/steady/rate_8/seed_3.pass-attempt2,True,43036046,41.0,KNOWN_INVALID_PRESERVED,n/a,,,"reproducibility rerun that PASSED, proving the stall non-reproducible"
containment_regression,,,,,exp/results/4het-containment-regression,True,85785087,81.8,REGRESSION_ONLY,n/a,,,2 E2E regressions confirming the lifecycle containment fix
4het_paired,,,,,exp/results/4het-paired,True,1206440755,1150.6,HISTORICAL,n/a,,,"original 4-HET paired evaluation, seeds 1/2"
window_cal,,,,,exp/results/4het-window-calibration,True,768925553,733.3,HISTORICAL,n/a,,,"30s vs 60s window study, seeds 3/4"
estimator,,,,,exp/results/4het-estimator-correction,True,187712917,179.0,HISTORICAL,n/a,,,estimator correction mechanism test
cooldown_diag,,,,,exp/results/4het-cooldown-diagnostic,True,191420283,182.6,HISTORICAL,n/a,,,cooldown ablation
tau_stageB,,,,,exp/results/4het-tau-calibration,True,68697493,65.5,HISTORICAL,n/a,,,Stage-B tau attempt halted by the lifecycle stall
