Real trace file: /root/Prism-final-regression-diagnosis/exp/results/baseline-readiness/raw/migration-D2/workload/bursty_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.9s
Starting TP benchmark: paper-migration-only_bursty_rate20_seed1
Generated 8423 requests
Request model_2#0 arrives at 1684467.406659843, sleeping for 0.060316412476822734 seconds
Request model_6#0 arrives at 1684467.467863315, sleeping for 0.052827994571998715 seconds
Request model_5#0 arrives at 1684467.522302561, sleeping for 0.1279982435517013 seconds
Request model_5#1 arrives at 1684467.651340339, sleeping for 0.07046463084407151 seconds
Request model_2#1 arrives at 1684467.722653349, sleeping for 0.061462402110919356 seconds
Request model_2#2 arrives at 1684467.784588895, sleeping for 0.007561790989711881 seconds
Request model_2#3 arrives at 1684467.792544239, sleeping for 0.027713716961443424 seconds
Request model_2#4 arrives at 1684467.820583267, sleeping for 0.08910146821290255 seconds
Request model_3#0 arrives at 1684467.910429752, sleeping for 0.045897874515503645 seconds
Request model_2#5 arrives at 1684467.957109616, sleeping for 0.0032775960862636566 seconds
Request model_2#6 arrives at 1684467.96071174, sleeping for 0.10061704064719379 seconds
Request model_2#7 arrives at 1684468.062442154, sleeping for 0.06400247034616768 seconds
Request model_2#8 arrives at 1684468.127314751, sleeping for 0.0701279672794044 seconds
Request model_2#9 arrives at 1684468.198165337, sleeping for 0.027358076069504023 seconds
Request model_2#10 arrives at 1684468.225885624, sleeping for 0.09999009314924479 seconds
Request model_2#11 arrives at 1684468.326546411, sleeping for 0.11777441273443401 seconds
Request model_5#2 arrives at 1684468.446432977, sleeping for 0.0667713803704828 seconds
Request model_3#1 arrives at 1684468.513542518, sleeping for 0.0523572089150548 seconds
Request model_2#12 arrives at 1684468.566945258, sleeping for 0.008222086587920785 seconds
Request model_2#13 arrives at 1684468.575994889, sleeping for 0.0032874932512640953 seconds
Request model_2#14 arrives at 1684468.579790504, sleeping for 0.062321802601218224 seconds
Request model_2#15 arrives at 1684468.642481395, sleeping for 0.1087512003723532 seconds
Request model_2#16 arrives at 1684468.752316335, sleeping for 0.07874469086527824 seconds
Request model_2#17 arrives at 1684468.831275305, sleeping for 0.11309851845726371 seconds
Request model_2#18 arrives at 1684468.945475064, sleeping for 0.023707992397248745 seconds
Request model_3#2 arrives at 1684468.97019676, sleeping for 0.14565484272316098 seconds
Request model_2#19 arrives at 1684469.116971397, sleeping for 0.03108497615903616 seconds
Request model_6#1 arrives at 1684469.148520359, sleeping for 0.04836889822036028 seconds
Request model_2#20 arrives at 1684469.197196347, sleeping for 0.015122045064345002 seconds
Request model_6#2 arrives at 1684469.212917763, sleeping for 0.008345198817551136 seconds
Request model_2#21 arrives at 1684469.221630421, sleeping for 0.03326496249064803 seconds
Request model_2#22 arrives at 1684469.255231297, sleeping for 0.04471339634619653 seconds
Request model_6#3 arrives at 1684469.301239046, sleeping for 0.04171848972328007 seconds
Request model_6#4 arrives at 1684469.343924664, sleeping for 0.210897299926728 seconds
Request model_3#3 arrives at 1684469.555375196, sleeping for 0.08586035761982203 seconds
Request model_2#23 arrives at 1684469.641468485, sleeping for 0.20845496747642756 seconds
Request model_2#24 arrives at 1684469.850908794, sleeping for 0.04205464152619243 seconds
Request model_5#3 arrives at 1684469.893891583, sleeping for 0.05427868734113872 seconds
Request model_2#25 arrives at 1684469.948597561, sleeping for 0.008162692887708545 seconds
Request model_2#26 arrives at 1684469.957321119, sleeping for 0.027864198898896575 seconds
Request model_2#27 arrives at 1684469.985907352, sleeping for 0.03004900272935629 seconds
Request model_2#28 arrives at 1684470.01693202, sleeping for 0.04470329941250384 seconds
Request model_3#4 arrives at 1684470.061957933, sleeping for 0.01224013464525342 seconds
Request model_2#29 arrives at 1684470.074626948, sleeping for 0.013620245736092329 seconds
Request model_2#30 arrives at 1684470.089164696, sleeping for 0.00948900287039578 seconds
Request model_3#5 arrives at 1684470.099697187, sleeping for 0.05823148135095835 seconds
Request model_5#4 arrives at 1684470.158491972, sleeping for 0.014999459264799953 seconds
Request model_2#31 arrives at 1684470.174126658, sleeping for 0.026760027511045337 seconds
Request model_2#32 arrives at 1684470.201732553, sleeping for 0.06655662972480059 seconds
Request model_5#5 arrives at 1684470.269447288, sleeping for 0.04562783217988908 seconds
Request model_2#33 arrives at 1684470.31722528, sleeping for 0 seconds
