Real trace file: /root/Prism-final-regression-diagnosis/exp/workloads/final-evaluation/bursty_r20_s0.pkl
[PRISM_DIRECT] 8227 requests, span 419.8s
Starting TP benchmark: paper-faithful-v6_bursty_rate20_seed0
Generated 8227 requests
Request model_3#0 arrives at 1775742.510781105, sleeping for 0.08169584022834897 seconds
Request model_6#0 arrives at 1775742.593004575, sleeping for 0.002428657142445445 seconds
Request model_6#1 arrives at 1775742.595821935, sleeping for 0.020111654652282596 seconds
Request model_6#2 arrives at 1775742.616720173, sleeping for 0.014670028118416667 seconds
Request model_1#0 arrives at 1775742.631622558, sleeping for 0.02783644152805209 seconds
Request model_3#1 arrives at 1775742.660604802, sleeping for 0.10105348587967455 seconds
Request model_1#1 arrives at 1775742.762745553, sleeping for 0.060576447984203696 seconds
Request model_6#3 arrives at 1775742.823853725, sleeping for 0.020939925918355584 seconds
Request model_5#0 arrives at 1775742.845188345, sleeping for 0.028038141317665577 seconds
Request model_6#4 arrives at 1775742.874466512, sleeping for 0 seconds
Request model_6#5 arrives at 1775742.875066827, sleeping for 0.03236826974898577 seconds
Request model_6#6 arrives at 1775742.907820277, sleeping for 0.017954504117369652 seconds
Request model_6#7 arrives at 1775742.926106947, sleeping for 0.03939311462454498 seconds
Request model_6#8 arrives at 1775742.96632563, sleeping for 0.028977349400520325 seconds
Request model_1#2 arrives at 1775742.99602521, sleeping for 0.03290438582189381 seconds
Request model_6#9 arrives at 1775743.030271862, sleeping for 0.049623365979641676 seconds
Request model_1#3 arrives at 1775743.08103865, sleeping for 0.009286357322707772 seconds
Request model_1#4 arrives at 1775743.091840996, sleeping for 0.0462446550372988 seconds
Request model_6#10 arrives at 1775743.138548816, sleeping for 0.09769434086047113 seconds
Request model_6#11 arrives at 1775743.237356874, sleeping for 0.00027303234674036503 seconds
Request model_3#2 arrives at 1775743.23817444, sleeping for 0.00602530175819993 seconds
Request model_1#5 arrives at 1775743.244565774, sleeping for 0.06998344627209008 seconds
Request model_1#6 arrives at 1775743.315809317, sleeping for 0.010505295591428876 seconds
Request model_6#12 arrives at 1775743.327228468, sleeping for 0.010724951978772879 seconds
Request model_6#13 arrives at 1775743.338494928, sleeping for 0.018130581825971603 seconds
Request model_6#14 arrives at 1775743.35873366, sleeping for 0.0920233866199851 seconds
Request model_6#15 arrives at 1775743.452039359, sleeping for 0.1451157631818205 seconds
Request model_6#16 arrives at 1775743.598417152, sleeping for 0.0006819975096732378 seconds
Request model_6#17 arrives at 1775743.599426359, sleeping for 0.01215757941827178 seconds
Request model_6#18 arrives at 1775743.611849987, sleeping for 0.050288276514038444 seconds
Request model_6#19 arrives at 1775743.663151159, sleeping for 0.043477781815454364 seconds
Request model_6#20 arrives at 1775743.707468152, sleeping for 0.028947641141712666 seconds
Request model_6#21 arrives at 1775743.736804669, sleeping for 0.007309983251616359 seconds
Request model_6#22 arrives at 1775743.745098397, sleeping for 0.09586983709596097 seconds
Request model_6#23 arrives at 1775743.841583198, sleeping for 0.2180366546381265 seconds
Request model_6#24 arrives at 1775744.060148321, sleeping for 0.02439176943153143 seconds
Request model_1#7 arrives at 1775744.085427719, sleeping for 0.08299410785548389 seconds
Request model_3#3 arrives at 1775744.169460663, sleeping for 0.00978228752501309 seconds
Request model_6#25 arrives at 1775744.18046577, sleeping for 0.03792477888055146 seconds
Request model_6#26 arrives at 1775744.219223884, sleeping for 0.007963100913912058 seconds
Request model_6#27 arrives at 1775744.228312647, sleeping for 0.03509404696524143 seconds
Request model_6#28 arrives at 1775744.264543493, sleeping for 0.01710654911585152 seconds
Request model_3#4 arrives at 1775744.282768072, sleeping for 0.0006575260777026415 seconds
Request model_6#29 arrives at 1775744.283749289, sleeping for 0.060190716525539756 seconds
Request model_6#30 arrives at 1775744.34483679, sleeping for 0.09510915959253907 seconds
Request model_6#31 arrives at 1775744.44122199, sleeping for 0.0290688737295568 seconds
Request model_5#1 arrives at 1775744.470746218, sleeping for 0.00030484353192150593 seconds
Request model_1#8 arrives at 1775744.471660394, sleeping for 0.027520493837073445 seconds
Request model_1#9 arrives at 1775744.499529202, sleeping for 0.0719914142973721 seconds
Request model_6#32 arrives at 1775744.573381432, sleeping for 0.07032166281715035 seconds
Request model_6#33 arrives at 1775744.644453044, sleeping for 0.027811915380880237 seconds
Request model_6#34 arrives at 1775744.673409528, sleeping for 0.03562436695210636 seconds
Request model_3#5 arrives at 1775744.709496863, sleeping for 0.0007993264589458704 seconds
Request model_6#35 arrives at 1775744.711343326, sleeping for 0.026660636300221086 seconds
Request model_6#36 arrives at 1775744.739023261, sleeping for 0.021411364199593663 seconds
Request model_1#10 arrives at 1775744.760756165, sleeping for 0.07553345407359302 seconds
Request model_1#11 arrives at 1775744.83656209, sleeping for 0.043963897274807096 seconds
Request model_1#12 arrives at 1775744.881492487, sleeping for 0.060074592707678676 seconds
Request model_6#37 arrives at 1775744.942302806, sleeping for 0.04398079379461706 seconds
Request model_1#13 arrives at 1775744.986974121, sleeping for 0.0002989433705806732 seconds
Request model_6#38 arrives at 1775744.987439164, sleeping for 0.05178952170535922 seconds
Request model_6#39 arrives at 1775745.300487373, sleeping for 0 seconds
Request model_6#40 arrives at 1775745.300935496, sleeping for 0 seconds
Request model_1#14 arrives at 1775745.301407209, sleeping for 0 seconds
Request model_6#41 arrives at 1775745.301722652, sleeping for 0 seconds
Request model_6#42 arrives at 1775745.302108914, sleeping for 0 seconds
Request model_3#6 arrives at 1775745.302480477, sleeping for 0 seconds
Request model_6#43 arrives at 1775745.30289576, sleeping for 0.03996431827545166 seconds
Request model_1#15 arrives at 1775745.343461246, sleeping for 0.02698289486579597 seconds
